stable_id,title_zh,abstract_zh
97656c1f9a1c324c,靶向长读长测序能够全面分析遗传性肌病的遗传和表观遗传景观,导致遗传性肌病的遗传变异在类型、大小和序列背景上差异很大，包括小序列变异、大结构变异、重复扩增和更复杂的事件，例如导致面肩肱型肌营养不良的 D4Z4 大卫星收缩和低甲基化。使用下一代测序和其他旧的分子技术来表征其中许多都具有挑战性。为了解决这个问题，我们开发了一种有针对性的长读长测序分析和生物信息学分析框架，捕获目前与遗传性肌病有关的全套基因、变异和表观遗传特征。将其应用于一组肌病患者，我们证明了我们的方法的分析有效性以及与现有方法相比提高的准确性和分辨率。我们的检测对 35.5% (11/31) 的经过标准临床基因检测后仍未确诊的患者进行了新的基因诊断。该方法构成了遗传性肌病的全面遗传和表观遗传特征的单一简化测定。
12ebf8ec30e1c756,动态贝叶斯模型揭示灵长类动物前额叶-杏仁核网络中社交凝视的因果动力学,社交凝视是灵长类动物交​​流的基本渠道，可塑造动态互动并促进相互理解。虽然之前的研究已经绘制了前额叶-杏仁核回路中社交凝视的行为相关性，但这些相互作用的因果结构仍然知之甚少。在这里，我们开发了一种算法，将雄性猕猴独立记录的会话整合到“超级会话”中，并使用地面实况合成数据进行验证，从而能够重建与匹配的注视序列对齐的同时多区域记录。将动态贝叶斯网络分析应用于这些超级会话，我们揭示了杏仁核、眶额皮层、背内侧前额叶皮层（dmPFC）和前扣带皮层之间的时间结构、行为依赖的因果相互作用。当猕猴成为社交目光的目标时，大脑行为网络表现出正向时间调节，dmPFC 成为主要来源，杏仁核成为影响的主要接受者。当猕猴将目光转向它们的伴侣时，dmPFC 和杏仁核保留了各自的角色。前额叶区域相互正向调节，而杏仁核仅作为下游目标，接收专门负向调节的前额叶输入。这些发现揭示了灵长类动物社交大脑中以前未知的定向相互作用，并强调了社会注意力双向动态背后的独特因果结构。
7c2b2417fc21a372,具有时间动态调制功能的可编程记忆晶体管阵列，可实现高效的时间序列数据处理,基于硬件的油藏计算系统有望实现节能的时间序列数据处理。然而，它们在硬件级别上的不可调节时间动态限制了多尺度特征提取和计算能力。在这里，我们提出了一种可编程动态记忆晶体管，具有双功能门堆栈，可实现动态行为的硬件级控制，而无需持续偏置或输入预处理。该忆晶体管集成了用于易失性时间处理的电荷存储层和用于能带结构的非易失性调制的电荷陷阱层，从而实现了弛豫时间常数的 5 倍可调性。通过并行配置具有不同动态的存储器晶体管，我们实现了能够跨多个时间尺度处理信号的广泛存储计算系统。与单个储层基线相比，该架构将多个叠加振荡器预测任务的误差减少了 40 倍，并在预测混沌洛伦兹吸引子方面实现了与软件相当的精度。我们的结果建立了一个紧凑且节能的硬件平台，用于可扩展的宽储层计算实施。
3ca0ff7b6e020bb5,肿瘤-间质相互作用的下游信号传导调节粘液性结直肠腺癌顶端基底极性,粘液性结直肠癌（MUC CRC）转移至多个器官和腹膜，与不良预后相关。播散性 MUC CRC 表现出影响患者预后的传统（顶端向内）或反向（顶端向外）极性。因此，确定如何调节 MUC CRC 极性至关重要。在这里，我们分析了具有顶端向内或顶端向外极性的患者来源的 MUC CRC 异种移植物。单细胞分析表明 α2β1-整合素是这些模型中关键的胶原蛋白结合受体。胶原蛋白 - α2β1 - 整合素相互作用激活 Src 并上调 SorLA（一种内体分选受体）。 SorLA 通过促进整合素回收和 HER2/HER3 表达来支持顶端极性。我们观察到患者样本中的 HER2、HER3 和 SorLA 与心尖呈现组织中较高的 HER2 表达呈正相关。临床相关的 HER2/HER3 靶向抗体可恢复肿瘤球极性，并阻止胶原蛋白重塑和与小鼠腹膜的粘附。该 SorLA-整合素-HER2/HER3 轴可以代表 MUC CRC 患者分层方法，并且与具有顶端外表型的其他癌症相关。
0d378d59086f7e9e,脑萎缩、白质高信号和认知的联合轨迹量化大脑维护,大脑维护——与认知表现相关的大脑结构或功能的保存——仍然难以量化。在这里，我们提出了一个领域通用的大脑维护指数，该指数是通过对衰老相关萎缩（通过内侧颞叶与心室比率，MTLV比率）、白质高信号（WMH）和使用潜在生长曲线建模的临床前阿尔茨海默氏症认知复合物（PACC5）评估的整体认知的纵向共同进化进行联合建模而得出的。我们在 DELCODE 队列中的 543 名认知未受损的老年人中展示了它的实用性，并在四年内每年进行一次跟踪。我们发现 MTLV 比率和 WMH 的变化可以相加地预测认知变化。我们进一步表明，较高的神经质、抑郁症状、较低的开放性和较快的生物衰老与不利的特定领域轨迹和较差的大脑维护有关。我们的研究结果强调了 WMH 和衰老相关萎缩动力学对大脑维护的综合相关性。保持脑血管和心理健康以及认知参与可以促进大脑维护，延缓认知能力下降和痴呆。
17b6edaa880b0fed,metilene3：通过自动分类识别多种条件下的 DMR,DNA 甲基化是许多物种的关键表观遗传标记，识别差异甲基化区域 (DMR) 对于了解基因组调控至关重要。大多数现有的 DMR 检测方法需要预定义的样本条件，限制了新的表观遗传模式的发现，特别是当群体身份未知或不确定时，这在临床环境中很常见。此外，只有极少数方法可以跨多种条件进行比较。为了解决这一重大差距，我们提出了 metilene3，这是一种快速、多条件 DMR 检测的方法，可以在监督和无监督模式下运行，使用用户提供的标签或自动聚类未标记的样本。通过基于多个成对甲基化差异信号对基因组进行分段，metilene3 能够实现样本分类和表观遗传关系的 DMR 锚定推断。使用模拟和多样化的人类数据集，我们表明 metilene3 可以准确检测 DMR，稳健地对样本进行聚类，并具有揭示新的调控元件和样本分层的潜力。具体来说，在胰腺组织数据集中，metilene3 识别出富含参与胰腺癌发展的关键转录因子的 DMR，暗示 NFKB-NFAT 调控程序发生了改变。 metilene3 共同提供了一个快速、可解释的框架，用于探索异质甲基化组并发现复杂的生物和临床数据集中的表观遗传模式。
24e84144f3ec782e,ZNF689 缺失会损害同源重组，从而使三阴性乳腺癌对 PARP 和 PD-L1 联合抑制敏感,三阴性乳腺癌（TNBC）是乳腺癌中最具侵袭性的亚型，由于缺乏有效的靶向治疗，其特点是预后不良。虽然聚（ADP-核糖）聚合酶（PARP）抑制剂有利于 BRCA1/2 突变的 TNBC，但它们对 BRCA 野生型肿瘤的疗效仍然有限。在这项研究中，我们发现了锌指蛋白 689 (ZNF689) 在调节 TNBC 同源重组 (HR) 修复中的关键作用。我们的研究结果表明，响应 DNA 损伤，ZNF689 被 ATM 磷酸化，并通过 E3 连接酶 SKP2 促进 NBS1 泛素化，从而导致 MRN 复合物的稳定和随后的 ATM 激活，从而促进 HR 修复。 ZNF689 缺失显着增强了 TNBC 对 PARP 抑制剂的敏感性，特别是与紫杉醇联合使用时。此外，PARP 抑制可通过激活 STING 通路上调 ZNF689 缺陷的 TNBC 细胞中的 PD-L1 表达。值得注意的是，ZNF689 缺失增强了 PARP 抑制加抗 PD-L1 免疫疗法的治疗效果。总之，这些发现表明 ZNF689 是 HR 修复的关键调节因子，并为 ZNF689 低 TNBC 患者结合 PARP 抑制和 PD-L1 阻断提供了概念验证。
4bfc85583bf83f5b,快速和慢速时间尺度的视觉学习是由灵长类动物颞下皮层的独特可塑性规则驱动的,我们学习识别大量熟悉的物体，这个过程涉及颞下皮层（IT）活动中与学习相关的变化。发现熟悉性学习机制的一个挑战是，它跨越从几分钟到几天的多个时间尺度，并且伴随着细胞、突触和网络属性的同时变化。我们利用综合实验理论方法，使用两只雄性猕猴在会话内和会话间熟悉度学习期间的 IT 记录来推断潜在的可塑性机制。我们确定了与学习相关的变化的两个时间尺度，从几分钟到几天，与不同的突触和细胞机制一致。在整个会话中，平均反应随着熟悉程度逐渐下降，这与突触可塑性一致。相反，会话内的变化，包括快速响应衰减和自发活动增加，与内在的可塑性机制相一致。赋予从实验中推断出的学习规则的循环网络复制了观察到的学习动态，支持了我们对不同学习机制的假设——长时间尺度上的缓慢的突触可塑性和短时间尺度上的快速的内在可塑性。
7463930621547f8b,利用深度学习模型对顺式调控代码和核小体组织进行位置解释,序列到功能神经网络学习驱动多种类型基因组数据的顺式调控序列规则。解释这些模型以将序列规则与潜在的生物过程联系起来仍然具有挑战性，特别是对于复杂的基因组读数，例如 MNase-seq，它映射核小体占据，但受到实验偏差的混淆。在这里，我们引入了序列归因的成对影响（PISA），它使用归因来组合解码哪些碱基对特定基因组坐标的读数有贡献。 PISA 可视化转录因子基序的影响，检测具有复杂贡献模式的未被发现的基序，并揭示实验偏差。通过了解 MNase-seq 的偏差，PISA 实现了前所未有的核小体预测模型。这些模型允许从头发现核小体定位基序，并通过系统基序扰动揭示 Micro-C 染色质结构域边界的基础。最后，这些模型允许设计具有改变的核小体配置的序列。这些结果表明，PISA 是一种多功能工具，可以扩展我们在基因组数据上训练和解释序列功能神经网络并理解底层顺式调控代码的能力。
c97a387a3923c09e,物种分布对气候变化的生态进化反应,物种海拔变化是对气候变化的有据可查的反应，许多物种向上坡移动以追踪合适的条件。然而，这些变化在方向和速率上都有很大差异，而且这种变化的根本原因尚不清楚。本研究通过分析全球 845 个动植物物种记录中成对的下缘和上缘变化，探讨了海拔变化如何取决于地理区域以及物种的气候生态位、全球流行率和进化历史。我们发现这些驱动因素对分配上限和分配下限有明显的影响。热带物种的下缘向上移动速度比温带物种更快。具有更温暖和更湿润的最佳气候生态位的物种表现出更快的上边缘变化，而那些只有更湿润的气候生态位的物种则表现出更快的下边缘变化。全球流行的物种通过将较快的上缘进步与较慢的下缘收缩相结合，随着气候变化扩大了它们的分布，这可能反映了它们对干燥气候的适应。重要的是，这些生态效应与系统发育效应基本重叠，而系统发育保守主义独立解释了海拔反应变化的显着部分。这些发现凸显了进化历史和生态过程在影响物种气候反应方面的复杂性，并强调了某些物种由于其进化惯性而面临的气候脆弱性。
84d3584e4f66d680,一种基于似然性的尖峰序列重放识别方法,海马体重放（位置细胞的顺序重新激活）与记忆回忆、巩固和规划有关，但传统分析依赖于空间调谐并排除非位置细胞，从而限制了其范围。没有空间模板的基于模型的分析通常依赖于预定义的参数和约束模式定义，这使得它们对参数敏感并且可能存在偏差。为了解决这些限制，我们开发了一种分析方法，根据在主动行为期间观察到的成对发射顺序概率来估计尖峰序列的可能性，而不管它们的行为相关性如何。我们使用模拟、大鼠单单元记录和小鼠钙成像验证了该方法，显示出与传统重放指标的强烈一致性和广泛的适用性。当应用于被动观看自然电影刺激的头部固定小鼠时，该方法在海马体和视觉皮层中检测到显着的重放，证明了其在揭示跨大脑区域和感觉域的结构化重放方面的实用性。
eb49b5fcc563887b,谷氨酸信号是儿童数学和阅读能力的大脑结构组织的基础,儿童数学和阅读能力个体差异背后的神经化学机制仍然很大程度上未知。在这里，我们研究了两个独立儿童群体（N = 991）中神经递质系统如何与支持这些能力的大脑结构组织相关。我们将与学习成绩相关的全脑结构表型映射到包含 19 种神经递质受体和转运蛋白的综合 PET 图谱上。在这两个领域和队列中，NMDA 谷氨酸受体分布显示出与支持学术能力的大脑结构组织最一致的关联（数学的复制贝叶斯因子 >9e4；阅读的复制贝叶斯因子 >4）。 NMDA 受体密度与数学能力的多个功能网络相对应，但在阅读的视觉网络中显示出更多的空间集中关联，表明共享的和特定领域的神经化学机制。多巴胺能、胆碱能、血清素能和 GABA 能系统表现出较弱、不可复制的关联。这些发现将分子神经化学和支持学术技能的宏观大脑结构联系起来，将谷氨酸信号确定为解决学习障碍干预措施的候选目标。
b85f9e1ca6bb185f,前岛叶高伽玛活动的闭环读数可引导基于价值的决策,决策领域长期以来一直试图了解人类选择变异性的起源。变异性的潜在来源在于正在进行的神经活动的自发波动，这可能会影响多个认知领域的行为。在这里，我们开发了一种闭环颅内脑机接口，可检测宽带伽玛活动（BGA，70-150 Hz）的瞬态波动，以触发取决于高或低神经状态的刺激呈现。使用这种方法，我们研究了前岛叶的自发活动如何影响接受/拒绝决策，涉及结合愉快和不愉快成分的多属性提议。前岛叶高 BGA 之前的提议与前岛叶活动的短暂提议后抑制相关，这使得在假设的多属性选择中倾向于接受不愉快的项目以换取愉快的项目。这些发现表明，亚秒内源性神经波动直接调节选择行为，通过强调内在大脑状态在塑造决策可变性中的关键作用，对当前的神经计算模型提出了挑战。
ce5d9e8740dd46e0,BRCA1-A 复合物限制 ATM 缺陷细胞中复制叉逆转依赖性 DNA 修复,共济失调毛细血管扩张突变 (ATM) 激酶缺陷会导致癌症易感性和药物过敏。 BRCA1 相互作用 A 复合物或 XRCC4/连接酶 4 的缺陷会导致 ATM 缺陷细胞对拓扑异构酶 I 或 PARP1 抑制剂产生耐药性。这表明 BRCA1-A 通过非法末端连接对 ATM 突变细胞中的叉损伤剂产生毒性。在这里，我们表明，ATM 抑制会触发 SUMO 和泛素介导的 BRCA1-A 受损叉识别相结合，以限制末端切除并引起拓扑异构酶 I 抑制剂超敏反应。 BRCA1-A 缺陷细胞在受损叉处显示出更高的染色质可及性和核酸酶活性，同时恢复了切除和耐药性。电子显微镜证据表明，ATM 抑制可防止复制叉逆转，而 BRCA1-A 丢失可恢复复制叉逆转，从而生成用于末端切除的底物。这些发现表明，BRCA1-A 强制限制性染色质状态来抑制切除底物的发生，表明叉逆转是 ATM 缺陷细胞化疗反应的关键决定因素。
70395aeede38665f,外源间充质通过间充质到上皮的转变有助于表皮干细胞的形成,皮肤发育是由非神经外胚层上皮和下面的间充质细胞之间的串扰启动的。最近的研究表明，一些间充质细胞有助于受损皮肤角质形成细胞的再生。然而，间充质细胞是否有助于生理正常皮肤中角质形成细胞的形成仍不清楚。在这里，我们利用小鼠皮肤的谱系追踪、单细胞转录组和表观基因组分析表明，滤泡间表皮主要由间充质谱系细胞组成。对小鼠胚胎的进一步谱系追踪和实时成像分析表明，这些间充质谱系表皮祖细胞源自外胚层，并通过胚胎第 8.5 天和第 9.5 天之间的间充质到上皮过渡样过程，形成表面外胚层。我们还建立了人类诱导多能干细胞来源的外胚充质，并证明它能产生表达 p63 的角质形成细胞。这些数据揭示了外间充质对皮肤发育的先前未被认识到的贡献，并为涉及表皮嵌合的皮肤疾病提供了见解。
235ceb230a2fc8c0,心脏代谢特征的大规模多祖先线粒体变异关联分析,"将线粒体 DNA (mtDNA) 与复杂性状联系起来的研究通常受到样本量较小的限制，或者侧重于临床选择的队列中的特定表型。在这里，我们使用来自百万退伍军人计划 (MVP) 的超过 600,000 名参与者的数据，对欧洲 (EUR)、非洲 (AFR)、美洲混血 (AMR) 和东亚 (EAS) 人群的线粒体 DNA (mtDNA) 变异和心脏代谢表型进行多祖先分析。在验证 248 个 mtDNA 位点后，我们在性别和 2 型糖尿病 (T2D) 分层分析中确定了 10 个祖先分层的单变异关联（8 EUR，2 AFR）和 23 个附加信号。标记单倍群 J、D 环 MT228G > A、MT-ND3 MT10398A > G (p.Thr114Ala)、MT-ND5 MT13708G > A (p.Ala458Thr) 和 MT-CYB MT14798T > C (p.Phe18Leu) 的四个变体与欧洲的甲状腺功能减退症相关，并在英国复制生物样本库 (UKBB) 具有一致的效果。在欧洲女性中，MT-RNR1 MT1555A > G 会增加心脏炎和心力衰竭表型的风险，这支持了先前关于母系遗传性心肌病的报道。基于基因的罕见变异测试（次要等位基因频率≤2%）产生 26 个关联（12 EUR、10 AFR、2 AMR、2 EAS），包括与原发性心肌病（女性）和眼球突出（男性）相关的线粒体 tRNA 负荷。 33 个单变异信号中有 23 个映射到内分泌/代谢类别，表明显着富集（Fisher 精确 P = 0.003）。这些结果定义了 mtDNA 对心脏代谢疾病的祖先和背景特定的贡献，其中显着集中在内分泌特征和公害方面。"
527a02ad508eb180,用于高效锂提取的点击聚合多烯胺膜,清洁能源转型推动了全球对锂的需求不断增长，凸显了纳滤 (NF) 和反渗透 (RO) 膜在选择性锂提取中的关键作用。然而，传统的聚酰胺纳滤膜通常由易水解的酰氯制成，其 Li+/Mg2+ 分离效率有限。在这里，我们报道了通过用活化的炔单体取代易水解的酰氯，通过氨基-炔迈克尔加成反应制备多烯胺膜。所得纳滤膜具有带正电荷的表面、窄孔径分布和出色的化学稳定性，实现了 309 的高 Li+/Mg2+ 选择性。同样，通过使用产生减少内腔的胺单体，相同的化学物质还可以提供 NaCl 截留率 > 97% 的 RO 膜。模块规模评估验证了耦合点击聚合纳滤膜和反渗透膜在从盐湖卤水和废锂离子电池中生产电池级 Li2CO3 (> 99.9%) 的潜力。这种多功能点击化学平台为可持续关键资源回收提供了传统聚酰胺的替代品。
7bc3085e6e9b61e7,通过可解释的机器学习进行光电半导体的八面体基序引导设计,卤化物钙钛矿的卓越光电特性源于其金属卤化物八面体。这种联系强调了系统地提取八面体图案中编码的物理规则以引导光电材料的发现的前景。在这里，我们开发了一个以八面体图案为中心、数据驱动的框架，将可解释的机器学习与高通量第一原理计算结合起来，以加速光电半导体的发现。我们构建基于基序的描述符来训练用于热力学稳定性评估的梯度增强回归树模型，在包含约 104 种材料的数据集上实现每个原子 83 meV 的低平均绝对误差。利用该模型加速材料发现，我们确定了 19 种未经探索的热力学稳定半导体，它们具有良好的光电特性。其中Ca2GaCoO5被成功合成并经实验验证表现出很强的可见光光响应。这些结果支持了含八面体半导体的机器学习框架的有效性，并表明其扩展到其他基于基序的材料系列的潜力。
b81aebdb5f8d1a14,用于全面压力传感和人机交互的多尺度人工蜘蛛网,柔性压力传感器是物联网系统中用于监测环境和生理信号的关键组件，但由于缺乏平衡传感性能和鲁棒性的复杂结构设计，同时实现高灵敏度、快速响应时间和高机械耐用性仍然具有挑战性。在这里，我们展示了通过铜网辅助静电纺丝可生物降解的聚乳酸制造的多尺度人造蜘蛛网（MASW），形成纳米纤维网络，有效传递应力，同时增强机械稳定性。由此产生的压力传感器同时表现出 39.85 [kPa]−1 的高灵敏度、42 ms 的快速响应和超过 6000 个加载周期的高耐用性，从而能够对多种生理信号（包括脉搏、呼吸和发声）进行可靠且多功能的神经网络辅助实时监测。此外，利用精确的关节运动信号采集，开发了人机交互系统，该系统在帕金森病的精细运动康复中具有潜在的应用，这表明可持续医疗保健和物联网系统的前景广阔。
66efddb42c288e38,古代羽流强化岩石圈调节当今地壳流体迁移和变形,了解古代地幔柱残留物如何改变岩石圈结构并影响构造变形仍然具有挑战性，特别是在玄武岩未暴露在地表的地幔柱外围区域。在这里，我们展示了中国二叠纪峨眉山大型火成岩省外区华蓥山断层的大地电磁成像。电阻率模型揭示了断层下方垂直广泛的高电阻率结构，与高地震速度和高密度相一致，并且最一致地解释为来自峨眉山地幔柱的地幔玄武岩熔体的结晶产物。我们使用上地幔尺度的地球动力学模拟来研究羽流驱动的熔化和羽流衍生的物质如何与岩石圈异质性相互作用。虽然这些模型没有明确模拟小规模熔体提取或地壳侵位，但它们表明预先存在的岩石圈异质性可以塑造羽流衍生材料的横向重新分布。我们推断，在断层带内原位结晶的残余羽流材料形成了低渗透性、机械强度高的岩石圈屏障，可能会阻碍或改变地壳流体的迁移方向。这种羽流强化的岩石圈可能会促进其西北侧的应力局部化，那里是当今地震优先聚集的地方。总之，这些结果表明，羽流改变的岩石圈可以保留调节地壳流体迁移和大陆变形的长期结构印记。
087973ed5ba6cf19,莫尔平带超导体中的电场可调耦合强度和量子度量热点,交替扭曲的多层石墨烯呈现出一种引人注目的多带系统，狄拉克带和平带共存，用于探索超导性。然而，平带和狄拉克带在确定超导性中所起的作用仍然难以捉摸。在这里，我们重点关注交替扭曲的四层石墨烯，以揭示非常规的超导行为。我们解开了狄拉克能带和平带，揭示了库仑相互作用引起的能带展宽效应。我们进一步量化了临界温度和相干长度的电场相关演化，并通过临界电流测量来估计平带费米速度和超流体刚度。我们的结果证明了超导相内的电场可调耦合强度，揭示了费米速度消失和大超流体刚度的非常规特性。结合我们的理论分析，这些观察结果支持这样一种观点：平带和类狄拉克带之间的位移场驱动的杂化增强了对超导性的量子度量贡献，为莫尔系统中的多带平带超导性提供了新的见解。
