stable_id,title_zh,abstract_zh
3ddb6e88c00f4483,DNA 纳米级 Jitterbug 变压器,许多病毒已经进化出非常复杂的多面体外壳，能够响应外部刺激而进行对称变换，从而启动有效负载的释放。到目前为止，这种可展开的拉胀纳米结构在合成领域尚不可用。在这里，我们提出了一种由 DNA 折纸结构实现的纳米级 Jitterbug 变压器，它可以根据化学和光学信号重新配置其构象，同时保持泊松比为 -1。通过将机械设计原理与分子动力学模拟相结合，我们设计了 DNA Jitterbug，形成一个紧凑的八面体，它可以存储弹性能量，并通过释放弹性能量自发地转变为扩展的立方八面体。 DNA 转化子被证明与病毒类似，可以在脂质膜上创建纳米孔并调节有效负载释放到囊泡中。这项工作将可编程 DNA 自组装与自由能引导的机械设计相结合，为具有合成细胞器和刺激响应纳米器件潜力的自适应纳米材料提供了一条途径。
06d1030894e6ff31,原子精确催化剂设计实现高效废塑料氢解,废塑料的氢解提供了一条将其转化为燃料、轻质烯烃和芳烃 (BTX) 的有前途的途径。尽管进行了广泛的研究，合理的催化剂设计和工艺优化仍然具有挑战性。尽管传统催化剂（均相催化剂、纳米颗粒催化剂、块状催化剂）通过界面和整体效应推动了进展，但这些系统的活性和稳定性最终源于原子尺度的基本步骤，推动了向原子精确活性位点设计的转变。本视角强调了原子活性中心和关键机械因素，并强调了原子精确催化剂的技术经济和生命周期分析的重要性，为设计高效氢解系统提供了指导。
778f95dcafadd013,考虑间歇性停车模式的以用户为中心的电动汽车充放电非近视优化,
5535c600ed7412b1,撒哈拉以南非洲的包容性电气化：成本与平等的权衡,
137b00dc1a989321,实现中国页岩气目标：通过系统动力学模型解决生产赤字的政策协同效应,
4b6e6160731e5980,用于稳定钙钛矿的铟基八面体配位 Pb-I 末端,"卤化物钙钛矿的降解始于表面/界面，其中缺陷积累破坏了八面体的连通性并引发结构崩溃。在此，我们设计了一种基于铟的八面体图案，即具有无序八面体的(PMA)4InCl7 (PIC) (PMA=苯甲基铵)和具有有序八面体框架的(PMA)4NaInCl8 (PNIC)，作为在表面/界面处结合Pb-I末端的强大配位剂。与孤立的 PIC 簇不同，PNIC 在 Pb-I 末端形成相干无机框架，通过 In(Na)-Cl 和 Pb-I 单元之间的八面体级耦合实现与 3D 钙钛矿的相干界面耦合。这种刚性八面体耦合将甲脒阳离子和 Pb-I 八面体固定在表面/界面，抑制结构自由度。此外，这种耦合有助于缓解界面结构缺陷，同时建立有利的能带排列，共同控制增强的载流子传输动力学。结果，所得钙钛矿太阳能电池的效率为 27.29%（认证为 26.84%），而微型组件则达到 24%（认证为 23.54%）。此外，这些器件表现出显着的运行稳定性，在 3,000 小时的最大功率点跟踪后仍保持 98% 以上的初始效率。"
a5673c489fc68d56,基于特征增强和结构感知聚类的自适应条件触发双模态图网络光伏功率预测,
6d20be901e4e3bed,深入了解 α 相变到 δ 相变并通过调节 δ 相取向稳定 α 相 FAPbI3,"甲脒基钙钛矿的结构不稳定性主要源于自发的α-δ相变。尽管已经提出了各种抑制策略，但由于对控制这种相变的物理机制的不完全理解，开发明确的解决方案仍然具有挑战性。这项工作揭示了钙钛矿α相（011）和δ相（110）平面之间具有拉伸应变的共格界面充当α到δ相变的活性位点。基于这一见解，二维类钙钛矿材料被引入钙钛矿基体中，它与 δ 相 (110) 平面强烈相互作用，形成 2D/δ 界面。大的界面应变破坏了δ相的取向，抑制了α/δ过渡界面的形成，从而增强了α相的稳定性。这种策略使基于 FA 的钙钛矿太阳能电池的效率达到 25.61%，未封装的器件在 70% 相对湿度下运行 1,000 小时后仍能保持 90% 的初始效率。这项工作提供了稳定 FA 钙钛矿的机理理解和普遍适用的策略。"
3b85d4e1a0d45226,印度中长期电力需求预测——纳入电动汽车充电和空间冷却影响,
94e815ef34cd13b0,用于规划综合能源系统能源管理的知识嵌入强化学习框架,
2086a256dd817a16,通过具有预测驾驶员模型的自适应驾驶性能地图，为人类驱动的电动汽车实现节能生态驾驶,
9bb884702022a93b,自上新世早期以来，南极西部冰盖不断推进,目前对阿蒙森海（西南极冰盖（WAIS）最脆弱的部分）过去冰动态的了解仍然不完整，这阻碍了未来的预测。在这里，国际海洋发现计划站点 U1532 大陆隆起的沉积物表明，冰盖动力学强烈影响碎屑磁性矿物的供应。约 4.1-3.8 Ma 期间的最小磁铁矿浓度反映了阿蒙森海区自约 4.33 Ma 以来的最小 WAIS 范围。自约 4.1 Ma 以来，WAIS 扩张与长期全球变冷密切相关。大约 3.2 Ma 后，细粒磁铁矿的升高表明思韦茨冰川流域的沉积物贡献持续增加。大约 3.2 Ma 时冰盖的突然扩张可能反映了气候阈值的跨越，引发了冰盖发展的质变。大约 0.9 Ma 后 WAIS 主要增长的停止与长期稳定的二氧化碳水平和海洋温度一致。总的来说，这些结果强调了阿蒙森海区域对全球气候强迫的高度敏感性。
8c44c1f738a94759,美国墨西哥湾沿岸炼油厂利用核能和化石能源固碳的技术经济和环境比较分析,
83835748efdaf1b8,制冷剂循环建模如何对城区集中供热系统与分散供热系统进行技术经济分析,
41c002072de59ff9,优化电气化石灰石烧粘土水泥生产的市场招标和能源管理,
c289c9b14e602ffb,基于机器学习的船上热、电和燃料负载预测，用于海事决策支持,
c35bb0142365b5d7,南方国家的化石锁定、资源依赖和能源转型政策,
bc16183efa50ea71,用于波浪能转换器部署的电网信息多标准技术经济优化框架,
6deeb0773e6d78b7,使用基于 GIS 的适宜性测绘、XAI 驱动的机器学习和网络约束物流对沼气厂选址进行多目标优化,
596634c20d8646de,圆柱形锂离子电池侧壁破裂引起的热失控传播综合分析,
06568d0e46fd4cd0,协同负荷调节的灵活性共享：机制与解决方案,
059607179d56b16f,不确定性下工业能源系统生产网络与共享储能系统协同优化,
58db275960f342ec,高可再生能源渗透率下现实世界输电网络的电网规模储能的高分辨率选址和规模调整：两阶段元启发式方法,
b9f34e5920ddcea9,水光光伏捆绑运行条件下多年调节水库年末水位控制策略研究,
7c25e0f7fd91f33e,不确定性下绿色数据中心的能源感知作业调度：结构压缩频谱风险控制方法,
663ef3e3bdec32b1,现代电气化电网中非凸能源系统优化的混合神经模糊深度强化学习框架,
554336b3823deca9,电力系统弹性储能综述：功能、指标和应用,
738135cfd875f54a,能源和电力系统中的数字孪生：架构、应用程序、支持工具和公用事业规模实施的可行路线图,
4e43f60dc52e5f7d,LICA：实时定价下家庭用电调度的多智能体框架,
399ee0720e362c4b,丝基蛋白 Corona 增强 mRNA-LNP 疫苗功效并预防肿瘤复发,"摘要
                  脂质纳米颗粒（LNP）是经过临床验证的核酸治疗载体；然而，实现对肝、肺和脾以外的网状内皮器官的靶向递送仍然是一个重大挑战。在这里，我们介绍了一种使用阳离子丝素蛋白（SF）（一种生物相容性且化学可调的蛋白质聚合物）在 mRNA-LNP 上进行定制蛋白质冠的后制造工程的策略。与未修饰的 LNP 相比，SF 包被的 LNP 表现出增强的细胞摄取和内体逃逸，导致淋巴结递送增加 3.6 倍，体内蛋白质表达延长 2.5 倍。在癌症疫苗模型中，SF-LNP 显着改善树突状细胞成熟、抗原交叉呈递和细胞毒性 T 细胞激活，从而对肿瘤生长和转移提供强有力的保护，并产生持久的免疫记忆。这项工作扩大了 LNP 的配方空间，并将丝素蛋白建立为模块化表面工程工具，用于增强基于 mRNA 的治疗的功效和特异性。"
91d3b7d8b84dd144,用于多维安全通信的相变可重构太赫兹元器件的深度学习逆向设计,"摘要
                  
                    下一代 6G 网络中数据交换和网络威胁呈指数级增长，要求通信系统在物理层具有本质安全性。太赫兹（THz）波将巨大的带宽与强方向性相结合，为高容量和隐蔽的数据传输提供了肥沃的平台。在这里，我们介绍了一种支持深度学习的逆向设计框架，该框架能够创建能够自适应多维加密的动态可重构太赫兹元设备。通过使用经过训练的残差神经网络，将目标电磁响应直接映射到连续材料相变的设备几何形状，我们的方法消除了传统的迭代设计瓶颈，并能够快速、高精度地生成通用元架构。由此产生的器件表现出对Ge的偏振、深度和相变的多重控制
                    2
                    锑
                    2
                    碲
                    5
                    （GST），实现八通道加密全息术，具有最小的串扰和近衍射极限的保真度。此外，我们实现了一种可重新配置的衍射太赫兹神经元设备，它在双密钥安全协议下执行通用逻辑运算，需要物理硬件和数字密钥序列才能准确解密。智能设计自动化和物理层加密的结合为安全、高容量和自适应太赫兹通信建立了新的范例"
a4e499975ab93716,弱微相分离多尺度结构诱导脂环族聚醚-b-酰胺共聚物具有高光学透明度,"摘要
                  开发将卓越的光学和机械性能与强大的使用稳定性相结合的透明材料仍然是一个重大挑战。在此，通过将双(4-氨基环己基)甲烷(PACM)引入到硬链段(HS)中以抑制结晶，并结合低分子量聚(四亚甲基醚二醇)(PTMEG)作为软链段(SS)以增强链段相容性，合成了无定形脂环族聚(醚-b-酰胺)(PEBA)共聚物。这种分子设计导致弱微相分离结构，纳米微域之间具有扩散的边界。这种“界面擦除”策略产生了一种热压薄膜，其具有以混溶为主的形态，相区域范围为 50 至 100 nm，明显小于可见光波长。有限元分析 (FEA) 模拟进一步证明，这些小相区域与充当折射率 (RI) 缓冲剂的混溶相共同减少了离轴散射，实现了出色的光学清晰度（91.1% 透射率，5.80% 雾度）。该材料还表现出强大的机械性能（>30 MPa、>1000% 伸长率）、低温抗冲击性、使用可靠性、耐溶剂性和阻尼性能。通过整合多尺度表征和理论建模，这项工作为透明高性能弹性体提供了一种简单而有效的分子设计策略和多尺度机理见解，有望作为透明保护层的应用。"
80c1081cb0bcec5e,构建耦合离子电子路径以实现固态锂氧电池中的高效氧化学,"摘要
                  
                    固态锂氧电池（SSLOB）因其本质安全性和超高理论能量密度而成为理想的储能系统。然而，固态空气阴极缓慢的氧氧化还原动力学严重阻碍了实际实施，同时实现快速离子/电子传输和高催化活性仍然是一个艰巨的挑战。在这里，我们展示了一种在整体混合离子电子催化剂（MMIEC）阴极内构建耦合离子电子路径的策略。使用钴酸锂
                    2
                    （LCO）作为模型系统，通过超快热集成过程与固体电解质建立无缝界面，为锂和锂离子电池创建连续的渗滤网络。
                    +
                    和电子。这些耦合途径确保电化学界面上的电荷传输不受阻碍，同时表面富集的 Co
                    3+
                    /钴
                    4+
                    氧化还原对充当本质活性催化中心。这种结构通过加速 Li2O 介导氧氧化还原反应
                    2
                    *
                    放电过程中形成并促进Li的可逆分解
                    2
                    氧
                    2
                    充电时。因此，基于 MMIEC 的 SSLOB 具有 12970 mAh g 的超高放电容量
                    −1
                    , 马"
09be2fc5a7e4e206,实现先进性能：非传统可充电锌空气电池的进展与前景,"摘要
                  可充电锌空气电池（R-ZAB）已成为下一代能源技术的典型代表，由于其固有的安全性、高能量密度和可持续的材料供应，在可再生能源存储、电动汽车和电子设备中的应用极具吸引力。尽管如此，传统 R-ZAB 的商业化仍受到循环寿命不足、过电位过高和倍率性能不佳等限制的阻碍。本综述概述了克服这些障碍的最新创新策略，重点关注成本效益和性能驱动的设计。首先分析传统 R-ZAB 的基本限制。随后，我们系统地分类和评估了八种不同类型的新兴 R-ZAB 配置，包括准固态、中性、不对称酸/碱、金属杂化、小分子杂化、海水基、光辅助和双阴极 R-ZAB，强调了旨在实现卓越功能的电池结构和材料成分的设计创新。具体案例研究说明了结构设计和电化学性能之间的关键联系，以及优化电解质和空气阴极催化剂的基本原理。最后，我们提供了 R-ZAB 的前瞻性视角，确定了关键研究方向，以弥合实验室成果和可行的市场应用之间的差距。本综述旨在揭示 R-ZAB 进步的有趣潜力，并指导对高性能的追求"
eeba6898e4b3448f,具有太赫兹手性光学活性和手性-等离子体-手性-声子共振的手性微针阵列,"摘要
                  
                    微针阵列（MNA）是一种快速新兴的技术，在药物输送和生物传感方面具有广泛的生物医学应用。 MNA 具有亚毫米尺寸和周期性，其几何形状几乎非常适合在太赫兹 (THz) 光谱窗口内运行的生物医学设备。由于手性对于沉积药物和周围组织的功能至关重要，因此在 MNA 内实现手性光学共振可以为基于微针的技术赋予新的功能。然而，制造手性 MNA 的方法在很大程度上仍是未知的，其重要性在很大程度上仍未得到认识。在这里，我们提出了一种手性微针阵列（ARCHIM）的途径，该阵列在太赫兹范围内表现出强烈且可预测的手性光学共振。这些手性等离子微针是通过两个连续的金层的掠射角沉积来制备的。每根针上带有薄的非中心对称帽的 ARCHIM 表现出强手性等离子体模式，其特征是明显的太赫兹圆二色性 (TCD) 频带和高达 5 度的偏振旋转。为了模拟手性药物和生物制剂，我们在 ARCHIM 上涂覆了
                    L
                    ‐ 和
                    D
                    ‐胱氨酸晶体。我们发现生物晶体中的手性声子与微针中的手性等离子体共振；它们的耦合会引起 TCD 光谱中用手习惯相关的变化。使用修正的时间耦合模式理论定量描述了这种光子效应，该理论结合了偏振相关的理论"
794c344daee19108,聚合表面钝化用于稳定高效的倒置钙钛矿太阳能电池,"摘要
                  表面钝化在钙钛矿太阳能电池（PSC）功率转换效率（PCE）的快速提高中发挥了重要作用。然而，传统的钝化策略主要依赖于铵基配体等小分子，这些小分子在光照和热应力下容易发生去质子化，导致器件稳定性受损。在这里，我们报道了一种可聚合表面钝化材料，乙烯基膦酸（VPA）。乙烯基能够进行原位聚合，而磷酸基团则钝化不配位的金属缺陷。理论和实验结果均证实，聚合 VPA (PVPA) 形成比传统有机铵基小分子更坚固、更稳定的钝化层。因此，我们的 PCE 为 26.54%（认证为 26.24%）。得益于更稳定的聚合钝化层，我们的器件表现出卓越的运行耐久性，在连续 1 太阳光照下以最大功率点运行 1600 小时后，仍保留了 90% 以上的初始 PCE。这种方法提供了一种有前途的钝化层策略，以提高钙钛矿太阳能电池的稳定性和效率。"
cbcc24ab0e982037,基于超分辨率超声的聚合物纳米气泡细胞追踪,"摘要
                  追踪体内移植细胞的命运仍然是基于细胞的疗法的开发和监测的主要挑战。在这里，我们报告了一种基于纳米气泡（NB）的声学标记策略，该策略使超声定位显微镜（ULM）能够以单细胞规模的灵敏度和超分辨率空间精度跟踪肿瘤中的移植细胞。我们开发了稳定的、生物相容性的聚（氰基丙烯酸丁酯）NB，它可以被细胞有效内化并产生强烈的细胞内超声信号。此外，ULM 可以实时可视化单个细胞、它们的定位以及流模型和小鼠乳腺癌中的轨迹重建。在后者中，动脉内注射后在体内追踪了 NB 标记的骨髓来源的单核细胞，而未标记的细胞仍然检测不到。通过将细胞轨迹与基于微泡的超分辨率血管图相结合，我们的方法可以识别输送细胞的血管。这种临床兼容的成像策略将 ULM 的应用扩展到血管绘图之外，并为基于细胞的治疗提供高分辨率、动态监测的平台。"
33efb434710cb926,不凝气体对太阳能驱动蒸发的影响,"摘要
                  
                    太阳能驱动的界面蒸发（SDIE）通过利用光热传导将热能限制在水蒸气界面，已成为可持续清洁水收集、废水处理和资源回收的一种有前景的方法。尽管产水量超过 5.0 L.m
                    −2
                    .h
                    −1
                    尽管光热材料和设备架构的重大进步使这些技术成为可能，但不凝性气体（NCG）的积累仍然阻碍着实际部署。 NCG 源自溶解的空气、有机分解和生物活动，在液-气界面处汇聚，形成传质屏障，抑制蒸气扩散并导致冷凝室内部起雾。这种现象不仅会抑制产水量，还会损害光学透明度和长期系统稳定性。在这篇综述中，我们讨论了 NCG 积累的来源、传输机制以及对蒸发效率、冷凝动力学和水质的影响。我们总结了减轻 NCG 引起的雾化的最新策略，包括室设计优化、气体净化技术、膜辅助分离和催化分解。此外，我们强调了在操作条件下量化 NCG 浓度方面的知识差距，并提出了评估防雾性能的标准化测试方案。最后，我们概述了未来的研究方向"
bfca2d560009d0e3,氮还原反应中仿生催化剂的机器学习加速计算设计,"摘要
                  
                    开发将氮转化为氨的高效催化剂对于能源密集型哈伯-博世工艺的可持续替代至关重要。然而，合理的催化剂设计仍然极具挑战性，而且现实条件下复杂的结构-功能关系更加复杂。在此，我们提出了一个集成的计算框架，将量子化学计算与 27 个机器学习模型相结合，以预测金属-配体配合物中的实验催化指标。这些模型在大型实验数据库上进行了训练和验证，并在多个任务中表现出较高的预测准确性。对于分类，系列 1 和系列 2 催化剂的测试精度高达 1。 回归模型产量测试
                    右
                    2
                    在家族 1 中，周转频率 (TOF) 和周转数 (TON) 预测的值为 0.91 和 0.88，在家族 2 中为 0.96 和 0.99。值得注意的是，这些模型准确地捕获了新复合物的 TOF 和 TON 的时间依赖性变异性，预测值与实验结果非常匹配。此外，对于结构不同的协调架构，观察到强大的迁移学习能力。特征解释揭示了最佳催化剂的清晰设计原则，涉及金属自旋状态、配体几何形状、电荷分布和实验条件。总之，这项研究为现实条件下高性能催化剂的发现和逆向设计建立了一个高效实用的框架"
e70785fcd139c4aa,从归因和后果角度对家禽垫料热化学转化途径进行能源和环境可持续性评估,
f4796a50ebfd5b15,光伏不确定性下可靠的净零微电网的统一鲁棒随机调度,
6445328682dda587,基于元扩散模型的极不平衡场景下HVAC系统新故障类别数据的自适应增强框架,
ed048b987cca393f,用于非侵入式负载监控的卷积神经网络：关键分析和未来方向,
cdede9da113ade3e,电化学储能系统结构化风险评估：集成一致性增强FAHP和复杂耦合关系网络,
7933da7dbf6c80c5,货币社会互惠对中国农村家庭能源贫困减少的积极作用,
72fb74f79a6846d6,中美贸易战是否会加剧能源贫困？来自中国家庭的证据,
2b44b45817644783,超越普遍决策者：能源系统脱碳和减少能源贫困的创新政策,
983ecafadfd3f4a6,经济和能源政策不确定性下的能源贫困与财富,
3e66befb620685b5,分阶段排放交易计划下碳减排技术的分阶段投资：实物期权分析,
ada0328995e68679,寒冷气候下泡沫浮动光伏系统的设计和热能性能分析：加拿大7 kW浮动光伏发电系统的实验结果,
99518a836826ba30,通过可解释、轻量级且稳健的电化学相变预测和控制架构，预测和控制退役 LFP 电池放电预处理中的镀铜,
4bb0ffc5279078da,量化需求侧管理在构建能源灵活性中的作用：来自 EPBD 框架下智能就绪指标评估的证据,
56798f917cce1586,考虑频率储备市场中生产调度和电解槽灵活性的氢加热钢厂部门耦合联合优化,
bc35d46f945a980e,热压对 PEM 燃料电池超声波喷涂膜电极的 Pt 负载依赖性影响,
9d32c8dee2b42df4,解码质子陶瓷膜：用于快速材料选择和电池设计的代数模型,
8f8481999cf80dae,耦合电力和交通网络的弹性定价驱动协调：学习增强的混合整数重构方法,
3b8cbf114a7a3b64,中美紧张局势阴影下的能源通胀：能源转型是通向稳定的途径吗？,
c39519b57a2ff0ab,调节层间化学键异质性以实现电子声子解耦：释放层状 CuCrTi2Se6 的高热电性能,"摘要
                  
                    层状铜铬钛合金
                    2
                    硒
                    6
                    是一种结构定制的过渡金属二硫属化物（TMD）衍生物，表现出本质上较低的晶格热导率，但由于层间电子耦合较弱而受到较差的载流子迁移率的限制。在这里，我们通过电荷平衡的“一铬替代三铜”策略来调节层间键合异质性以形成（Cu
                    1-3
                    
                      x
                    
                    铬
                    
                      x
                    
                    )铬钛
                    2
                    硒
                    6
                    ，实现电子声子解耦。结构表征和密度泛函理论计算证实Cr掺入层间八面体位点，从而产生两种协同效应：（i）用更多的共价Cr─Se键取代离子层间Cu─Se键，有利于快速层间电荷转移，并将载流子迁移率提高约60％，而不改变电子能带结构； (ii) 非等原子 Cr/Cu 取代引起的层间原子密度降低削弱了层间机械耦合，剪切模量和横向声速受到抑制就证明了这一点。当与 Cr/Cu 点缺陷的声子散射相结合时，这种协同效应可将室温晶格热导率降低 22%。优化后的（铜
                    0.79"
813ab10cf7960022,具有界面质子缓冲的磷酸盐缓冲合成 SnO2 纳米粒子用于高性能和稳定的钙钛矿太阳能电池,"摘要
                  
                    电子传输层（ETL）对于钙钛矿太阳能电池（PSC）的性能和稳定性至关重要。氧化亚锡
                    2
                    纳米颗粒广泛用作 n-i-p PSC 中的 ETL，通常表现出由于不可控的团聚和界面质量受损而导致的性能限制，这反过来又加速了钙钛矿的降解。在本研究中，我们提出了 SnO 的磷酸盐缓冲合成策略
                    2
                    纳米颗粒，可在合成过程和钙钛矿/SnO 中实现有效的质子缓冲
                    2
                    界面。通过调节 SnO 过程中质子的积累
                    2
                    纳米颗粒的形成，磷酸盐缓冲液同时增强了SnO的胶体分散稳定性
                    2
                    并在 SnO 处引入配位磷酸盐物种
                    2
                    PSC 中的/钙钛矿界面。该磷酸盐界面有效稳定 FA
                    +
                    阳离子并抑制去质子化引起的界面降解。含有磷酸盐缓冲液合成 SnO 的装置
                    2
                    峰值功率转换效率 (PCE) 为 26.1%，并表现出卓越的运行稳定性，在连续光照 1000 小时后仍能保持超过 85% 的初始效率。同时，大型PSC模块（65cm"
