stable_id,title_zh,abstract_zh
2c166bdb913d0506,不同未来下的规划替代方案：将变革性场景设计与自下而上的建模和分配影响评估联系起来，以量化电力负担能力的不平等,
515c520fa0aebbca,亚keV能量体系中的增强核聚变,核聚变需要克服或穿越数百千电子伏的排斥库仑势垒，使得亚keV能量下聚变的可能性变得非常小。然而在凝聚态物质中，反应核的电子和结构环境可以极大地改变聚变速率。在这里，我们证明金属箔内的氘-氘聚变表现出低于 2 keV 的明显反应产率平台（即有限的、非消失的产率下限），与低能量下预期的指数抑制形成鲜明对比。在测量的最低能量下，这对应于相对于裸核（未筛选）预期增加超过 10^8 的聚变产量。使用将电化学氘负载与低能离子束轰击相结合的双室平台，我们在钯氢化物和钛氢化物中观察到了这种行为。这些结果揭示了固体中以前未被认识的低能核反应机制，证明材料自由度可以从根本上重新规范隧道概率和聚变截面。
2ea1a3b731796dc3,受 Raphia hookeri 种子启发的弱各向异性纳米复合材料,受珍珠母、骨骼和牙齿等启发的复合材料，由于其结构单元的高纵横比，往往表现出各向异性的机械性能，导致在特定载荷条件下突然失效。制备具有弱各向异性力学性能的纳米复合材料仍然是一个巨大的挑战。在此，我们发现了Raphia hookeri种子的独特结构，在多个方向上具有弱的各向异性抗裂性。卓越的机械性能源于其紧密结合的等径孔和互锁凹坑。受Raphia hookeri种子的启发，我们通过组装带凹坑的层状聚甲基丙烯酸甲酯-石墨烯微球，然后与聚甲基丙烯酸甲酯交织以模仿基本的分层结构，展示了一种人造Raphia hookeri种子纳米复合材料。人工Raphia hookeri种子在所有裂纹方向上都表现出有效的增韧性能，断裂韧性高达4.84 MPa m1/2，比韧度为4.28 MPa m1/2/(Mg m−3)，高于天然Raphia hookeri种子和先前制备的弱各向异性聚合物纳米复合材料。凹坑的最佳分布和微球之间增强的界面相互作用有效地抑制了裂纹扩展，从而使人造 Raphia hookeri 种子在各个方向上都具有优异的韧性。这种坑式颗粒微球结构为制造高性能弱各向异性纳米复合材料提供了途径。
ece61dcc328056b7,用于概率净负荷预测的增强条件扩散模型,
130d943253bebaf2,由物理信息气象数据驱动的集成热电联产的风险感知阻力增强,
58e14bbef24170d3,表观基因组修饰定义染色质状态以调节游离 DNA 片段组学,血浆游离 DNA (cfDNA) 片段组学提供了有前景的癌症生物标志物，但其分子调控仍然难以捉摸。在这里，我们研究了表观基因组修饰在 cfDNA 片段化中的作用。我们发现 cfDNA 片段组特征与 cfDNA 中测量的各种表观遗传标记之间存在很强的相关性。我们使用组蛋白修饰信号进一步将基因组分割成不同的染色质状态，揭示了与 cfDNA 片段组学的一致关联。这种关联通过组蛋白修饰物扰动实验得到进一步验证，证实染色质组织是 cfDNA 片段化的关键调节因子。在癌症诊断中，与转座子元件 (TE) 相关的 CfDNA 片段组特征优于全基因组指标，反映了癌症类型特异性模式。利用这些见解，我们开发了 TEANA（cfDNA 中的转座子元素分析），这是一种人工智能驱动的模型，使用一小组 TE 片段组学特征进行泛癌检测和肿瘤起源预测，在独立队列中实现了稳健的性能。因此，染色质状态驱动 cfDNA 碎片，而失调的 TE 为癌症诊断提供信息丰富的生物标志物。
96b29d14ad174a22,趋同的基因组轨迹塑造了跨动物谱系对陆地生活的适应,动物如何反复适应陆地生活是进化生物学的核心问题。虽然陆化在动物门中独立发生，但目前尚不清楚这些转变是否存在共同的基因组机制。在这里，我们结合了大规模比较基因组学、机器学习和多组学数据，包括来自与 17 个物种的陆地环境挑战相关的应激实验的蛋白质组学和转录组学，以研究动物陆地适应的基因组基础。基因共表达网络揭示，与压力相关的基因在很大程度上是谱系特异性的，但通过早于陆地化事件的基因家族的共同选择而在功能上趋同。系统基因组学和机器学习分析支持早期进化基因的主导作用，这些基因富含与压力相关的功能，并且在陆地化节点上基因损失高于获得。我们的研究结果支持谱系特异性基因组变化模型，涉及在独立过渡到陆地生命期间在功能水平上聚合的大部分保守基因。
7fd066f6f97b83b3,化疗引起的衰老促进基质硬度和抗氧化适应，从而促进胰腺导管腺癌的化疗耐药性,胰腺导管腺癌（PDAC）的化疗耐药部分是由病理性基质重塑驱动的，但其潜在机制仍知之甚少。在这里，我们发现吉西他滨治疗诱导肿瘤细胞衰老，并通过衰老相关的分泌表型激活癌症相关的成纤维细胞，导致进行性纤维化基质硬化。这种生物力学重编程涉及机械敏感离子通道 Piezo1，触发代谢重新布线，使 BRG1 阳性肿瘤细胞越来越依赖 NRF2 介导的抗氧化防御。 Piezo1 信号传导促进 NRF2 核易位及其与 BRG1 的染色质重塑合作，从而上调 SLC7A11 依赖性抗氧化程序并抑制铁死亡。值得注意的是，抗衰老剂 ABT-263 与铁死亡诱导剂 Erastin 的组合可有效消除 BRG1-NRF2 驱动的吉西他滨耐药性，减轻基质纤维化，增强 T 细胞浸润，并抑制体内肿瘤生长。这种衰老-铁死亡方法利用了化疗老化的 PDAC 的代谢脆弱性，并为基质靶向联合疗法提供了机制原理。
b295a2189f5e1ce2,工艺集成工程静息细胞，用于从单一甲醇分子生物催化生产稀有天然糖,将绿色甲醇（一种有前途的原料）生物催化转化为高附加值产品被视为建立可持续生物制造的一种有吸引力的方式。尽管天然和工程微生物可以利用甲醇，但在生长细胞中有效地将 C1 碳转化为有价值的化学物质仍然具有挑战性，因为非天然途径通常受到低碳利用和有限的催化稳定性的影响。在这里，我们报告了将工程酶级联整合到静息细胞中，并与筛选的醇氧化酶偶联，开发出高效稳定的酶静息细胞级联系统，用于甲醇转化，实现L-赤藓酮糖（C4糖）或L-山梨糖（C6糖）的定制生产。该系统显示出从甲醇生产L-赤藓酮糖的碳原子经济性得到了刺激，并且与游离酶催化相比稳定性显着提高。通过将酶级联与持久的静息细胞相结合，该策略提供了一个多功能平台，用于将甲醇和其他 C1 底物转化为增值产品。
37594236e983ead6,儿童 SARS-CoV-2 感染风险的免疫相关性：一项基于社区的前瞻性队列研究,很少有研究描述儿童 SARS-CoV-2 感染风险的免疫相关性，特别是那些因疫苗接种和既往感染而具有混合免疫力的儿童。我们对 1509 名美国儿童（2022-2024 年）进行了一项基于社区的前瞻性队列研究，每周进行 SARS-CoV-2 PCR 检测，并测量针对多种变体的基线结合和中和抗体滴度。在调整年龄、近期感染、暴露环境和时间趋势后，较高的抗体水平，尤其是核衣壳结合抗体和 Omicron 特异性中和抗体，与 SARS-CoV-2 感染风险降低显着相关（调整后的风险比范围为每 log10 倍抗体水平 (AU/mL) 阳性单位差异 0.60 至 0.87）。二次分析表明，这些发现对于 SARS-CoV-2 免疫状态的多个分层来说是稳健的，与不同儿科年龄组相关，并且似乎适用于总体和症状感染风险。总之，结果表明特异性抗体可以预测具有不同免疫史的儿科人群的相对感染风险。随着 SARS-CoV-2 的不断发展，了解这些免疫相关性可能会为量身定制的疫苗接种策略和风险评估提供信息。
3b918d7cab01a7b8,星形胶质细胞发育延迟损害Sema6a-Plxna2/4介导的星形胶质细胞-神经元串扰并导致抑郁样行为,神经功能和回路形成依赖于关键时期各种细胞类型之间复杂的串扰。神经元和星形胶质细胞之间的这种串扰的中断或延迟会导致神经功能异常和神经发育障碍。然而，由于缺乏强大的小鼠模型来研究星形胶质细胞和神经元之间的串扰，因此阻碍这种相互作用的影响尚不清楚。在这项研究中，我们证明，在神经元成熟的关键时期，Egfr 敲除会导致星形胶质细胞短暂缺失，但在成年小鼠中观察到恢复。因此，该模型提供了一个独特的机会来研究发育过程中星形胶质细胞-神经元通讯受损的影响。从机械角度来看，我们发现 Egfr 的缺失会破坏 Egfr-pERK-Epb41l2 信号轴，从而阻止神经胶质祖细胞向外迁移。更重要的是，关键时期的 Egfr 缺乏会损害星形胶质细胞-神经元通过 Sema6a-Plxna2/4 配体-受体对的通讯。这种受损的细胞间串扰降低了神经元树突的复杂性和兴奋性，最终导致成年小鼠出现抑郁样行为。
7b4157c6012b558c,可重构光学算术逻辑单元及其应用,摩尔定律日益增长的限制从根本上阻碍了传统电子集成电路能效的进一步提高。为此，集成光子学因其卓越的带宽和超低延迟而成为一种有前景的解决方案。与电子数字方案相比，基于集成光子学的光学数字计算在运行速度和能源效率方面具有固有的优势。然而，在光子芯片上实现多功能算术逻辑基元仍然面临着相当大的挑战，并且报道的工作主要限于基本逻辑门或隔离计算模块，而不是可重构计算系统。在这里，我们报告了一种利用硅基微环调制器的可重构光学计算架构，它可以实现可重构的基本逻辑运算和各种算术逻辑单元，包括2位加法器、减法器和数字比较器。实验结果表明，在 20 Gb/s 的运行速度下，计算密度高达 528 Gb/s/mm2，能源效率为 12.36 fJ/bit。通过数据加密和图像处理等多个应用场景进一步证明了该设备的实际可行性。
bae1bd00aaf959bb,带热能存储的太阳能驱动吸附过冷二氧化碳增压制冷装置的动态建模：来自世界的生命周期能源、环境、经济见解,
cd8a515e21e3c803,运动丘脑深部脑刺激对言语和吞咽的频率依赖性影响,言语和吞咽是由运动皮层和颅肌之间的皮质-延髓通讯驱动的复杂运动序列。这些通路的损伤会损害口面部肌肉的力量和控制，导致慢性构音障碍和吞咽困难，从而增加社会孤立、误吸风险和死亡率。我们证明运动丘脑深部脑刺激（DBS）可以改善创伤性脑损伤（TBI）后的这些功能。首先，我们证明低频 DBS (50-80 Hz) 有助于激活皮质延髓纤维，立即增强 n = 8 名通路完整的参与者的运动输出。在一名患有 TBI 并导致慢性中度吞咽困难和严重构音障碍的参与者中，低频 DBS 改善了呼吸、发声和发音子系统的面部运动、吞咽效率和言语清晰度。重要的是，面部咬合器和语音子系统控制的这些改进特定于低频（50-80 Hz）刺激。这些发现提供了初步证据，表明运动丘脑 DBS 可以调节皮质延髓回路，以改善脑损伤后的构音障碍和吞咽困难。
7c9182e0f4a6122f,形态发生胶体,形态发生是生命的核心动态过程，其中结构和区划的产生产生了功能性架构。综合复制此类转变仍然具有挑战性，因为它们是由紧密耦合的物理化学过程产生的。在这里，我们报告了一个最小的平台，其中暴露于两亲性三嵌段共聚物（BCP）的乳液液滴通过可逆的形状变形和拓扑转变再现生物形态发生的关键特征。液滴经历拓扑重塑，导致周围水相（包括悬浮的胶体物质）自发且非选择性的内化。在平衡状态下，BCP 的界面自组装与液滴膨胀相结合，稳定了一系列非球形形态，这些形态可以通过 BCP 浓度或温度进行可逆调节。这些转变可以在大量单分散液滴中同步诱导，并通过光聚合永久固定。这个组成简单的平台提供了一个易于处理的模型，用于研究形态发生的物理原理，同时将胶体系统推向生物学相关的复杂性和逼真的适应性。
e4d263907953aee4,全球河滨的人类印记,河流沿水陆界面（河滨）受到人类活动的深刻影响，但这些印记的全球分布和驱动因素仍然知之甚少。在这里，我们利用卫星图像和深度学习展示了 752 万公里河滨的高分辨率全球地图。我们发现，全球近 20% 的河岸受到人为改造，主要是农业 (13.43%) 和建筑区 (6.29%)。一条独特的改造带横跨非洲和欧亚大陆的部分地区，约占全球改造的 60%，其印记密度比其他地方高六倍。这种横向破碎代表了普遍存在的人类压力，与大坝引起的纵向破碎有着根本不同，并且与水质恶化和生物多样性威胁密切相关。环境限制和特定地区的社会经济依赖性进一步塑造了这些空间格局。我们的研究结果为河滨管理提供了信息，并强调了协调这些过渡区的发展与生态完整性的迫切需要。
d1219950b396b11e,由微腔 MoS2 光电探测器阵列实现的波长编码神经形态推理,生物视觉系统将光谱传感与时间集成紧密结合，以最少的数据移动提取与任务相关的信息。相比之下，传统的光电视觉硬件通常将光电检测与电子计算分开，从而产生大量的延迟和能源成本。光神经网络可以缓解这一瓶颈，但许多实现难以扩展。在这里，我们提出了一种基于法布里-珀罗微腔集成MoS2光电探测器阵列的仿生光电推理架构，其中传感、加权和累积在每个像素内统一。腔体设计的波长选择性对光谱域中的神经网络权重进行编码，而 MoS2 的有限载流子寿命无需外部存储器即可实现模拟时间累积。该系统在 MNIST、CIFAR-10 和自由口语数字数据集上的测试准确率分别达到 99.6%、94.8% 和 94.0%。训练后光学 Hessian 剪枝进一步降低了光学复杂性，同时保持了鲁棒性。该架构提供了一种实现波长感知传感器内神经形态推理的紧凑途径。
baab730927301504,综合能源系统混合储能优化配置,
72251a4637660b34,典型船舶运行条件下 PEMFC 电池组的早期退化机制和基于 PINN 的健康状态预测,
3f5a4606bb2d7b9b,政府如何支持替代能源项目的推广？,
317f6f38ae860843,逃逸引起的时间相关噪声驱动生长动力学和普遍性类别的交叉,远离平衡系统中的普遍行为是由传输过程和噪声结构之间的相互作用驱动的。 Kardar-Parisi-Zhang (KPZ) 框架预测，结合保守电流或时间相关噪声的扩展会产生不同的生长形态和普遍性类别，但直接的实验实现仍然难以捉摸。在这里，我们报告了在 Sb 掺杂 MnBi2Te4 上原子分辨的 Sn 薄膜生长，揭示了两种根本不同的状态之间的急剧动态交叉。早期生长遵循 Villain-Lai-Das Sarma (VLDS) 缩放，形成二维岛和斯坦烯层。超过临界沉积时间，时间相关噪声成为主导因素，驱动 α-Sn 团簇的成核、它们发展成多面晶粒以及多面 β-Sn 的共存。分子动力学模拟和俄歇电子能谱表明，吸附原子逃逸是这种时间相关噪声的微观起源，为观察到的普遍性交叉提供了一种机制。这些发现表明，时间噪声相关性可以从根本上改变不断增长的界面的普遍性类别，将原子动力学与新兴的普遍行为联系起来。
f5bf894b64c68912,尺度桥接界面设计可实现高性能可持续热电学,"提高能源效率和减少资源浪费推动可持续热电技术收集低品位热量。然而，由于耦合传输和多尺度优化，实现高性能和耐用的系统仍然具有挑战性。在这里，我们建立了一种以尺度桥接界面为中心的设计策略，将宏观连接工程和微观界面调制联系起来。以n型Mg3(Sb, Bi)2为代表体系，以器件级接触界面的比较评估为指导，将Mg2Ni转化为n型Mg3(Sb, Bi)2中的尺度桥接界面相：形成低电阻和热稳定的外部结，同时作为内部界面改性剂，减轻晶界载流子散射，增强声子散射。这种尺度桥接接口设计在 300 至 723 K 范围内产生 1.5 的平均 zT，具有高热稳定性。通过应用Mg2Ni作为内部改性剂和外部势垒层，当与p型MgAgSb耦合时，两对模块可提供8.3%的稳定转换效率，在可比温差下的转换效率与代表性的Bi2Te3基热电模块相比毫不逊色。这项工作建立了一个桥接接口设计框架，将器件接触工程与内部接口调制联系起来，为高效、持久的热电能量转换提供了一条实用途径。"
898504b5ef98a29e,通过迈斯纳效应门控抑制超导的成像,最近发现，可以通过向附近的栅电极施加栅极电压来猝灭流过细超导纳米线的超电流。这种超电流的栅极控制（称为 GCS 效应）可以实现超导晶体管逻辑。在这里，我们报告说，GCS 还表现为对迈斯纳屏蔽的抑制，从而将该现象确立为不限于输运的超导性的真正特征。我们使用亚开尔文温度下的扫描氮空位 (NV) 磁力计，对微米级铌岛中 GCS 抑制的纳米级空间区域进行成像。我们的观察结果与准粒子产生和扩散的微观热点模型兼容，但与焦耳热或电场效应等其他候选机制相冲突。我们的工作介绍了一种研究超导纳米结构中准粒子动力学的替代方法，并展示了局部成像技术在理解新兴凝聚态物质现象方面的力量。
7ade3916c256715b,扭曲菱面体三层双层石墨烯中具有陈数 $${{\mathcal{C}}} > 1$$C>1 的库仑相互作用稳定的孤立窄带,"最近，当陈数 C=1"" role=""presentation"">C=1{{\mathcal{C}}}=1 的拓扑非平凡能带被部分掺杂时，在二维莫尔材料中发现了分数量子反常霍尔效应。值得注意的是，超晶格布洛赫能带可以携带更高的陈数，这违背了朗道能级范式，甚至可能具有非阿贝尔准粒子的奇异分数化态。通过这种令人兴奋的可能性，我们提出了 θ ~ 1.2° 的扭曲菱形三层-双层石墨烯作为场可调量子反常陈绝缘体，其具有光谱隔离、动力学猝灭和拓扑非平凡的能带，其中 C=2,3"" role=""presentation"">C=2,3{{\mathcal{C}}}=2,3 有利于部分掺杂后的分数相，其特征在于量子几何。基于广泛的自洽平均场计算，我们表明这些相通过库仑相互作用稳定，并且对于介电环境、紧束缚跳跃参数和晶格弛豫的变化具有鲁棒性。"
81b5a3223e34530f,配位电化学驯化可逆高价溴氧化还原用于高能六电子转移锂溴电池,由于固有的多价反应电势，转换型静态溴电池在高输出电压和大容量可充电储能方面表现出良好的前景。然而，有限的双电子 2Br-/Br2 氧化还原电对和氧化还原惰性有机配体的组合构成了整体比能的基本瓶颈。在这里，乙基紫罗碱二溴化物通过高效的配位化学被开发为有机锂溴电池的高能活性正极，具有由插层和转化反应触发的先进的六电子氧化还原机制。 2Br-/2Br+ 的激活氧化还原对可协同增加容量 (632.8 mAh g−1Br) 和放电电压 (3.7 V)。此外，乙基紫精经历可逆的两步嵌入和脱嵌Li+离子，有助于额外的能量储存。相互光谱表征和计算电化学表明了化学吸附效应和卤素间限制，并详细说明了动态质荷转移途径。这项工作为设计高性能卤素电池树立了值得效仿的范例。
fe087b5b3fbc7c13,学习复合材料设计的序数感知多模态表示,复合材料设计需要了解复杂的微观结构特征，需要将异构数据源与人工智能相集成。当前的多模态学习框架主要是针对具有离散结构-性能映射和明确定义的结构图的晶体或聚合物系统开发的，但无法在数据稀缺的情况下对连续和非线性复合材料设计空间进行建模。在这里，我们将序数作为构建复合材料多模态表示时的核心原则。我们提出了 ORDinal-aware imagE-tabulaR (ORDER) 对齐，以将微结构与表格材料描述符集成，并应用基于物理的代理信号来消除对完整属性注释的需要。 ORDER 确保相似的目标属性占据潜在空间中的附近区域，保留复合属性的连续性质，并在稀疏观察的设计之间实现有意义的插值。在纳米纤维和碳纤维复合材料数据集上进行评估，ORDER 在属性预测、跨模式检索和微观结构生成任务中始终优于面向对齐和属性感知的基线。
edb3e08b57eb5055,预测然后优化：LM-MTSF 为主动配电网络的分布式稳健运行优化提供数据驱动的支持,
4d9935a4b3a25284,用于高温CO2电解的稳定高价铱单原子,单原子催化剂（SAC）具有较高的原子效率和催化活性，但在高温条件下容易聚集和降解。在这里，我们提出了一种基于强金属-载体相互作用（SMSI）的热和电化学稳定的高价铱单原子合成策略，以增强固体氧化物电解池（SOEC）中的高温二氧化碳电解性能。在高温电池制造和运行过程中原位诱导的SMSI效应稳定了高价铱单原子，同时通过削弱Fe−O杂化来调节La0.6Sr0.4FeO3−δ（LSF）阴极的表面电子结构，最终促进氧空位形成并增强CO2吸附和活化。相对于原始 LSF 阴极，这种方法将 CO2 转化为 CO 的电解电流密度提高了 80.8%，在 800°C 和 1.5 V 下实现了 3.02 A cm−2，具有近 100% 的法拉第效率和超过 600 小时的出色稳定性。这些发现为设计用于高温催化反应的热和电化学稳健的 SAC 提供了可行的策略。
5aab52b3739253b6,广域电动汽车充电需求时空预测误差的可解释因果分析方法,
536eab25bb3be5c6,海湾合作委员会的气候与电力关系：气温上升如何推动海湾国家的电力需求,
fc21460b4774ffc1,消费者什么时候会因可变电价而蒙受损失？,
4642331c1810ed5e,具有协调线路组和罐车效应的电-氢-气一体化系统的低碳调度,
776b695ea09b67fa,物理先验正则化解耦外源感知网络，用于商业园区级综合能源系统中可靠的多能源负荷预测,
bc0d7e47412c7328,将风电波动与 PEM 水电解槽退化联系起来,
abc333608fc217c6,电流波动下碱性水电解集群的功率分配：基于模型的效率提升方法,
21b681fe4363fec7,利用稀疏云充电数据和TabNet深度学习网络对共享电动自行车二次寿命锂离子电池进行多故障诊断,
a7f7799276c9e523,受细胞膜启发的共轭微孔热固性界面，用于高倍率和耐用的硅阳极,"摘要
                  
                    硅（Si）因其超高的理论容量、丰度和良好的工作潜力而成为下一代锂离子电池的有前途的负极材料。然而，其广泛应用受到严重的体积膨胀、缓慢的锂离子传输和不稳定的固体电解质界面（SEI）的限制。受生物细胞膜多功能结构的启发，我们报告了一种简便且可扩展的策略，通过在硅颗粒上原位形成共轭微孔热固性（CMT）涂层来构建仿生保护界面。该过程涉及分子前体与硅的简单手工混合，然后进行一步热固处理，包括顺序升华、熔化、脱溴和聚合，无需后处理。由此产生的 CMT 界面为选择性 Li 提供微孔（∼0.5 nm）
                    +
                    运输，同时排除电解质和阴离子，共价交联但有弹性的网络以适应机械应变，以及定制的界面化学，诱导富含LiBr的SEI以增强Li
                    +
                    运输动力学。因此，工程化的 Si@CMT 负极实现了 3130.9 mAh g 的高容量
                    −1
                    在 0.1 C 时，保持 1811.8 mAh g
                    −1
                    在 3 C 时，提供 1838.8 mAh g
                    −1
                    在 0.2 C 下经过 250 个循环后。这种实用且可推广的集成"
ba307ab2a80abaed,具有对齐六方氮化硼的扭曲双双层石墨烯中的可调谐扩展磁性非费米液体,"摘要
                  具有高度可调平带电子结构的扭曲石墨烯异质结构是探索新型相关和拓扑量子相的理想平台。虽然之前的努力主要集中在扭曲角上，但与六方氮化硼衬底的晶格排列是打破对称性并重建能带结构的另一个关键参数。然而，其潜在机制仍未得到充分探索，迫切需要将其扩展到更广泛的扭曲石墨烯系统，以发现更多奇特的量子现象。在这里，我们报告了在由对齐的六方氮化硼层封装的扭曲双层石墨烯（TDBG）中观察到的可调谐扩展非费米液体行为。该 NFL 相出现在接近电荷中性的相关绝缘态的空穴掺杂侧，跨越了较宽的载流子密度范围，并表现出与载流子密度相关的电阻指数。值得注意的是，NFL 相可以在更高的掺杂水平下重新进入相​​关绝缘状态。结合温度相关电阻、磁输运和微分电阻测量，这些发现支持了这样一种情况：局域载流子和流动载流子之间的相互作用可能会出现强烈的量子涨落。我们的工作建立了一个超越传统框架的高度可调的平台，以研究非费米液体物理在不同行为中表现出来的组织原理。"
92cf3146fd095e4f,用于直接乙二醇燃料电池的中熵非晶合金单原子钯催化剂,"摘要
                  
                    精确调控钯（Pd）的 d 带中心以实现靶向电催化具有巨大的科学和技术潜力，但通过合理的结构设计实现这一目标仍然具有挑战性。在此，我们提出了中熵非晶合金单原子（MEAASA）Pd纳米片（NSs），其中Pd的d带中心通过中熵合金化、单原子配位和亲氧Cr/Mo/W改性的协同效应被精细地调制到最佳值。合成的 PdCrMoW MEAASA NSs 表现出 2.15 和 15.19 A mg 的出色质量活性
                    -
                    1
                    氧还原反应（ORR）和乙二醇氧化反应（EGOR）分别比商业Pt/C高15.4和4.4倍。实验结果表明，优化的 d 带中心不仅平衡了关键中间体的吸附和活化，而且还通过非 CO 主导的途径抑制了 CO 的形成，从而实现了 4 e
                    -
                    ORR 流程和近乎完整的 10 e
                    -
                    EGOR 工艺的 C1 选择性为 91.5%。在实际的直接乙二醇燃料电池 (DEGFC) 中，PdCrMoW MEAASA NS 提供了 117 mW·cm 的峰值功率密度
                    -
                    2
                    ，明显优于最先进的商用 Pt/C 催化剂。"
1a0fa2b31d0413f1,结晶时电阻率的变化作为金属玻璃形成能力的稳健描述,"摘要
                  快速鉴定具有高玻璃形成能力（GFA）的成分仍然是发现新型金属玻璃的主要瓶颈。在这里，我们表明，热退火引起的电阻率变化是一个可快速测量的参数，可作为结晶电阻的可靠描述符，用于识别给定合金系统中的高 GFA 成分。组合薄膜库包含跨多个金属玻璃形成系统的约 3500 种不同合金成分，揭示了明确的成分景观，其中电阻率变化最小的区域与表现出高 GFA 的合金一致。这种趋势在熔纺带材中持续存在，并且与结晶动力学参数直接相关：电阻率变化较小的合金表现出较低的 Avrami 指数和较高的结晶活化能。由于每个成分点的电阻率测量仅需要几秒钟，比基于衍射或量热法的表征快两个数量级以上，因此该描述符提供了一种有效的途径来绘制复杂成分空间中的微观结构稳定性，并能够快速探索新型块体金属玻璃。"
2fdd66ff29eb2248,用于多通道数据链路的超低色散硅太赫兹光子晶体互连,"摘要
                  
                    全硅 (Si) 太赫兹 (THz) 互连是下一代片上通信的关键平台，利用宽带光子学来连接可重构电子器件。然而，由于报告的数据速率较低，并且缺乏对片上太赫兹数据链路色散作用的系统性了解，它们的潜力在很大程度上仍未实现。我们通过片上全硅宽带低色散太赫兹光子晶体波导互连展示了超过 400 Gbps 的总数据速率来应对这些挑战。借助波导的低色散（群速度色散 (GVD) 低至 2.9 ps），七个数据通道可传输 452 Gbps 的复杂调制数据
                    2
                    毫米
                    −1
                    。我们的太赫兹波导互连提供了创纪录的 9.81 Tbps 总品质因数 (FoM)，优于之前的太赫兹波导数据传输报告。我们对高数据速率的演示、阐明了 GVD 在片上太赫兹数据互连中的作用以及卓越的 FoM 为全硅太赫兹光子晶体波导作为厘米级片上互连以增强数据中心基础设施铺平了道路。"
