title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source,must_have_abstract,title_zh,abstract_zh,categories,stable_id
A nanoscale Jitterbug transformer from DNA,https://www.nature.com/articles/s41467-026-74070-4,,Physical sciences : Nature Communications subject feeds,2026-06-06 00:00:00+00:00,,Jong Hyun Choi,,"Many viruses have evolved remarkably intricate polyhedral shells capable of undergoing symmetric transformations in response to external stimuli to initiate payload release. So far, such deployable auxetic nanostructures are not available in the synthetic realm. Here we present a nanoscale Jitterbug transformer realized by a DNA origami structure that can reconfigure its conformation upon chemical and optical signals while maintaining a Poisson’s ratio of −1. By combining mechanical design principles with molecular dynamics simulations, we design the DNA Jitterbug to form a compact octahedron that stores elastic energy and spontaneously transitions into an expanded cuboctahedron by releasing it. DNA transformers are demonstrated to act similar to viruses that can create nanopores on lipid membranes and regulate payload release into vesicles. Integrating programmable DNA self-assembly with free-energy-guided mechanical design, this work provides a pathway toward adaptive nanomaterials with potential in synthetic organelles and stimuli-responsive nanodevices.",nature_html,,DNA 纳米级 Jitterbug 变压器,许多病毒已经进化出非常复杂的多面体外壳，能够响应外部刺激而进行对称变换，从而启动有效负载的释放。到目前为止，这种可展开的拉胀纳米结构在合成领域尚不可用。在这里，我们提出了一种由 DNA 折纸结构实现的纳米级 Jitterbug 变压器，它可以根据化学和光学信号重新配置其构象，同时保持泊松比为 -1。通过将机械设计原理与分子动力学模拟相结合，我们设计了 DNA Jitterbug，形成一个紧凑的八面体，它可以存储弹性能量，并通过释放弹性能量自发地转变为扩展的立方八面体。 DNA 转化子被证明与病毒类似，可以在脂质膜上创建纳米孔并调节有效负载释放到囊泡中。这项工作将可编程 DNA 自组装与自由能引导的机械设计相结合，为具有合成细胞器和刺激响应纳米器件潜力的自适应纳米材料提供了一条途径。,,3ddb6e88c00f4483
Atomically precise catalysts design toward efficient waste plastic hydrogenolysis,https://www.nature.com/articles/s41467-026-74156-z,,Physical sciences : Nature Communications subject feeds,2026-06-06 00:00:00+00:00,,Dingsheng Wang,,"Hydrogenolysis of waste plastics offers a promising route to valorize them into fuels, light olefins, and aromatics (BTX). Despite extensive studies, rational catalyst design and process optimization remain challenging. Although conventional catalysts (homogeneous, nanoparticle, bulk) have driven progress through interfacial and ensemble effects, the activity and stability of these systems ultimately originate from elementary steps at the atomic scale motivating a shift toward atomically precise active-site design. This Perspective highlights atomic active centers and key mechanistic factors and underscores the importance of techno-economic and life cycle analyses for atomically precise catalysts, providing guidance for designing efficient hydrogenolysis systems.",nature_html,,原子精确催化剂设计实现高效废塑料氢解,废塑料的氢解提供了一条将其转化为燃料、轻质烯烃和芳烃 (BTX) 的有前途的途径。尽管进行了广泛的研究，合理的催化剂设计和工艺优化仍然具有挑战性。尽管传统催化剂（均相催化剂、纳米颗粒催化剂、块状催化剂）通过界面和整体效应推动了进展，但这些系统的活性和稳定性最终源于原子尺度的基本步骤，推动了向原子精确活性位点设计的转变。本视角强调了原子活性中心和关键机械因素，并强调了原子精确催化剂的技术经济和生命周期分析的重要性，为设计高效氢解系统提供了指导。,,06d1030894e6ff31
Non-myopic optimization of user-centric electric vehicle charging and discharging considering intermittent parking patterns,https://www.sciencedirect.com/science/article/pii/S0306261926008019?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-06 00:00:00+00:00,,Junzhi Yu,,,,,考虑间歇性停车模式的以用户为中心的电动汽车充放电非近视优化,,,778f95dcafadd013
Inclusive electrification in sub-saharan Africa: Cost–equality trade-offs,https://www.sciencedirect.com/science/article/pii/S0306261926007634?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-06 00:00:00+00:00,,Ayse Selin Kocaman,,,,,撒哈拉以南非洲的包容性电气化：成本与平等的权衡,,,5535c600ed7412b1
Achieving China's shale gas targets: Policy synergies resolving production deficits via system dynamics modeling,https://www.sciencedirect.com/science/article/pii/S0301421526003575?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-06-06 00:00:00+00:00,,Jing You,,,,,实现中国页岩气目标：通过系统动力学模型解决生产赤字的政策协同效应,,,137b00dc1a989321
Indium-Based Octahedra Coordinating Pb–I Termini for Stable Perovskites,https://www.nature.com/articles/s41467-026-74107-8,,Physical sciences : Nature Communications subject feeds,2026-06-06 00:00:00+00:00,,Yong Wang,,"Halide perovskite degradation initiates at surfaces/interfaces, where defect accumulation disrupts octahedral connectivity and triggers structural collapse. Herein, we design an indium-based octahedral motifs, i.e., (PMA)4InCl7 (PIC) (PMA=phenylmethylammonium) featuring disordered octahedra and (PMA)4NaInCl8 (PNIC) with ordered octahedral frameworks, as robust coordination agent to bind Pb-I termini at the surface/interface. Distinct from the isolated cluster of PIC, PNIC forms a coherent inorganic framework at Pb-I termini, enabling coherent interfacial coupling with the 3D perovskite via octahedral-level coupling between In(Na)-Cl and Pb-I units. This rigid octahedral coupling immobilizes formamidinium cations and Pb–I octahedra at the surface/interface, suppressing structural freedom. Moreover, this coupling facilitates the relaxation of interfacial structural imperfections while simultaneously establishing favorable band alignment, together governing enhanced carrier transport dynamics. As a result, the resulting perovskite solar cells deliver an efficiency of 27.29% (certified 26.84%), with the minimodules reaching 24% (certified 23.54%). Moreover, these devices demonstrate significant operational stability, retaining over 98% of their initial efficiency after 3,000 h of maximum power point tracking.",nature_html,,用于稳定钙钛矿的铟基八面体配位 Pb-I 末端,"卤化物钙钛矿的降解始于表面/界面，其中缺陷积累破坏了八面体的连通性并引发结构崩溃。在此，我们设计了一种基于铟的八面体图案，即具有无序八面体的(PMA)4InCl7 (PIC) (PMA=苯甲基铵)和具有有序八面体框架的(PMA)4NaInCl8 (PNIC)，作为在表面/界面处结合Pb-I末端的强大配位剂。与孤立的 PIC 簇不同，PNIC 在 Pb-I 末端形成相干无机框架，通过 In(Na)-Cl 和 Pb-I 单元之间的八面体级耦合实现与 3D 钙钛矿的相干界面耦合。这种刚性八面体耦合将甲脒阳离子和 Pb-I 八面体固定在表面/界面，抑制结构自由度。此外，这种耦合有助于缓解界面结构缺陷，同时建立有利的能带排列，共同控制增强的载流子传输动力学。结果，所得钙钛矿太阳能电池的效率为 27.29%（认证为 26.84%），而微型组件则达到 24%（认证为 23.54%）。此外，这些器件表现出显着的运行稳定性，在 3,000 小时的最大功率点跟踪后仍保持 98% 以上的初始效率。",,4b6e6160731e5980
An adaptive conditional triggered dual-modal graph network for photovoltaic power prediction based on feature enhancement and structure-aware clustering,https://www.sciencedirect.com/science/article/pii/S030626192600807X?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-06 00:00:00+00:00,,Maolin He,,,,,基于特征增强和结构感知聚类的自适应条件触发双模态图网络光伏功率预测,,,a5673c489fc68d56
Mechanistic insight into α-to-δ phase transition and stabilizing α-phase FAPbI3 via regulating δ-phase orientation,https://www.nature.com/articles/s41467-026-73739-0,,Physical sciences : Nature Communications subject feeds,2026-06-06 00:00:00+00:00,,Duofa Wang,,"The structural instability of formamidinium-based perovskite primarily originates from spontaneous α-to-δ phase transition. Although various suppression strategies have been proposed, developing a definitive solution remains challenging due to incomplete understanding of the physical mechanisms governing this phase transition. This work reveals that the coherent interface with tensile strain between perovskite α-phase (011) and δ-phase (110) planes acts as an active site for α-to-δ phase transition. Building on this insight, two-dimensional perovskitoid materials are introduced into the perovskite matrix, which strongly interact with the δ-phase (110) plane to form the 2D/δ interface. The large interfacial strain disrupts δ-phase orientation, suppresses the formation of α/δ transition interfaces, and thus enhances α-phase stability. This strategy enables FA-based perovskite solar cells to achieve an efficiency of 25.61%, with unencapsulated devices maintaining 90% initial efficiency after 1,000 h at 70% relative humidity. This work provides a mechanistic understanding and a universally applicable strategy to stabilize FA-based perovskites.",nature_html,,深入了解 α 相变到 δ 相变并通过调节 δ 相取向稳定 α 相 FAPbI3,"甲脒基钙钛矿的结构不稳定性主要源于自发的α-δ相变。尽管已经提出了各种抑制策略，但由于对控制这种相变的物理机制的不完全理解，开发明确的解决方案仍然具有挑战性。这项工作揭示了钙钛矿α相（011）和δ相（110）平面之间具有拉伸应变的共格界面充当α到δ相变的活性位点。基于这一见解，二维类钙钛矿材料被引入钙钛矿基体中，它与 δ 相 (110) 平面强烈相互作用，形成 2D/δ 界面。大的界面应变破坏了δ相的取向，抑制了α/δ过渡界面的形成，从而增强了α相的稳定性。这种策略使基于 FA 的钙钛矿太阳能电池的效率达到 25.61%，未封装的器件在 70% 相对湿度下运行 1,000 小时后仍能保持 90% 的初始效率。这项工作提供了稳定 FA 钙钛矿的机理理解和普遍适用的策略。",,6d20be901e4e3bed
Medium and long-term electricity demand forecasting for India – Incorporating EV charging and space cooling impacts,https://www.sciencedirect.com/science/article/pii/S030626192600721X?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-06 00:00:00+00:00,,Rangan Banerjee,,,,,印度中长期电力需求预测——纳入电动汽车充电和空间冷却影响,,,3b85d4e1a0d45226
A knowledge-embedded reinforcement learning framework for energy management of planned integrated energy systems,https://www.sciencedirect.com/science/article/pii/S0306261926008044?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-06 00:00:00+00:00,,Shihao Zhao,,,,,用于规划综合能源系统能源管理的知识嵌入强化学习框架,,,94e815ef34cd13b0
Energy-efficient eco-driving for human-driven electric vehicles via adaptive drivability maps with predictive driver modeling,https://www.sciencedirect.com/science/article/pii/S0306261926007294?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-06 00:00:00+00:00,,Aldo Sorniotti,,,,,通过具有预测驾驶员模型的自适应驾驶性能地图，为人类驱动的电动汽车实现节能生态驾驶,,,2086a256dd817a16
West Antarctic Ice Sheet advance since the early Pliocene,https://www.nature.com/articles/s41467-026-74100-1,,Earth and environmental sciences : Nature Communications subject feeds,2026-06-06 00:00:00+00:00,,Liang Gao,,"Current understanding of past ice dynamics in the Amundsen Sea—the most vulnerable part of the West Antarctic ice sheet (WAIS)—remains incomplete, hampering future predictions. Here, sediments from International Ocean Discovery Program Site U1532 on the continental rise reveal that ice-sheet dynamics strongly influenced detrital magnetic minerals supply. Minimal magnetite concentration during ~4.1-3.8 Ma reflects the smallest WAIS extent in the Amundsen Sea sector since ~4.33 Ma. Since ~4.1 Ma, WAIS expansion was closely linked to long-term global cooling. After ~3.2 Ma, elevated fine-grained magnetite indicates a sustained increase in sediment contribution from the Thwaites Glacier catchment. The abrupt ice-sheet expansion at ~3.2 Ma may reflect the crossing of a climatic threshold that triggered qualitative transformations in ice-sheet development. Cessation of major WAIS growth after ~0.9 Ma aligns with stabilized long-term CO2 levels and ocean temperatures. Collectively, these results underscore the high sensitivity of the Amundsen Sea sector to global climate forcing.",nature_html,,自上新世早期以来，南极西部冰盖不断推进,目前对阿蒙森海（西南极冰盖（WAIS）最脆弱的部分）过去冰动态的了解仍然不完整，这阻碍了未来的预测。在这里，国际海洋发现计划站点 U1532 大陆隆起的沉积物表明，冰盖动力学强烈影响碎屑磁性矿物的供应。约 4.1-3.8 Ma 期间的最小磁铁矿浓度反映了阿蒙森海区自约 4.33 Ma 以来的最小 WAIS 范围。自约 4.1 Ma 以来，WAIS 扩张与长期全球变冷密切相关。大约 3.2 Ma 后，细粒磁铁矿的升高表明思韦茨冰川流域的沉积物贡献持续增加。大约 3.2 Ma 时冰盖的突然扩张可能反映了气候阈值的跨越，引发了冰盖发展的质变。大约 0.9 Ma 后 WAIS 主要增长的停止与长期稳定的二氧化碳水平和海洋温度一致。总的来说，这些结果强调了阿蒙森海区域对全球气候强迫的高度敏感性。,,9bb884702022a93b
Comparative techno-economic and environmental analysis of using nuclear energy and fossil energy with carbon sequestration in U.S. Gulf Coast petroleum refineries,https://www.sciencedirect.com/science/article/pii/S0306261926008135?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-06 00:00:00+00:00,,Amgad Elgowainy,,,,,美国墨西哥湾沿岸炼油厂利用核能和化石能源固碳的技术经济和环境比较分析,,,8c44c1f738a94759
