title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source,must_have_abstract,title_zh,abstract_zh,categories,stable_id
Enhanced nuclear fusion in the sub-keV energy regime,https://www.nature.com/articles/s41467-026-74421-1,,Physical sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Jeremy N. Munday,,"Nuclear fusion requires overcoming or traversing a repulsive Coulomb barrier of hundreds of kiloelectronvolts, rendering the probability of fusion at sub-keV energies vanishingly small. Yet in condensed matter, the electronic and structural environment of reacting nuclei can profoundly alter fusion rates. Here we demonstrate that deuterium–deuterium fusion within metallic foils exhibits a pronounced reaction yield plateau (i.e., a finite, non-vanishing yield floor) below 2 keV—in stark contrast to the expected exponential suppression at low energy. At the lowest energies measured, this corresponds to fusion yields enhanced by more than 10¹⁸ relative to bare-nucleus (unscreened) expectations. Using a dual-chamber platform that combines electrochemical deuterium loading with low-energy ion-beam bombardment, we observe this behavior in both palladium and titanium hydrides. These results reveal a previously unrecognized regime of low-energy nuclear reactions in solids, demonstrating that materials degrees of freedom can fundamentally renormalize tunneling probabilities and fusion cross-sections.",nature_html,,亚keV能量体系中的增强核聚变,核聚变需要克服或穿越数百千电子伏的排斥库仑势垒，使得亚keV能量下聚变的可能性变得非常小。然而在凝聚态物质中，反应核的电子和结构环境可以极大地改变聚变速率。在这里，我们证明金属箔内的氘-氘聚变表现出低于 2 keV 的明显反应产率平台（即有限的、非消失的产率下限），与低能量下预期的指数抑制形成鲜明对比。在测量的最低能量下，这对应于相对于裸核（未筛选）预期增加超过 10^8 的聚变产量。使用将电化学氘负载与低能离子束轰击相结合的双室平台，我们在钯氢化物和钛氢化物中观察到了这种行为。这些结果揭示了固体中以前未被认识的低能核反应机制，证明材料自由度可以从根本上重新规范隧道概率和聚变截面。,,515c520fa0aebbca
Raphia hookeri seed-inspired weakly anisotropic nanocomposites,https://www.nature.com/articles/s41467-026-75719-w,,Physical sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Qunfeng Cheng,,"The composites inspired by nacre, bone and teeth etc, often display anisotropic mechanical properties due to the high aspect ratio of their structural units, resulting in sudden failures under specific loading conditions. It still remains great challenge for fabricating the nanocomposites with weakly anisotropic mechanical properties. Herein, we discover the unique structure of the Raphia hookeri seed with a weakly anisotropic crack resistance in multiple directions. The remarkable mechanical properties stem from its tightly bonded, isodiametric cells and interlocking pits. Drawing inspiration from Raphia hookeri seed, we demonstrate an artificial Raphia hookeri seed nanocomposites by assembling layered polymethyl methacrylate-graphene microspheres with pits, which were then interwoven with polymethyl methacrylate to mimic the essential hierarchical structure. The artificial Raphia hookeri seed exhibits effective toughening performance across all crack orientations, and achieves a fracture toughness of up to 4.84 MPa m1/2 and specific toughness of 4.28 MPa m1/2/(Mg m−3), which are higher than both natural Raphia hookeri seed and previously fabricated weakly anisotropic polymer nanocomposites. The optimal distribution of pits and enhanced interfacial interactions between microspheres effectively inhibit crack propagation, contributing to the artificial Raphia hookeri seed’s superior toughness in all directions. This pit-enabled granular microsphere architecture provides an avenue for fabrication high-performance weakly anisotropic nanocomposites.",nature_html,,受 Raphia hookeri 种子启发的弱各向异性纳米复合材料,受珍珠母、骨骼和牙齿等启发的复合材料，由于其结构单元的高纵横比，往往表现出各向异性的机械性能，导致在特定载荷条件下突然失效。制备具有弱各向异性力学性能的纳米复合材料仍然是一个巨大的挑战。在此，我们发现了Raphia hookeri种子的独特结构，在多个方向上具有弱的各向异性抗裂性。卓越的机械性能源于其紧密结合的等径孔和互锁凹坑。受Raphia hookeri种子的启发，我们通过组装带凹坑的层状聚甲基丙烯酸甲酯-石墨烯微球，然后与聚甲基丙烯酸甲酯交织以模仿基本的分层结构，展示了一种人造Raphia hookeri种子纳米复合材料。人工Raphia hookeri种子在所有裂纹方向上都表现出有效的增韧性能，断裂韧性高达4.84 MPa m1/2，比韧度为4.28 MPa m1/2/(Mg m−3)，高于天然Raphia hookeri种子和先前制备的弱各向异性聚合物纳米复合材料。凹坑的最佳分布和微球之间增强的界面相互作用有效地抑制了裂纹扩展，从而使人造 Raphia hookeri 种子在各个方向上都具有优异的韧性。这种坑式颗粒微球结构为制造高性能弱各向异性纳米复合材料提供了途径。,,2ea1a3b731796dc3
Enhanced conditional diffusion modeling for probabilistic net load forecasting,https://www.sciencedirect.com/science/article/pii/S0306261926010597?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-18 00:00:00+00:00,,Zirui Peng,,,,,用于概率净负荷预测的增强条件扩散模型,,,ece61dcc328056b7
Risk-aware resistance enhancement for integrated heat and power supply driven by physics-informed meteorological data,https://www.sciencedirect.com/science/article/pii/S0306261926011256?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-18 00:00:00+00:00,,Ning Zhang,,,,,由物理信息气象数据驱动的集成热电联产的风险感知阻力增强,,,130d943253bebaf2
Epigenomic modifications define chromatin states to regulate cell-free DNA fragmentomics,https://www.nature.com/articles/s41467-026-75640-2,,Biological sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Kun Sun,,"Plasma cell-free DNA (cfDNA) fragmentomics offer promising cancer biomarkers, but their molecular regulation remains elusive. Here, we investigate the role of epigenomic modifications in cfDNA fragmentation. We identify strong correlations between cfDNA fragmentomic features and various epigenetic marks measured in cfDNA. We further segment the genome into different chromatin states using histone modification signals, revealing consistent associations with cfDNA fragmentomics. The association is further validated by histone modifier perturbation experiments, confirming chromatin organization as a key regulator of cfDNA fragmentation. CfDNA fragmentomic features associated with Transposon Elements (TEs) outperform genome-wide metrics in cancer diagnosis, reflecting cancer type-specific patterns. Leveraging these insights, we develop TEANA (Transposon Element Analysis in cfDNA), an AI-empowered model using a small set of TE fragmentomic features for pan-cancer detection and tumor-origin prediction, achieving robust performance across independent cohorts. Hence, chromatin states drive cfDNA fragmentation, and dysregulated TEs provide highly informative biomarkers for cancer diagnosis.",nature_html,,表观基因组修饰定义染色质状态以调节游离 DNA 片段组学,血浆游离 DNA (cfDNA) 片段组学提供了有前景的癌症生物标志物，但其分子调控仍然难以捉摸。在这里，我们研究了表观基因组修饰在 cfDNA 片段化中的作用。我们发现 cfDNA 片段组特征与 cfDNA 中测量的各种表观遗传标记之间存在很强的相关性。我们使用组蛋白修饰信号进一步将基因组分割成不同的染色质状态，揭示了与 cfDNA 片段组学的一致关联。这种关联通过组蛋白修饰物扰动实验得到进一步验证，证实染色质组织是 cfDNA 片段化的关键调节因子。在癌症诊断中，与转座子元件 (TE) 相关的 CfDNA 片段组特征优于全基因组指标，反映了癌症类型特异性模式。利用这些见解，我们开发了 TEANA（cfDNA 中的转座子元素分析），这是一种人工智能驱动的模型，使用一小组 TE 片段组学特征进行泛癌检测和肿瘤起源预测，在独立队列中实现了稳健的性能。因此，染色质状态驱动 cfDNA 碎片，而失调的 TE 为癌症诊断提供信息丰富的生物标志物。,,58e14bbef24170d3
Convergent genomic trajectories shape adaptation to life on land across animal lineages,https://www.nature.com/articles/s41467-026-75551-2,,Biological sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Rosa Fernández,,"How animals repeatedly adapted to life on land is a central question in evolutionary biology. While terrestrialisation occurred independently across animal phyla, it remains unclear whether shared genomic mechanisms underlie these transitions. Here, we combine large-scale comparative genomics, machine learning, and multi-omics data, including proteomics and transcriptomics from stress experiments relevant to terrestrial environmental challenges in 17 species, to investigate the genomic basis of animal terrestrial adaptation. Gene co-expression networks reveal that genes relevant to stress are largely lineage-specific, yet converge in function through the co-option of gene families pre-dating terrestrialisation events. Phylogenomic and machine learning analyses support a dominant role for early-evolving genes, enriched in stress-related functions, paired with a higher gene loss than gain at terrestrialisation nodes. Our findings support a model of lineage-specific genomic changes involving mostly conserved genes that converged at the functional level during the independent transitions to terrestrial life.",nature_html,,趋同的基因组轨迹塑造了跨动物谱系对陆地生活的适应,动物如何反复适应陆地生活是进化生物学的核心问题。虽然陆化在动物门中独立发生，但目前尚不清楚这些转变是否存在共同的基因组机制。在这里，我们结合了大规模比较基因组学、机器学习和多组学数据，包括来自与 17 个物种的陆地环境挑战相关的应激实验的蛋白质组学和转录组学，以研究动物陆地适应的基因组基础。基因共表达网络揭示，与压力相关的基因在很大程度上是谱系特异性的，但通过早于陆地化事件的基因家族的共同选择而在功能上趋同。系统基因组学和机器学习分析支持早期进化基因的主导作用，这些基因富含与压力相关的功能，并且在陆地化节点上基因损失高于获得。我们的研究结果支持谱系特异性基因组变化模型，涉及在独立过渡到陆地生命期间在功能水平上聚合的大部分保守基因。,,96b29d14ad174a22
Chemotherapy-induced senescence promotes stroma stiffness and antioxidant adaptation to promote chemoresistance in pancreatic ductal adenocarcinoma,https://www.nature.com/articles/s41467-026-75772-5,,Biological sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Yinmo Yang,,"Chemoresistance in pancreatic ductal adenocarcinoma (PDAC) is partly driven by pathological stromal remodeling, yet the underlying mechanisms remain poorly understood. Here, we show that gemcitabine treatment induces tumor cell senescence and activates cancer-associated fibroblasts via the senescence-associated secretory phenotype, leading to progressive fibrotic matrix stiffening. This biomechanical reprogramming engages the mechanosensitive ion channel Piezo1, triggering metabolic rewiring that renders BRG1-positive tumor cells increasingly dependent on NRF2-mediated antioxidant defenses. Piezo1 signaling promotes NRF2 nuclear translocation and its chromatin-remodeling cooperation with BRG1, thereby upregulating SLC7A11-dependent antioxidant programs and suppressing ferroptosis. Notably, the combination of the senolytic agent ABT-263 with the ferroptosis inducer Erastin effectively dismantles BRG1–NRF2-driven gemcitabine resistance, alleviates stromal fibrosis, enhances T-cell infiltration, and suppresses tumor growth in vivo. This senolytic–ferroptosis approach exploits metabolic vulnerabilities in chemotherapy-aged PDAC and provides a mechanistic rationale for stroma-targeted combination therapies.",nature_html,,化疗引起的衰老促进基质硬度和抗氧化适应，从而促进胰腺导管腺癌的化疗耐药性,胰腺导管腺癌（PDAC）的化疗耐药部分是由病理性基质重塑驱动的，但其潜在机制仍知之甚少。在这里，我们发现吉西他滨治疗诱导肿瘤细胞衰老，并通过衰老相关的分泌表型激活癌症相关的成纤维细胞，导致进行性纤维化基质硬化。这种生物力学重编程涉及机械敏感离子通道 Piezo1，触发代谢重新布线，使 BRG1 阳性肿瘤细胞越来越依赖 NRF2 介导的抗氧化防御。 Piezo1 信号传导促进 NRF2 核易位及其与 BRG1 的染色质重塑合作，从而上调 SLC7A11 依赖性抗氧化程序并抑制铁死亡。值得注意的是，抗衰老剂 ABT-263 与铁死亡诱导剂 Erastin 的组合可有效消除 BRG1-NRF2 驱动的吉西他滨耐药性，减轻基质纤维化，增强 T 细胞浸润，并抑制体内肿瘤生长。这种衰老-铁死亡方法利用了化疗老化的 PDAC 的代谢脆弱性，并为基质靶向联合疗法提供了机制原理。,,7fd066f6f97b83b3
Process-integrated engineered resting cells for biocatalytic production of rare natural sugars from sole methanol molecules,https://www.nature.com/articles/s41467-026-75664-8,,Biological sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Yujie Xiong,,"The biocatalytic conversion of green methanol, a promising feedstock, into high value-added products is seen as an attractive way to establish sustainable biomanufacturing. Although natural and engineered microorganisms can utilize methanol, efficiently converting C1 carbon into valuable chemicals in growing cells remains challenging because non-native pathways often suffer from low carbon utilization and limited catalytic stability. Here, we report the integration of an engineered enzyme cascade into resting cells and its coupling with a screened alcohol oxidase enzyme to develop an efficient and stable enzyme-resting cell cascade system for methanol conversion, achieving customizable production of L-erythrulose (C4 sugar) or L-sorbose (C6 sugar). This system shows a stimulated carbon atom economy for L-erythrulose production from methanol and significantly improved stability compared to free enzyme catalysis. By integrating enzyme cascades with durable resting cells, this strategy provides a versatile platform for converting methanol and other C1 substrates into value-added products.",nature_html,,工艺集成工程静息细胞，用于从单一甲醇分子生物催化生产稀有天然糖,将绿色甲醇（一种有前途的原料）生物催化转化为高附加值产品被视为建立可持续生物制造的一种有吸引力的方式。尽管天然和工程微生物可以利用甲醇，但在生长细胞中有效地将 C1 碳转化为有价值的化学物质仍然具有挑战性，因为非天然途径通常受到低碳利用和有限的催化稳定性的影响。在这里，我们报告了将工程酶级联整合到静息细胞中，并与筛选的醇氧化酶偶联，开发出高效稳定的酶静息细胞级联系统，用于甲醇转化，实现L-赤藓酮糖（C4糖）或L-山梨糖（C6糖）的定制生产。该系统显示出从甲醇生产L-赤藓酮糖的碳原子经济性得到了刺激，并且与游离酶催化相比稳定性显着提高。通过将酶级联与持久的静息细胞相结合，该策略提供了一个多功能平台，用于将甲醇和其他 C1 底物转化为增值产品。,,b295a2189f5e1ce2
"Immune correlates of risk for SARS-CoV-2 infection in children: a prospective, community-based cohort study",https://www.nature.com/articles/s41467-026-74684-8,,Biological sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Marco Carone,,"Few studies have characterized immune correlates of SARS-CoV-2 infection risk in children, particularly those with hybrid immunity from vaccination and prior infection. We conduct a prospective community-based cohort study of 1509 U.S. children (2022–2024), performing weekly SARS-CoV-2 PCR testing and measuring baseline binding and neutralizing antibody titers against multiple variants. Higher antibody levels, notably nucleocapsid-binding and Omicron-specific neutralizing antibodies, are significantly associated with reduced risk of SARS-CoV-2 infection after adjusting for age, recent infection, exposure settings, and temporal trends (adjusted hazard ratios ranging from 0.60 to 0.87 per positive unit difference in log10-fold antibody level (AU/mL)). Secondary analyses suggest these findings are robust to multiple stratifications of SARS-CoV-2 immune status, are relevant across different pediatric age groups, and appear to apply to both overall and symptomatic infection risk. Together, the results suggest that specific antibodies can predict relative infection risk in pediatric populations with diverse immune histories. Understanding these immune correlates may inform tailored vaccination strategies and risk assessments as SARS-CoV-2 continues to evolve.",nature_html,,儿童 SARS-CoV-2 感染风险的免疫相关性：一项基于社区的前瞻性队列研究,很少有研究描述儿童 SARS-CoV-2 感染风险的免疫相关性，特别是那些因疫苗接种和既往感染而具有混合免疫力的儿童。我们对 1509 名美国儿童（2022-2024 年）进行了一项基于社区的前瞻性队列研究，每周进行 SARS-CoV-2 PCR 检测，并测量针对多种变体的基线结合和中和抗体滴度。在调整年龄、近期感染、暴露环境和时间趋势后，较高的抗体水平，尤其是核衣壳结合抗体和 Omicron 特异性中和抗体，与 SARS-CoV-2 感染风险降低显着相关（调整后的风险比范围为每 log10 倍抗体水平 (AU/mL) 阳性单位差异 0.60 至 0.87）。二次分析表明，这些发现对于 SARS-CoV-2 免疫状态的多个分层来说是稳健的，与不同儿科年龄组相关，并且似乎适用于总体和症状感染风险。总之，结果表明特异性抗体可以预测具有不同免疫史的儿科人群的相对感染风险。随着 SARS-CoV-2 的不断发展，了解这些免疫相关性可能会为量身定制的疫苗接种策略和风险评估提供信息。,,37594236e983ead6
Delayed astrocyte development impairs Sema6a-Plxna2/4-mediated astrocyte-neuron crosstalk and causes depressive-like behavior,https://www.nature.com/articles/s41467-026-75697-z,,Biological sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Guoping Liu,,"Neural functions and circuit formation rely on intricate crosstalk among various cell types during critical periods. Disruptions or delays in this crosstalk between neurons and astrocytes lead to abnormal neural functions and neurodevelopmental disorders. However, the lack of robust mouse models to study the crosstalk between astrocytes and neurons thus renders unclear the implications of impeding such interactions. In this study, we demonstrate that Egfr knockout during the critical period of neuronal maturation results in a transient absence of astrocytes, with recovery observed in adult mice. This model thus provides a unique opportunity to investigate the effects of impaired astrocyte-neuron communication during development. Mechanically, we show that loss of Egfr disrupts the Egfr-pERK-Epb41l2 signaling axis, which in turn prevents glial progenitor cells from migrating outward. More importantly, Egfr deficiency during the critical period compromises astrocyte-neuron communication via the Sema6a-Plxna2/4 ligand-receptor pair. This impaired intercellular crosstalk reduces neuronal dendritic complexity and excitability, ultimately culminating in depressive-like behaviors in adult mice.",nature_html,,星形胶质细胞发育延迟损害Sema6a-Plxna2/4介导的星形胶质细胞-神经元串扰并导致抑郁样行为,神经功能和回路形成依赖于关键时期各种细胞类型之间复杂的串扰。神经元和星形胶质细胞之间的这种串扰的中断或延迟会导致神经功能异常和神经发育障碍。然而，由于缺乏强大的小鼠模型来研究星形胶质细胞和神经元之间的串扰，因此阻碍这种相互作用的影响尚不清楚。在这项研究中，我们证明，在神经元成熟的关键时期，Egfr 敲除会导致星形胶质细胞短暂缺失，但在成年小鼠中观察到恢复。因此，该模型提供了一个独特的机会来研究发育过程中星形胶质细胞-神经元通讯受损的影响。从机械角度来看，我们发现 Egfr 的缺失会破坏 Egfr-pERK-Epb41l2 信号轴，从而阻止神经胶质祖细胞向外迁移。更重要的是，关键时期的 Egfr 缺乏会损害星形胶质细胞-神经元通过 Sema6a-Plxna2/4 配体-受体对的通讯。这种受损的细胞间串扰降低了神经元树突的复杂性和兴奋性，最终导致成年小鼠出现抑郁样行为。,,3b918d7cab01a7b8
Reconfigurable optical arithmetic logic unit and its applications,https://www.nature.com/articles/s41467-026-75750-x,,Physical sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Yonghui Tian,,"The growing constraints of Moore’s Law have fundamentally impeded further advancement in the energy efficiency of conventional electronic integrated circuits. In response, integrated photonics has emerged as a promising solution due to its exceptional bandwidth and ultralow latency. Optical digital computing based on integrated photonics offers inherent advantages in operation speed and energy efficiency compared to electronic digital schemes. However, implementing multi-functional arithmetic logic primitives on photonic chips still face a considerable challenge, and the reported works are mainly limited to basic logic gates or isolated computing modules rather than reconfigurable computational systems. Here, we report a reconfigurable optical computing architecture utilizing silicon-based microring modulators, which can implement reconfigurable basic logic operations and various arithmetic logic units, including 2-bit adder, subtractor and digital comparator. The experimental results demonstrate high computational density of 528 Gb/s/mm2 and energy efficiency of 12.36 fJ/bit at the operation speed of 20 Gb/s. The proposed device’s practical viability is further demonstrated through multiple application scenarios including data encryption and image processing.",nature_html,,可重构光学算术逻辑单元及其应用,摩尔定律日益增长的限制从根本上阻碍了传统电子集成电路能效的进一步提高。为此，集成光子学因其卓越的带宽和超低延迟而成为一种有前景的解决方案。与电子数字方案相比，基于集成光子学的光学数字计算在运行速度和能源效率方面具有固有的优势。然而，在光子芯片上实现多功能算术逻辑基元仍然面临着相当大的挑战，并且报道的工作主要限于基本逻辑门或隔离计算模块，而不是可重构计算系统。在这里，我们报告了一种利用硅基微环调制器的可重构光学计算架构，它可以实现可重构的基本逻辑运算和各种算术逻辑单元，包括2位加法器、减法器和数字比较器。实验结果表明，在 20 Gb/s 的运行速度下，计算密度高达 528 Gb/s/mm2，能源效率为 12.36 fJ/bit。通过数据加密和图像处理等多个应用场景进一步证明了该设备的实际可行性。,,7b4157c6012b558c
"Dynamic modeling of solar-driven adsorption subcooling CO2 booster refrigeration plant with thermal energy storage: Life cycle energy, environmental, economic insights from the world",https://www.sciencedirect.com/science/article/pii/S0306261926010640?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-18 00:00:00+00:00,,Shengchun Liu,,,,,带热能存储的太阳能驱动吸附过冷二氧化碳增压制冷装置的动态建模：来自世界的生命周期能源、环境、经济见解,,,bae1bd00aaf959bb
