title,link,published,source,pub_date
Supramolecular Engineering of Twisted Intramolecular Charge Transfer (TICT) Dyes into Bright Fluorophores with Large Stokes Shifts,https://onlinelibrary.wiley.com/doi/10.1002/anie.202516458?af=R,2025-10-13 06:01:42 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2025-10-13 06:01:42+00:00
Directional Electron Transfer in Porphyrin‐Based Heteroleptic Metallacages for Enhanced Visible Light‐Driven Photocatalysis,https://onlinelibrary.wiley.com/doi/10.1002/anie.202518798?af=R,2025-10-13 06:03:05 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2025-10-13 06:03:05+00:00
Economics Nobel celebrates researchers who showed how science and technology drive growth,https://www.science.org/content/article/economics-nobel-celebrates-researchers-who-showed-how-science-and-technology-drives,2025-10-13 06:05:53 UTC,Latest News from Science Magazine,2025-10-13 06:05:53+00:00
The Effect of Cap Structure and Poly(A) Positioning on mRNA Translation Efficiency,https://onlinelibrary.wiley.com/doi/10.1002/anie.202514124?af=R,2025-10-13 06:24:03 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2025-10-13 06:24:03+00:00
Rhodopsin‐Mimicking Reversible Photo‐Switchable Chloride Channels Based on Azobenzene‐Appended Semiaza‐Bambusurils for Light‐Controlled Ion Transport and Cancer Cell Apoptosis,https://onlinelibrary.wiley.com/doi/10.1002/anie.202519101?af=R,2025-10-13 06:25:48 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2025-10-13 06:25:48+00:00
Robust Organic Photovoltaic Ternary Strategy Pairing Tunable Wide‐Bandgap Perovskites for Efficient Perovskite/Organic Tandems,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202508611?af=R,2025-10-13 06:26:23 UTC,Wiley: Advanced Materials: Table of Contents,2025-10-13 06:26:23+00:00
Hypercrosslinked Polymers for Volatile and Very Volatile Organic Compound Capture Beyond Commercial Benchmarks,https://onlinelibrary.wiley.com/doi/10.1002/anie.202513362?af=R,2025-10-13 06:27:15 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2025-10-13 06:27:15+00:00
High‐Selectivity Electrocatalytic Oxidation of Glycerol to C3‐Glyceraldehyde Coupled to H2O2 Production,https://onlinelibrary.wiley.com/doi/10.1002/anie.202514737?af=R,2025-10-13 06:28:23 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2025-10-13 06:28:23+00:00
Breaking of the Up‐Down Symmetry of DNA Origami on a Solid Substrate,https://onlinelibrary.wiley.com/doi/10.1002/anie.202507613?af=R,2025-10-13 06:32:40 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2025-10-13 06:32:40+00:00
Synergistic Isothiourea–Guanidine Additive for Achieving Stable Perovskite Solar Cells with a High Certified Quasi‐Steady‐State Output,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202514903?af=R,2025-10-13 06:33:26 UTC,Wiley: Advanced Materials: Table of Contents,2025-10-13 06:33:26+00:00
Engineering Autonomous Micro‐/Nanorobots for Neurological Diseases: From Barrier Crossing to Neuroenergetic Restoration,https://onlinelibrary.wiley.com/doi/10.1002/anie.202519696?af=R,2025-10-13 06:36:08 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2025-10-13 06:36:08+00:00
C─H Amination of Polypropylene with Sodium N‐Chloro‐Amides,https://onlinelibrary.wiley.com/doi/10.1002/anie.202516324?af=R,2025-10-13 06:37:24 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2025-10-13 06:37:24+00:00
From Self‐Healing to Smart‐Healing: A Self‐Diagnosing and Self‐Healing System Based on Artificial Intelligence,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202513641?af=R,2025-10-13 06:54:25 UTC,Wiley: Advanced Materials: Table of Contents,2025-10-13 06:54:25+00:00
Quantifying cell traction forces at the single-fiber scale in 3D: An approach based on deformable photopolymerized fiber arrays,https://www.pnas.org/doi/abs/10.1073/pnas.2507677122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,2025-10-13 07:00:00 UTC,Proceedings of the National Academy of Sciences: Keyword search for query,2025-10-13 07:00:00+00:00
A species interaction kick-starts ecological speciation in allopatry,https://www.pnas.org/doi/abs/10.1073/pnas.2506625122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,2025-10-13 07:00:00 UTC,Proceedings of the National Academy of Sciences: Keyword search for query,2025-10-13 07:00:00+00:00
Microbial oxidation significantly reduces methane export from global groundwaters,https://www.pnas.org/doi/abs/10.1073/pnas.2508773122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,2025-10-13 07:00:00 UTC,Proceedings of the National Academy of Sciences: Keyword search for query,2025-10-13 07:00:00+00:00
"Hydrothermal vent temperatures track magmatic inflation and forecast eruptions at the East Pacific Rise, 9°50’N",https://www.pnas.org/doi/abs/10.1073/pnas.2510245122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,2025-10-13 07:00:00 UTC,Proceedings of the National Academy of Sciences: Keyword search for query,2025-10-13 07:00:00+00:00
Reuniting crystallography with real space: Ab initio structure elucidation with 4D-STEM,https://www.pnas.org/doi/abs/10.1073/pnas.2508185122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,2025-10-13 07:00:00 UTC,Proceedings of the National Academy of Sciences: Keyword search for query,2025-10-13 07:00:00+00:00
Apusomonad rhodopsins: A new family of ultraviolet to blue light–absorbing rhodopsin channels,https://www.pnas.org/doi/abs/10.1073/pnas.2510619122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,2025-10-13 07:00:00 UTC,Proceedings of the National Academy of Sciences: Keyword search for query,2025-10-13 07:00:00+00:00
Post-reproductive lifespan in wild mountain gorillas,https://www.pnas.org/doi/abs/10.1073/pnas.2510998122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,2025-10-13 07:00:00 UTC,Proceedings of the National Academy of Sciences: Keyword search for query,2025-10-13 07:00:00+00:00
"Neural predictors of hidden, persistent psychological states at work",https://www.pnas.org/doi/abs/10.1073/pnas.2504382122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,2025-10-13 07:00:00 UTC,Proceedings of the National Academy of Sciences: Keyword search for query,2025-10-13 07:00:00+00:00
Sex differences in healthy brain aging are unlikely to explain higher Alzheimer’s disease prevalence in women,https://www.pnas.org/doi/abs/10.1073/pnas.2510486122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,2025-10-13 07:00:00 UTC,Proceedings of the National Academy of Sciences: Keyword search for query,2025-10-13 07:00:00+00:00
Climate change impacts on tropical cyclone–induced power outage risk: Sociodemographic differences in outage burdens,https://www.pnas.org/doi/abs/10.1073/pnas.2502266122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,2025-10-13 07:00:00 UTC,Proceedings of the National Academy of Sciences: Keyword search for query,2025-10-13 07:00:00+00:00
Smartphone use in a large US adult population: Temporal associations between objective measures of usage and mental well-being,https://www.pnas.org/doi/abs/10.1073/pnas.2427311122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,2025-10-13 07:00:00 UTC,Proceedings of the National Academy of Sciences: Keyword search for query,2025-10-13 07:00:00+00:00
Synthetic bottlebrush block copolymer prevents disease onset in Duchenne muscular dystrophy,https://www.pnas.org/doi/abs/10.1073/pnas.2513599122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,2025-10-13 07:00:00 UTC,Proceedings of the National Academy of Sciences: Keyword search for query,2025-10-13 07:00:00+00:00
Medicine on the menu: When illness informs appetite,https://www.pnas.org/doi/abs/10.1073/pnas.2524005122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,2025-10-13 07:00:00 UTC,Proceedings of the National Academy of Sciences: Keyword search for query,2025-10-13 07:00:00+00:00
Gating of immune-triggered cell death is a redox rhythm–specific output,https://www.pnas.org/doi/abs/10.1073/pnas.2523642122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,2025-10-13 07:00:00 UTC,Proceedings of the National Academy of Sciences: Keyword search for query,2025-10-13 07:00:00+00:00
Guardians at the border: Peritumoral macrophages fight breast cancer,https://www.pnas.org/doi/abs/10.1073/pnas.2523640122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,2025-10-13 07:00:00 UTC,Proceedings of the National Academy of Sciences: Keyword search for query,2025-10-13 07:00:00+00:00
The simulation of judgment in LLMs,https://www.pnas.org/doi/abs/10.1073/pnas.2518443122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,2025-10-13 07:00:00 UTC,Proceedings of the National Academy of Sciences: Keyword search for query,2025-10-13 07:00:00+00:00
Sperm and offspring production in a nonobstructive azoospermia mouse model via testicular mRNA delivery using lipid nanoparticles,https://www.pnas.org/doi/abs/10.1073/pnas.2516573122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,2025-10-13 07:00:00 UTC,Proceedings of the National Academy of Sciences: Keyword search for query,2025-10-13 07:00:00+00:00
Precise gene editing of pathogenic Lamin A mutations corrects cardiac disease,https://www.pnas.org/doi/abs/10.1073/pnas.2515267122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,2025-10-13 07:00:00 UTC,Proceedings of the National Academy of Sciences: Keyword search for query,2025-10-13 07:00:00+00:00
Functional organization of the primary motor cortex in psychosis and the potential role of intereffector regions in psychomotor slowing,https://www.pnas.org/doi/abs/10.1073/pnas.2425388122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,2025-10-13 07:00:00 UTC,Proceedings of the National Academy of Sciences: Keyword search for query,2025-10-13 07:00:00+00:00
High-magnetic-field phases in U1-xThxTe2,https://www.pnas.org/doi/abs/10.1073/pnas.2521261122?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,2025-10-13 07:00:00 UTC,Proceedings of the National Academy of Sciences: Keyword search for query,2025-10-13 07:00:00+00:00
Regulating Polymer Demixing Dynamics to Construct a Low‐Tortuosity Host for Stable High‐Energy‐Density Lithium Metal Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202510919?af=R,2025-10-13 07:16:14 UTC,Wiley: Advanced Materials: Table of Contents,2025-10-13 07:16:14+00:00
Reaction‐Induced Phase Engineering of CuCo Nanoparticles for Enhanced Photothermal CO2 Hydrogenation,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202515661?af=R,2025-10-13 07:26:46 UTC,Wiley: Advanced Materials: Table of Contents,2025-10-13 07:26:46+00:00
Ultrahigh‐Water‐Content yet Robust Hydrogels Enabled by Bioinspired Laminated Membranous Network,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202511595?af=R,2025-10-13 07:34:29 UTC,Wiley: Advanced Materials: Table of Contents,2025-10-13 07:34:29+00:00
Outside Front Cover: Sub‐2 Nm Palladium Phosphide: A Highly Active and Selective Catalyst for the Hydrogenation of Furfural to Furfuryl Alcohol,https://onlinelibrary.wiley.com/doi/10.1002/anie.202521821?af=R,2025-10-13 07:35:39 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2025-10-13 07:35:39+00:00
DNA from rum-soaked fishes chronicles century of environmental change,https://www.science.org/content/article/dna-rum-soaked-fishes-chronicles-century-environmental-change,2025-10-13 08:45:00 UTC,Latest News from Science Magazine,2025-10-13 08:45:00+00:00
[ASAP] Discovery and Biosynthetic Interrogation of a Cobalt-Containing Terpene-Polyketide-Nonribosomal Peptide Tribrid with Anticoronavirus Activity,http://dx.doi.org/10.1021/jacs.5c16450,2025-10-13 09:16:58 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-10-13 09:16:58+00:00
[ASAP] Synergistic Rh/La Codoping Enables Trap-Mediated Charge Separation in Layered Perovskite Photocatalysts,http://dx.doi.org/10.1021/jacs.5c12425,2025-10-13 09:28:56 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-10-13 09:28:56+00:00
[ASAP] Real-Time Untargeted Monitoring of Intracellular Metabolism in Live Cells Using 1H NMR and Extracellular Signal Suppression,http://dx.doi.org/10.1021/jacs.5c10909,2025-10-13 10:18:37 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-10-13 10:18:37+00:00
[ASAP] Copper-Catalyzed Asymmetric Nitrenoid Transfer to Access Fused δ-Lactams via HFIP-Assisted Aziridination and Cascade Cyclization,http://dx.doi.org/10.1021/jacs.5c14319,2025-10-13 11:05:21 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-10-13 11:05:21+00:00
[ASAP] Discovery and Mechanism of a Diiron Enzyme in Ethylidene Azetidine Formation,http://dx.doi.org/10.1021/jacs.5c12910,2025-10-13 11:53:18 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-10-13 11:53:18+00:00
[ASAP] Dry-Processed Carbon Nanotube Electrodes Enabling Highly Stable Perovskite Solar Cells with Near-Gold Efficiency,http://dx.doi.org/10.1021/acsenergylett.5c02692,2025-10-13 12:07:37 UTC,ACS Energy Letters: Latest Articles (ACS Publications),2025-10-13 12:07:37+00:00
[ASAP] Pretargeted Mitochondrial Delivery of Organoarsenicals for Cancer Immunotherapy,http://dx.doi.org/10.1021/jacs.5c12201,2025-10-13 19:26:13 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-10-13 19:26:13+00:00
Adaptive 3D printing,https://www.nature.com/articles/s41563-025-02387-4,2025-10-14 00:00:00 UTC,Nature Materials,2025-10-14 00:00:00+00:00
AI bots wrote and reviewed all papers at this conference,https://www.nature.com/articles/d41586-025-03363-3,2025-10-14 00:00:00 UTC,Nature,2025-10-14 00:00:00+00:00
Carbon credits are failing to help with climate change — here’s why,https://www.nature.com/articles/d41586-025-03313-z,2025-10-14 00:00:00 UTC,Nature,2025-10-14 00:00:00+00:00
Inside our university’s mission to pivot to research,https://www.nature.com/articles/d41586-025-03301-3,2025-10-14 00:00:00 UTC,Nature,2025-10-14 00:00:00+00:00
Analysis of cfDNA fragmentomics metrics and commercial targeted sequencing panels,https://www.nature.com/articles/s41467-025-64153-z,2025-10-14 00:00:00 UTC,Nature Communications,2025-10-14 00:00:00+00:00
Empathi: embedding-based phage protein annotation tool by hierarchical assignment,https://www.nature.com/articles/s41467-025-64177-5,2025-10-14 00:00:00 UTC,Nature Communications,2025-10-14 00:00:00+00:00
Monovalent anion-selective membranes fabricated via in situ interfacial polymerization,https://www.nature.com/articles/s41467-025-64196-2,2025-10-14 00:00:00 UTC,Nature Communications,2025-10-14 00:00:00+00:00
Raman identification of single nucleotides flowing through permeable plasmonic films,https://www.nature.com/articles/s41467-025-64165-9,2025-10-14 00:00:00 UTC,Nature Communications,2025-10-14 00:00:00+00:00
Linking electrocatalytic turnover to elementary step rates in hydrocarbon fuel oxidation,https://www.nature.com/articles/s41467-025-63910-4,2025-10-14 00:00:00 UTC,Nature Communications,2025-10-14 00:00:00+00:00
"Dynamic beam-stabilized, additive-printed flexible antenna arrays with on-chip rapid insight generation",https://www.nature.com/articles/s41467-025-64135-1,2025-10-14 00:00:00 UTC,Nature Communications,2025-10-14 00:00:00+00:00
Understanding discrepancies in noncovalent interaction energies from wavefunction theories for large molecules,https://www.nature.com/articles/s41467-025-64104-8,2025-10-14 00:00:00 UTC,Nature Communications,2025-10-14 00:00:00+00:00
The race to uncover snow’s many mysteries before it disappears forever,https://www.nature.com/articles/d41586-025-03310-2,2025-10-14 00:00:00 UTC,Nature,2025-10-14 00:00:00+00:00
The probiotic home: where microbes are welcome guests,https://www.nature.com/articles/d41586-025-03291-2,2025-10-14 00:00:00 UTC,Nature,2025-10-14 00:00:00+00:00
The spectre of malnutrition is back and must be tackled — fast,https://www.nature.com/articles/d41586-025-03305-z,2025-10-14 00:00:00 UTC,Nature,2025-10-14 00:00:00+00:00
Retraction Note: Epstein–Barr virus-encoded microRNA BART1 induces tumour metastasis by regulating PTEN-dependent pathways in nasopharyngeal carcinoma,https://www.nature.com/articles/s41467-025-65152-w,2025-10-14 00:00:00 UTC,Nature Communications,2025-10-14 00:00:00+00:00
Longer grant cycles would boost research in Africa,https://www.nature.com/articles/d41586-025-03360-6,2025-10-14 00:00:00 UTC,Nature,2025-10-14 00:00:00+00:00
Faulty mitochondria cause deadly diseases: fixing them is about to get a lot easier,https://www.nature.com/articles/d41586-025-03307-x,2025-10-14 00:00:00 UTC,Nature,2025-10-14 00:00:00+00:00
Selective CO2 uptake mimics dissolution in highly fluorinated non-porous crystalline materials,https://www.nature.com/articles/s41557-025-01943-4,2025-10-14 00:00:00 UTC,Nature Chemistry,2025-10-14 00:00:00+00:00
Interfacial pH gradients suppress HER at high currents in zinc metal batteries,https://www.cell.com/joule/fulltext/S2542-4351(25)00348-4?rss=yes,2025-10-14 00:00:00 UTC,Joule,2025-10-14 00:00:00+00:00
Closed-loop recycling of polyethylene to ethylene and propylene via a kinetic decoupling–recoupling strategy,https://www.nature.com/articles/s44286-025-00290-y,2025-10-14 00:00:00 UTC,Nature Chemical Engineering,2025-10-14 00:00:00+00:00
Precisely modulating Li2CO3 coverage on Ni-rich cathode boosts sulfide solid-state lithium battery performance,https://www.cell.com/chem/fulltext/S2451-9294(25)00366-3?rss=yes,2025-10-14 00:00:00 UTC,Chem,2025-10-14 00:00:00+00:00
All-in-one cathode design for all-solid-state batteries,https://www.nature.com/articles/s41578-025-00850-x,2025-10-14 00:00:00 UTC,Nature Reviews Materials,2025-10-14 00:00:00+00:00
Deep cracking of polyethylene to light olefins,https://www.nature.com/articles/s44286-025-00285-9,2025-10-14 00:00:00 UTC,Nature Chemical Engineering,2025-10-14 00:00:00+00:00
Red lines for religious AI,https://www.nature.com/articles/d41586-025-03359-z,2025-10-14 00:00:00 UTC,Nature,2025-10-14 00:00:00+00:00
Brazil’s COP30 legacy should be to protect more of its forests,https://www.nature.com/articles/d41586-025-03361-5,2025-10-14 00:00:00 UTC,Nature,2025-10-14 00:00:00+00:00
Do rats double-dip food with their tails?,https://www.nature.com/articles/d41586-025-03329-5,2025-10-14 00:00:00 UTC,Nature,2025-10-14 00:00:00+00:00
Japan declares a flu epidemic — what this means for other nations,https://www.nature.com/articles/d41586-025-03367-z,2025-10-14 00:00:00 UTC,Nature,2025-10-14 00:00:00+00:00
Gigantic black holes did not have starring role in early cosmic transition,https://www.nature.com/articles/d41586-025-03302-2,2025-10-14 00:00:00 UTC,Nature,2025-10-14 00:00:00+00:00
AI’s therapeutic potential goes beyond emotional connection,https://www.nature.com/articles/d41586-025-03358-0,2025-10-14 00:00:00 UTC,Nature,2025-10-14 00:00:00+00:00
High‐Throughput Electron Transfer in Inorganic–Organic Interfacial Electric Field Enabling Selective CO2 Photoreduction,https://onlinelibrary.wiley.com/doi/10.1002/anie.202516801?af=R,2025-10-14 03:05:49 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2025-10-14 03:05:49+00:00
Intramolecular Hydrogen‐Bonding Catalyst/Initiator for Precise Synthesis of Polycarbonates and Copolymers with Unprecedented Activity and Molecular Weights,https://onlinelibrary.wiley.com/doi/10.1002/anie.202510728?af=R,2025-10-14 03:27:28 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2025-10-14 03:27:28+00:00
Generalizing Vinyl Halide Cross‐Coupling Reactions with Photoredox and Photoredox/Nickel Dual Catalysis,https://onlinelibrary.wiley.com/doi/10.1002/anie.202510715?af=R,2025-10-14 03:27:28 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2025-10-14 03:27:28+00:00
One‐Step Solvent‐Assisted Cation Exchange Approach to Hollow Metal–Organic Frameworks Nanoreactors with Orderly Distributed Active Sites for Tandem Catalysis,https://onlinelibrary.wiley.com/doi/10.1002/anie.202510664?af=R,2025-10-14 03:27:28 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2025-10-14 03:27:28+00:00
