title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source,must_have_abstract,title_zh,abstract_zh,categories,stable_id
An adaptive modeling method with optimal order selection for thermostatically controlled loads,https://www.sciencedirect.com/science/article/pii/S0306261926010032?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-11 00:00:00+00:00,,Wen-Yan Hu,,,,,一种具有最佳阶数选择的恒温控制负载的自适应建模方法,,,c0064e26446bfb13
A two-stage distributed optimization for non-convex P2P energy trading in prosumer-based distribution networks,https://www.sciencedirect.com/science/article/pii/S0306261926010184?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-11 00:00:00+00:00,,Xiaofei Wang,,,,,基于产消者的配电网络中非凸 P2P 能源交易的两阶段分布式优化,,,3f0c278fd4c40d4c
Bridging macro-trend and micro-dynamics: A robust mixed-frequency framework for mid-term load forecasting,https://www.sciencedirect.com/science/article/pii/S0306261926010160?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-11 00:00:00+00:00,,Dalin Qin,,,,,连接宏观趋势和微观动态：用于中期负荷预测的稳健混合频率框架,,,d53adf2c78057785
A data-driven model based on parallel acceleration and BERT to improve accuracy for short-term photovoltaic power prediction,https://www.sciencedirect.com/science/article/pii/S0306261926010512?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-11 00:00:00+00:00,,Qianqiu Qiu,,,,,基于并行加速和BERT的数据驱动模型，提高短期光伏功率预测的准确性,,,705a875d82741717
"Bi-level stochastic planning and energy management of a multi-carrier energy system with electrical, cooling, heating, and hydrogen hubs",https://www.sciencedirect.com/science/article/pii/S0306261926009918?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-11 00:00:00+00:00,,Abdelfatah Ali,,,,,具有电力、冷却、加热和氢中心的多载体能源系统的双层随机规划和能源管理,,,3fce82aff02ba5ad
A trustworthy hybrid human-LLM assisted safe reinforcement learning method for distribution network operation,https://www.sciencedirect.com/science/article/pii/S0306261926010433?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-11 00:00:00+00:00,,Jianguo Zhu,,,,,一种值得信赖的混合人类-法学硕士辅助的配电网运行安全强化学习方法,,,26882c2089f8ae37
Balancing climate ambition and price stability: The case of South Africa’s carbon tax,https://www.sciencedirect.com/science/article/pii/S0301421526004179?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-07-11 00:00:00+00:00,,Abraham Lartey,,,,,平衡气候目标和价格稳定：南非碳税案例,,,a82283f7cf88ff69
Conflict-averse federated multi-task learning for power system stability assessment,https://www.sciencedirect.com/science/article/pii/S0306261926010172?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-12 00:00:00+00:00,,Chao Ren,,,,,用于电力系统稳定性评估的冲突规避联合多任务学习,,,c999d7375c495f32
Sample-efficient LLM fault diagnosis for HVAC systems via active sampling and SHAP-guided evidence condensation,https://www.sciencedirect.com/science/article/pii/S0306261926010354?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-12 00:00:00+00:00,,Zhenqian Chen,,,,,通过主动采样和 SHAP 引导证据压缩，对 HVAC 系统进行高效采样的 LLM 故障诊断,,,90a3fd57d721a3cf
Physics-informed reinforcement learning for energy-efficient minute-scale control of split-type air-conditioning systems: Experimental validation on real hardware,https://www.sciencedirect.com/science/article/pii/S0306261926010561?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-12 00:00:00+00:00,,Yiyang Zhang,,,,,用于分体式空调系统节能分钟级控制的物理强化学习：真实硬件上的实验验证,,,a3302c7e6d5f142e
Performance evaluation and transient characteristics of a kerosene-fueled SOFC-GT hybrid aviation power system for long-endurance UAVs under multi-scenario operation,https://www.sciencedirect.com/science/article/pii/S0306261926010809?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-12 00:00:00+00:00,,Lingzhi Han,,,,,长航时无人机煤油燃料SOFC-GT混合动力系统多场景运行性能评估及瞬态特性,,,5ddb1c1ff1377369
Assessing scale-dependent aeroelastic load responses of 5 MW and 22 MW wind turbines under varying atmospheric stability,https://www.sciencedirect.com/science/article/pii/S0306261926010299?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-12 00:00:00+00:00,,Wei Yu,,,,,评估不同大气稳定性下 5 MW 和 22 MW 风力涡轮机的规模相关气动弹性载荷响应,,,61685657cccae191
An evolutionary planning model for hydrogen infrastructure with state transitions and endogenous hierarchy formation: A case study of the Beijing-Tianjin-Hebei region,https://www.sciencedirect.com/science/article/pii/S0306261926010330?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-12 00:00:00+00:00,,Xiaoyu Li,,,,,具有状态变迁和内生层级形成的氢能基础设施演化规划模型：以京津冀地区为例,,,1ceedb41d75135a4
Data-driven perspectives on pyrolysis of heterogeneous solid waste for hydrogen production: A comprehensive review,https://www.sciencedirect.com/science/article/pii/S0306261926010123?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-12 00:00:00+00:00,,Xiao-Hu Dai,,,,,异质固体废物热解制氢的数据驱动视角：综合综述,,,6a6d36117dafabbf
Sustainable power through fuel cells: Applications and prospects in stationary and transportation sectors,https://www.sciencedirect.com/science/article/pii/S0306261926010081?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-12 00:00:00+00:00,,Iftikhar Hussain,,,,,通过燃料电池提供可持续电力：固定和运输领域的应用和前景,,,e54b3da672800116
Power and parity: Viewing energy poverty from the lens of gender inequality in the developing countries,https://www.sciencedirect.com/science/article/pii/S0301421526004209?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-07-12 00:00:00+00:00,,Tanaya Saha,,,,,权力与平等：从发展中国家性别不平等的角度看待能源贫困,,,bcd0e49fa8931afb
Atmospheric CO₂-to-acetaldehyde artificial photosynthesis in metallo hydrogen-bonded organic frameworks,https://www.nature.com/articles/s41467-026-75384-z,,Physical sciences : Nature Communications subject feeds,2026-07-12 00:00:00+00:00,,Rong Tan,,"Artificial photosynthesis of acetaldehyde from atmospheric CO2 is highly promising, yet remains severely limited by low CO2 concentration in air and sluggish proton transfer kinetics. Herein, we report metallo hydrogen-bonded organic frameworks (MHOFs) of HNNU-X (X = O, S, Se) which enable acetaldehyde synthesis directly from air, water, and natural sunlight. Among them, HNNU-Se exhibits a competitive acetaldehyde production rate of 557.1 μmol g⁻¹ h⁻¹ with high electron-based selectivity of 95% under outdoor conditions, without need of sacrificial agents. Mechanistic studies reveal that HNNU-X creates a proton-rich microenvironment in which [Zn(tpy)]2+ cations function as CO2 capture and activation sites for direct air capture, while [XCN]– anions serve as proton shuttles, facilitating rapid transfer of in-situ generated H⁺ from solar-driven water oxidation to adsorbed CO2. This work enables the synergistic coupling of CO2 reduction and H2O oxidation, thereby achieving efficient artificial photosynthesis of acetaldehyde.",nature_html,,金属氢键有机框架中大气二氧化碳转化为乙醛的人工光合作用,利用大气二氧化碳进行人工光合作用乙醛的前景非常广阔，但仍受到空气中二氧化碳浓度低和质子转移动力学缓慢的严重限制。在此，我们报道了 HNNU-X（X = O、S、Se）的金属氢键有机骨架（MHOF），它能够直接从空气、水和自然阳光中合成乙醛。其中，HNNU-Se在室外条件下无需牺牲剂即可展现出具有竞争力的乙醛产率，可达557.1 μmol g⁻1 h⁻1，且基于电子的选择性高达95%。机理研究表明，HNNU-X 创造了一个富含质子的微环境，其中 [Zn(tpy)]2+ 阳离子充当 CO2 捕获和直接空气捕获的活化位点，而 [XCN]- 阴离子充当质子穿梭机，促进原位产生的 H⁺ 从太阳能驱动的水氧化到吸附的 CO2 的快速转移。这项工作使得CO2还原和H2O氧化协同耦合，从而实现乙醛的高效人工光合作用。,,c1bdffb46af42dbe
"Multi-objective optimisation of CCUS supply chains: Bridging economic, environmental, and safety performance",https://www.sciencedirect.com/science/article/pii/S0306261926009992?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-12 00:00:00+00:00,,Lazaros G. Papageorgiou,,,,,CCUS 供应链的多目标优化：桥接经济、环境和安全绩效,,,e5859e857bb4fa0f
How does AI family drive the industrial chain upgrading of solar cells?,https://www.sciencedirect.com/science/article/pii/S0306261926010573?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-12 00:00:00+00:00,,You-hua Chen,,,,,AI家族如何带动太阳能电池产业链升级？,,,1339e281b8a77abb
"Do renewable portfolio standards moderate the emissions-growth relationship? Evidence from U.S. States, 2001–2022",https://www.sciencedirect.com/science/article/pii/S0301421526004131?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-07-12 00:00:00+00:00,,Steven R. Miller,,,,,可再生能源组合标准是否调节了排放与增长的关系？来自美国各州的证据，2001-2022 年,,,20aa86fb20744c49
Degradation of polymer-electrolyte membrane fuel cells tested at 80 and 95 °C using stack hardware,https://www.sciencedirect.com/science/article/pii/S0306261926010020?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-12 00:00:00+00:00,,Pawel Gazdzicki,,,,,使用堆栈硬件在 80 和 95 °C 下测试聚合物电解质膜燃料电池的降解,,,ae87c5b08e53e6fe
First-life histories leave lasting imprints: decoding path-dependent fingerprints governing second-life battery degradation and safety,https://www.sciencedirect.com/science/article/pii/S0306261926010135?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-12 00:00:00+00:00,,Xi Zhang,,,,,第一次生命的历史留下了持久的印记：解码控制第二次生命电池退化和安全的路径依赖指纹,,,3bafc9182bdf5789
Rethinking spatial units in BEV fast charging planning: A meso-level mobility-based approach,https://www.sciencedirect.com/science/article/pii/S0306261926010147?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-12 00:00:00+00:00,,Hany E.Z. Farag,,,,,重新思考纯电动汽车快速充电规划中的空间单元：基于中观级别移动性的方法,,,c1dd165fdf293272
Efficient dynamic-aware deep reinforcement learning for solving capacitated electric vehicle routing problems with service time windows and time-of-use electricity prices,https://www.sciencedirect.com/science/article/pii/S0306261926010159?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-12 00:00:00+00:00,,Badong Chen,,,,,高效的动态感知深度强化学习，用于解决具有服务时间窗口和使用时间电价的容量电动汽车路径问题,,,88f58d4ba8a4d8c4
How urban morphology shapes the potential of vehicle-integrated photovoltaics in cities across the world,https://www.sciencedirect.com/science/article/pii/S0306261926009542?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-12 00:00:00+00:00,,Muhammad A. Alam,,,,,城市形态如何塑造世界各地城市车载光伏发电的潜力,,,08c11b519a3e926e
Hybrid shared energy storage planning for enhanced reliability in multi-energy complementary systems: a bi-level optimization framework integrating geospatial analysis and deep learning forecasting,https://www.sciencedirect.com/science/article/pii/S0306261926009669?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-12 00:00:00+00:00,,Tai Ju,,,,,用于增强多能源互补系统可靠性的混合共享储能规划：集成地理空间分析和深度学习预测的双层优化框架,,,c073ec9d7e691d95
Non-iterative coordinated optimal scheduling for multi-microgrid distribution system under frequency-aware islanding constraints,https://www.sciencedirect.com/science/article/pii/S030626192600989X?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-12 00:00:00+00:00,,Hongjie Jia,,,,,频率感知孤岛约束下多微电网配电系统非迭代协调优化调度,,,1e486e998c5ff53f
A resilience-aware methodology to support data center optimal allocation considering the transmission grid’s hosting capacity,https://www.sciencedirect.com/science/article/pii/S0306261926010056?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-12 00:00:00+00:00,,Enrico Pons,,,,,考虑输电网托管容量的弹性感知方法，支持数据中心优化分配,,,b110fd2270f7f6d0
Coordinated transmission-distribution load restoration under N-k contingencies: a distributed optimization and reinforcement learning approach,https://www.sciencedirect.com/science/article/pii/S0306261926009827?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-12 00:00:00+00:00,,Jianzhong Wu,,,,,N-k 突发事件下的协调输配电负荷恢复：分布式优化和强化学习方法,,,191d81b812c39c3f
Cross-sectoral carbon emission flow model based three-stage low-carbon planning framework of integrated electricity‑hydrogen-transportation system,https://www.sciencedirect.com/science/article/pii/S030626192600992X?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-12 00:00:00+00:00,,Fushuan Wen,,,,,基于跨部门碳排放流量模型的电氢运一体化三阶段低碳规划框架,,,8b39cdaea4cac936
Dimensionality reduction framework of cathode operating conditions for PEMFC voltage behavior under high humidity: A two-index approach,https://www.sciencedirect.com/science/article/pii/S0306261926009001?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-12 00:00:00+00:00,,Lei Xing,,,,,高湿度下 PEMFC 电压行为的阴极工作条件降维框架：双指数方法,,,b5337a3759836303
Geopolitical conflict and firms’ energy transition: A quasi-natural experiment from the Russia–Ukraine conflict,https://www.sciencedirect.com/science/article/pii/S0301421526004258?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-07-12 00:00:00+00:00,,Dongyang Zhang,,,,,地缘政治冲突与企业能源转型：俄罗斯-乌克兰冲突的准自然实验,,,fb289dfecd6bd6f1
Photo-thermal synergy and bubble dynamics in an anion exchange membrane photoelectrochemical water splitting reactor under concentrated light,https://www.sciencedirect.com/science/article/pii/S0306261926009979?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-12 00:00:00+00:00,,Zhenyu Tian,,,,,聚光下阴离子交换膜光电化学水分解反应器的光热协同和气泡动力学,,,49d42953443b2c16
A cross-level coupled analysis of a differential-pressure PEM electrolysis cell and a water electrolysis system driven by multi-objective optimisation,https://www.sciencedirect.com/science/article/pii/S0306261926009712?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-12 00:00:00+00:00,,Simin Wang,,,,,多目标优化驱动的差压质子交换膜电解槽和水电解系统的跨级耦合分析,,,1d08198cf61a67bc
