title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source
Pan-cancer single-cell atlases of mouse and human tumor-associated dendritic cells,https://www.nature.com/articles/s41467-026-73721-w,,Nature Communications,2026-05-30 00:00:00+00:00,10.1038/s41467-026-73721-w,Damya Laoui,,"Dendritic cells (DCs) are critical inducers of anti-tumor immunity. To achieve a comprehensive mapping of mouse and human DC subsets and states in a cancer context, here we generate pan-cancer mouse and human tumor-associated DC (TADC) scRNA-seq atlases, encompassing 14 mouse tumor models and 10 human cancer types, within which we identify several lineage-defined DC subsets along with maturation/functional states. We show that TADCs acquire an inflammatory profile with tumor progression and that tumor-mediated reprogramming occurs within the DCs from lymph nodes of tumor-bearing mice. Importantly, we demonstrate that TADCs are broadly conserved between mice and humans, although species-specific differences may exist in some subsets and states. Moreover, we present a comprehensive assessment of how different human TADC clusters associate with patient survival outcomes. Overall, we provide an in-depth characterization of the TADC compartment in mouse and human cancers, which can improve our understanding of the tumor microenvironment and contribute to the development of new anti-cancer therapies.",nature_html
Does U.S.-China trade war exacerbate energy poverty? Evidence from Chinese households,https://www.sciencedirect.com/science/article/pii/S0301421526003083?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-05-30 00:00:00+00:00,,Morris Ming Liu,,,
Extraordinary heat insulation in RbAg4I5,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag318/8698482?rss=1,,National Science Review Advance Access,2026-05-30 00:00:00+00:00,10.1093/nsr/nwag318,Yanzhong Pei,,"Superionic conductors are characterized by highly mobile charged ions, reflecting the presence of loosely bonded and partially occupied species within their crystal structures. These structural features are also essential for achieving high-performance thermal insulation. However, conventional skeleton materials used for thermal insulation, such as SiO2, lack such crystallographic attributes. As a result, room-temperature thermal conductivity (κ) values for fully dense and 3%-dense SiO2 remain around 1400 and 15 mW m−1 K−1, respectively. This work demonstrates the use of superionic conductors as a new paradigm for thermal insulation. Single-crystalline RbAg4I5 is shown to exhibit an exceptionally low κ of 130 mW m−1 K−1 at room temperature. Furthermore, a 3.6%-dense porous form of RbAg4I5 achieves a record-low κ of only 6 mW m−1 K−1 substantially outperforming existing porous thermal insulators. When applied as filler in a conventional Bi2Te3 thermoelectric device, this porous insulator suppresses gas-mediated heat transfer, leading to a 10% improvement in device performance. In addition, this material effectively isolates heat from a CPU to enable a temperature drop of 5.3 K for the adjacent flash memory thus a 16% improvement in its startup speed. The design strategy introduced here is expected to open new pathways for advancing thermal management technologies.",rss_oup
High-throughput production of microbatteries by a stack-punching method,https://www.nature.com/articles/s41467-026-73912-5,,Nature Communications,2026-05-30 00:00:00+00:00,10.1038/s41467-026-73912-5,Hao Sun,,"Microbatteries are critical power sources for integrated circuits, wearable electronics, implantable medical devices, and microrobots. However, their practical applications have been limited by conventional bottom-up assembly methods, which suffer from low production efficiency, poor uniformity, and inferior electrochemical performance. Here we report a top-down stack-punching approach for high-throughput production of microbatteries. Through the integration of an initially anode-free design with an interpenetrating positive electrode|electrolyte fusion layer, we construct robust electrode|electrolyte interfaces to withstand the mechanical stress induced by the high-speed punching process, with a high production rate of 1800 units per hour. The resulting microbatteries are highly uniform in both physical dimensions and electrochemical performance, achieving a maximum volumetric energy density of 1306 mWh cm−3, highly competitive among state-of-the-art microbattery technologies. As a proof-of-concept, these microbatteries are integrated with miniature sensors for continuous health monitoring and mounted onto ants and bees to potentially develop biohybrid microsystems for ecological and geological data collection. Overall, our stack-punching approach offers a promising tool for the large-scale manufacture of high-performance microbatteries, facilitating their translation into next-generation electronic devices and systems.",nature_html
Prospect and advancement of high-entropy alloys as solid-state hydrogen storage materials for large-scale applications,https://www.sciencedirect.com/science/article/pii/S0306261926007257?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-30 00:00:00+00:00,,Song-Jeng Huang,,,
Natural hydrogen systems: understanding accumulation and confronting subsurface challenges,https://www.sciencedirect.com/science/article/pii/S030626192600694X?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-30 00:00:00+00:00,,Aliakbar Hassanpouryouzband,,,
Exploring flexibility of hydrogen energy storage in power system via multi-time-resolution uncertainty,https://www.sciencedirect.com/science/article/pii/S0306261926007208?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-30 00:00:00+00:00,,Xifan Wang,,,
Operating region characterization for electric-hydrogen coupling systems considering degradation of key components in PEM electrolyzers,https://www.sciencedirect.com/science/article/pii/S0306261926007130?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-30 00:00:00+00:00,,Yifan Wang,,,
Two-stage uncertainty modeling for temporal energy scheduling during extreme weather conditions,https://www.sciencedirect.com/science/article/pii/S0306261926006872?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-30 00:00:00+00:00,,H. Vincent Poor,,,
Hearing higher-order Weyl exceptional ring in lossy metamaterials,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag311/8698485?rss=1,,National Science Review Advance Access,2026-05-30 00:00:00+00:00,10.1093/nsr/nwag311,Franco Nori,,,
Detection of false data injection and black-box adversarial attacks in peer-to-peer energy trading: A cloud-edge collaborative context-aware learning approach,https://www.sciencedirect.com/science/article/pii/S0306261926007506?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-30 00:00:00+00:00,,Keng-Weng Lao,,,
DSDINet: Deep semantic decoupling and integration photovoltaic solar cell defect segmentation network,https://www.sciencedirect.com/science/article/pii/S0306261926007452?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-30 00:00:00+00:00,,Jinxia Zhang,,,
Laser fabricated micropattern of anode flow field enhances under-rib mass transport and performance in PEM water electrolysis,https://www.sciencedirect.com/science/article/pii/S0306261926007427?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-30 00:00:00+00:00,,Qiang Liao,,,
Federated electricity demand forecasting: A client selection mechanism based on TimeVAE latent representations,https://www.sciencedirect.com/science/article/pii/S0306261926007166?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-30 00:00:00+00:00,,Hugo Morais,,,
Climate-resilient plant factory cultivation via diffusion policy for intelligent energy management and sustainable crop production,https://www.sciencedirect.com/science/article/pii/S0306261926007610?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-30 00:00:00+00:00,,Fengqi You,,,
Physical solutions for hydrogen storage: An overview,https://www.sciencedirect.com/science/article/pii/S0306261926007270?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-30 00:00:00+00:00,,Wenjie Qi,,,
A novel demand response framework for the optimal design of hydrogen-ammonia hybrid microgrids,https://www.sciencedirect.com/science/article/pii/S0306261926007269?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-30 00:00:00+00:00,,Sayed Abulanwar,,,
Universal transient stability analysis: A pre-trained generative transformer-enabled power system dynamics prediction framework,https://www.sciencedirect.com/science/article/pii/S030626192600680X?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-30 00:00:00+00:00,,Mingyang Sun,,,
Global coordinated transient voltage support strategy for clustered renewable power plants considering fault evolution,https://www.sciencedirect.com/science/article/pii/S0306261926006793?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-30 00:00:00+00:00,,Xianyong Xiao,,,
Evaluation of photovoltaic energy availability under extreme atmospheric attenuation through nanofluid spectral modulation pathways,https://www.sciencedirect.com/science/article/pii/S0306261926007622?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-30 00:00:00+00:00,,Weijun Gao,,,
Bridging Synthesis and Device Performance in Perovskite Quantum Dot Light‐Emitting Diodes,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.73516?af=R,,Wiley: Advanced Materials: Table of Contents,2026-05-30 02:59:45+00:00,10.1002/adma.73516,Liang‐Sheng Liao,,"ABSTRACT
                  Perovskite quantum dots (PQDs) have emerged as promising emitters for next‐generation light‐emitting diodes (LEDs), owing to their exceptional color purity, tunable bandgaps, and high photoluminescence quantum yields (PLQYs). This review provides a comprehensive and insightful overview of the recent advances in PQD‐LEDs, with particular emphasis on the fundamental correlations between material synthesis, surface chemistry, and device engineering. We systematically examine the integrated “synthesis–surface–device” optimization framework, discussing advanced synthetic strategies, compositional and surface engineering for defect suppression and stability enhancement, and device‐level approaches to improve charge balance, radiative recombination, light outcoupling, and operational stability. By bridging foundational knowledge with material innovations and device design, this work offers a clear roadmap and step‐by‐step guidance for developing high‐performance PQD‐LEDs.",crossref
Covalently Fused Nanofiber Aerogels With Exceptional Mechanical Robustness and Thermal Insulation for Deployable Space Systems,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.73564?af=R,,Wiley: Advanced Materials: Table of Contents,2026-05-30 04:34:24+00:00,10.1002/adma.73564,Yanhua Cheng,,"ABSTRACT
                  
                    Nanofibrous aerogels exhibit an ultralow bulk density, making them highly desirable for lightweight aerospace structures. Nevertheless, these materials are often hampered by inherent physical brittleness, leading to severe structural failure under complex mechanical loads. To address this challenge, we developed a hybrid aerogel featuring core‐shell inter‐fiber junctions covalently fused via siloxane bonds, fabricated by in‐situ vapor‐phase polymerization of poly(vinylsilsesquioxane) (PVSQ) on a continuous and crosslinked native bacterial cellulose (BC) network. This unique architecture endows the aerogel (BC‐PVSQ) with outstanding mechanical adaptability and toughness, including &gt;99% compressibility, bending resilience (curvature &gt; 20 mm
                    −1
                    ), robust tensile strength, and structural integrity over 10,000 shearing cycles. Significantly, it maintains low density (16.1 mg cm
                    −3
                    ) and thermal conductivity (27.0 ± 0.2 mW m
                    −1
                    K
                    −1
                    ). As a proof of concept, we demonstrate the practical potential of the material for space‐deployable drag‐augmentation deorbiting spheres, enabling reversible folding compaction and reliable deployment, and for flexible habitat insulation, where it shows superior thermal insulation performance relative to conventional aerospace insulation materials under simulated Martian atmospheric conditions. This work successfully resolves the longstanding trade‐off between mechanical robustness and thermal insulation, laying a multifunctional technological foundation for next‐generation lightweight deployable systems designed for space environments.",crossref
Harnessing High‐Pressure CO2 for Molecular‐Scale Interfacial Engineering in Sulfide‐Based All‑Solid‑State Lithium Metal Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.73554?af=R,,Wiley: Advanced Materials: Table of Contents,2026-05-30 04:35:35+00:00,10.1002/adma.73554,Wenkui Zhang,,"ABSTRACT
                  
                    The rapid expansion of the low‐altitude economy has intensified the demand for energy storage with exceptional rate capability. Sulfide electrolytes, with high room‐temperature ionic conductivity and processability, are pivotal for next‐generation all‐solid‐state batteries (ASSBs), but their interfacial instability and the resulting low critical current density severely hinder high‐rate performance. Here, we propose a molecular‐level interfacial construction strategy using high‐pressure CO
                    2
                    to in situ engineer the Li
                    6
                    PS
                    5
                    Cl (LPSC) surface. Through precise regulation with concentrated CO
                    2
                    molecules, a nanoscale Li
                    2
                    CO
                    3
                    ‐rich layer with high Young's modulus and superior oxidant‑resistance is constructed. This designed interphase effectively suppresses parasitic reactions, enhances mechanical integrity, and homogenizes Li‐ion flux. Consequently, the modified LPSC exhibits exceptional dendrite‐suppression capability, achieving a critical current density of 7.76 mA cm
                    −2
                    , and enables stable Li plating and stripping over 920 h at 5 mA cm
                    −2
                    in symmetric cells. Furthermore, full cells paired with a high‐voltage LiNi
                    0.8
                    Co
                    0.1
                    Mn
                    0.1
                    O
                    2
                    cathode demonstrated outstanding rate capability at 5C with a power density of 3160 W kg
                    −1
                    and maintained stable cycling over 500 cycles at 0.5C. This work proposes a simple and effective molecular‐scale interface engineering method to overcome the power limitation problem of sulfide‐based ASSBs.",crossref
Indium‐Mediated Glue‐Like Interlayer Enables Stable High‐Capacity Flexible Sodium Metal Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.73556?af=R,,Wiley: Advanced Materials: Table of Contents,2026-05-30 04:36:57+00:00,10.1002/adma.73556,Zijian Zheng,,"ABSTRACT
                  
                    Na metal is considered as a highly promising anode material for Na batteries, owing to its high theoretical capacity (1166 mAh g
                    −1
                    ) and low redox potential (−2.71 V vs. SHE). However, its practical application is significantly hindered by interfacial instability and dendrite formation arising from uneven Na deposition, which severely compromise its cycling lifespan. Herein, we develop a robust three‐dimensional glue‐like interlayer via in situ electrochemical conversion of CuInS
                    2
                    on a flexible Cu current collector. This process yields a Na
                    2
                    S/Na
                    5
                    InS
                    4
                    /Cu composite interlayer of strong interphase connections, ensuring tight interfacial connections and exceptional mechanical stability throughout extended cycling, thereby effectively mitigating interfacial degradation. With this interlayer, the Na metal anode achieves a high Coulombic efficiency over 99.4%, outstanding symmetrical cell stability exceeding 2400 hours, and excellent high‐capacity full cell cycling (95.3% capacity retention after 1000 cycles). Flexible pouch cells retain 95% capacity over 200 cycles and endure more than 10,000 bending.",crossref
Ultrasonic Vibration‐Driven Cold Upcycling of Waste Plastics: Enabling High‐Efficiency Seawater Distillation,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.73562?af=R,,Wiley: Advanced Materials: Table of Contents,2026-05-30 04:38:16+00:00,10.1002/adma.73562,Jiang Ma,,"ABSTRACT
                  
                    Plastic pollution has become a pervasive environmental crisis, intensifying greenhouse gas emissions, contaminating soils, and potentially aggravating cardiovascular risks. Prevailing recycling strategies such as incineration, landfilling, and mechanical processing remain constrained by inefficiency, contamination, and excessive energy demand, resulting in limited reusability of the recovered materials. Therefore, developing an eco‐friendly, high‐performance technology that transforms plastic waste into valuable resources is imperative. Herein, we report a novel waste plastic upcycling strategy utilizing ultrasonic vibration cold fabrication to convert waste polyethylene terephthalate into carbon materials. The polyethylene terephthalate was treated via a combination of ultrasonic vibration and dissolution methods to produce highly carbonized, porous materials with high photothermal efficiency that enable high‐performance seawater distillation. High‐frequency stress treatment promotes rapid polymer chain scission, deoxygenation, and aromatization, facilitating heat‐source‐free carbonization. We further revealed that porous carbonized materials exhibit exceptional broadband photothermal conversion with an efficiency exceeding 95%. In seawater distillation, the material generated 2.19 kg m
                    −2
                    h
                    −1
                    of solar steam and maintained stability in high‐salinity conditions. Leveraging the flexible fabrication capability of these porous carbons, we constructed a solar evaporation device and demonstrated a freshwater yield of 6.02 kg m
                    −2
                    in 10 h of outdoor testing, which is 5.2 times that of natural evaporation.",crossref
"Orbital‐Hybridizable Nanoseed Interphase Enables One‐Minute Rechargeable, Energy‐Dense Anode‐Free Aqueous Zinc Batteries",https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.73553?af=R,,Wiley: Advanced Materials: Table of Contents,2026-05-30 04:39:43+00:00,10.1002/adma.73553,Sang‐Young Lee,,"ABSTRACT
                  
                    Aqueous zinc (Zn) batteries are emerging as promising candidates for energy storage systems (ESS) and wearable electronics, but their practical application is hindered by low energy density and electrochemical instability at the Zn anode–electrolyte interface. Here, we report an orbital‐hybridizable nanoseed (OHNS) interphase composed of graphene oxide nanoribbons (GONRs) uniformly deposited on Cu current collectors via a scalable slot‐die coating process, enabling one‐minute‐rechargeable, energy‐dense anode‐free aqueous Zn batteries. The carbon edges (C‐edges) prevalent in the GONR facilitate orbital hybridization with Zn. This chemical interplay between the heteroatoms (C‐edge and Zn) enhances Zn nucleation kinetics and retards surface diffusion of adsorbed Zn, thereby promoting corrosion‐resistant, (002)‐oriented growth of Zn. Consequently, reversible Zn plating/stripping with high Coulombic efficiency (∼99.5%) was achieved even at a high current density of 120 mA cm
                    −2
                    . Moreover, anode‐free full cells with the OHNS interphase delivered a maximum energy/power density of 140.6 Wh kg
                    −1
                    /4138.1 W kg
                    −1
                    . Notably, anode‐free pouch cells exhibited stable capacity retention of 82.2% after 800 cycles at a fast charge/discharge current density of 106C (equivalent to a time of 34 s).",crossref
Molecular‐Interactions Driven Conjugated Polymer Nanofiber Self‐Assembly Toward Greener Fabrication,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.73513?af=R,,Wiley: Advanced Materials: Table of Contents,2026-05-30 04:41:08+00:00,10.1002/adma.73513,Derya Baran,,"ABSTRACT
                  Self‐assembled conjugated polymer (CP) nanofibers form elongated, percolated networks that facilitate efficient charge transport and mechanical compliance, yet a general strategy for their formation from solution remains elusive. Here, we present a molecular‐interaction‐governed framework for antisolvent‐induced nanofiber self‐assembly that couples thermodynamic fibrillar preaggregate formation with kinetic nanofiber growth. The framework integrates Hansen solubility parameters with a segment‐specific affinity descriptor to predict solvent‐antisolvent combinations for nanofiber formation. Structural characterization combined with molecular modeling shows that antisolvents with low affinity for alkyl side chains promote rigid, elongated fibrillar preaggregates, acting as key intermediates in nanofiber formation. This framework is validated across diverse solvent–antisolvent combinations and polymer systems, yielding nanofibers with tunable widths of 50–200 nm. It further enables the identification of eco‐friendly, terpene‐based solvent systems for green nanofiber manufacturing, while achieving up to threefold enhancements in field‐effect mobility. Together, these advances provide a pathway to rationally control CP nanostructures, offering broad utility for advancing sustainable, stretchable electronics.",crossref
Data‐Driven Insights into the High‐Throughput Design of Weakly Solvating Electrolytes for Lithium Metal Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.73537?af=R,,Wiley: Advanced Materials: Table of Contents,2026-05-30 04:43:38+00:00,10.1002/adma.73537,Xiang Chen,,"ABSTRACT
                  
                    Weakly solvating electrolytes (WSEs) have emerged as an effective strategy for stabilizing lithium (Li) metal anodes. However, their molecular design remains largely empirical, and a unified set of design criteria applicable across chemical families is still lacking. Herein, we establish a quantitative design framework that encodes structural motifs and key physicochemical properties of 236 875 organic molecules into six transferable descriptors governing Li
                    +
                    solvation. Through a hierarchical and chemistry‐informed screening workflow, this vast chemical space is converted into a tractable weak solvation landscape, from which 643 redox‐robust candidates are identified. Clustering and scaffold analysis reveal chemically coherent regions within this landscape and further uncover transferable molecular design handles, most notably
                    α
                    ‐branching and distributed fluorination, both of which exhibit volcano‐type relationships that enable predictable tuning of solvation strength. An interactive visualization platform is further developed to render this landscape readily navigable, thereby enabling similarity‐guided discovery and structure‐resolved interrogation. By transforming weak solvation from an empirical qualitative label into a quantitatively programmable design coordinate, this work provides an open and generalizable foundation for electrolyte development in Li metal batteries and, more broadly, for data‐driven discovery of advanced electrolyte molecules.",crossref
From Single Motif to Active Ensembles: Phase‐Controlled Co8 Cluster Catalysis on MoS2 for Nitrogen Electroreduction,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.73521?af=R,,Wiley: Advanced Materials: Table of Contents,2026-05-30 04:46:26+00:00,10.1002/adma.73521,Jin‐Xun Liu,,"ABSTRACT
                  
                    Atomic‐scale metal clusters, which bridge the gap between nanoparticles and single‐atom catalysts, show pronounced structure‐sensitive reactivity that is strongly governed by the support. Here, we reveal that the crystal phase of a two‐dimensional support—metallic 1T versus semiconducting 2H MoS
                    2
                    —directs the structure and electrochemical nitrogen reduction (eNRR) performance of supported Co
                    8
                    clusters via machine‐learning‐potential‐accelerated multiscale simulations. On 1T‐MoS
                    2
                    , strong metal–support interactions act as a structural converger, locking Co
                    8
                    into a single dominant operando active motif. In contrast, 2H‐MoS
                    2
                    behaves as a structural diverger, stabilizing a thermodynamically broad ensemble of active motifs under reaction conditions. This phase‐controlled structural diversity translates directly into a function: Co
                    8
                    N
                    7
                    H
                    12
                    /2H‐MoS
                    2
                    hosts a larger population of intrinsically active motifs and delivers an ammonia production rate significantly higher than that of Co
                    8
                    N
                    7
                    H
                    14
                    /1T‐MoS
                    2
                    while concurrently suppressing hydrogen evolution. Electronic structure analysis identified the total Bader charge of the cluster across different exposed active sites as a key descriptor that was exponentially correlated with the N
                    2
                    H
                    2
                    hydrogenation barrier and turnover frequency. These findings establish a crystal phase–structure–charge–function causal chain and highlight support phase engineering—specifically, the deliberate promotion of structural diversity—as a general strategy that can be extended to other catalytic reactions to increase activity.",crossref
A Visual Inertia‐Inspired Multimode Sensor Based on Pb–S Strongly Coupled Heterostructures for Information Fusion Positioning and Monitoring,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.73515?af=R,,Wiley: Advanced Materials: Table of Contents,2026-05-30 04:49:57+00:00,10.1002/adma.73515,Wenping Hu,,"ABSTRACT
                  
                    The visual‐inertial odometry (VIO) system enables continuous and accurate tracking of high‐speed moving objects, offering distinct advantages for unmanned vehicles and mobile robots, but spatiotemporal inconsistency between components data often degrades overall performance. Here, we demonstrate a visual inertia‐inspired multimode sensor (VIMS) based on FAPbI
                    3
                    (FA/PbI
                    2
                    = 4:1) organic–inorganic hybrid perovskite quantum dots (OIHPQDs) sensitized MoS
                    2
                    heterostructure, featuring reconfigurable photodetector (PD) and photosynaptic (PS) functions, successfully demonstrating single‐device functional integration for VIO. The heterostructure exhibits light‐power‐selective, Pb–S coupled‐mediated charge transport, enabling distinct light response speeds for PD and PS mode switching while overcoming the need for lattice matching in heterostructure coupling. Moreover, uniform‐sized FAPbI
                    3
                    is obtained using a self‐designed microfluidic technique, ensuring excellent reproducibility in the fabricated heterointerface. The developed devices exhibit a high specific detectivity (
                    D
                    *
                    ) gain of ≈ 1000 under 0.039 mW/cm
                    2
                    dim light, excellent synaptic plasticity with 90% recognition accuracy and 40% noise tolerance, and optical secure communication capability with response times over 10 times faster than in PS mode. More importantly, the dual‐mode VIMS array enables real‐time tracking of dynamic grayscale and static attitude information from high‐speed Newton's cradle and billiards, demonstrating dynamic/static information fusion for positioning and monitoring.",crossref
