title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source
Enhanced nuclear fusion in the sub-keV energy regime,https://www.nature.com/articles/s41467-026-74421-1,,Physical sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Jeremy N. Munday,,"Nuclear fusion requires overcoming or traversing a repulsive Coulomb barrier of hundreds of kiloelectronvolts, rendering the probability of fusion at sub-keV energies vanishingly small. Yet in condensed matter, the electronic and structural environment of reacting nuclei can profoundly alter fusion rates. Here we demonstrate that deuterium–deuterium fusion within metallic foils exhibits a pronounced reaction yield plateau (i.e., a finite, non-vanishing yield floor) below 2 keV—in stark contrast to the expected exponential suppression at low energy. At the lowest energies measured, this corresponds to fusion yields enhanced by more than 10¹⁸ relative to bare-nucleus (unscreened) expectations. Using a dual-chamber platform that combines electrochemical deuterium loading with low-energy ion-beam bombardment, we observe this behavior in both palladium and titanium hydrides. These results reveal a previously unrecognized regime of low-energy nuclear reactions in solids, demonstrating that materials degrees of freedom can fundamentally renormalize tunneling probabilities and fusion cross-sections.",nature_html
Raphia hookeri seed-inspired weakly anisotropic nanocomposites,https://www.nature.com/articles/s41467-026-75719-w,,Physical sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Qunfeng Cheng,,"The composites inspired by nacre, bone and teeth etc, often display anisotropic mechanical properties due to the high aspect ratio of their structural units, resulting in sudden failures under specific loading conditions. It still remains great challenge for fabricating the nanocomposites with weakly anisotropic mechanical properties. Herein, we discover the unique structure of the Raphia hookeri seed with a weakly anisotropic crack resistance in multiple directions. The remarkable mechanical properties stem from its tightly bonded, isodiametric cells and interlocking pits. Drawing inspiration from Raphia hookeri seed, we demonstrate an artificial Raphia hookeri seed nanocomposites by assembling layered polymethyl methacrylate-graphene microspheres with pits, which were then interwoven with polymethyl methacrylate to mimic the essential hierarchical structure. The artificial Raphia hookeri seed exhibits effective toughening performance across all crack orientations, and achieves a fracture toughness of up to 4.84 MPa m1/2 and specific toughness of 4.28 MPa m1/2/(Mg m−3), which are higher than both natural Raphia hookeri seed and previously fabricated weakly anisotropic polymer nanocomposites. The optimal distribution of pits and enhanced interfacial interactions between microspheres effectively inhibit crack propagation, contributing to the artificial Raphia hookeri seed’s superior toughness in all directions. This pit-enabled granular microsphere architecture provides an avenue for fabrication high-performance weakly anisotropic nanocomposites.",nature_html
Enhanced conditional diffusion modeling for probabilistic net load forecasting,https://www.sciencedirect.com/science/article/pii/S0306261926010597?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-18 00:00:00+00:00,,Zirui Peng,,,
Risk-aware resistance enhancement for integrated heat and power supply driven by physics-informed meteorological data,https://www.sciencedirect.com/science/article/pii/S0306261926011256?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-18 00:00:00+00:00,,Ning Zhang,,,
Epigenomic modifications define chromatin states to regulate cell-free DNA fragmentomics,https://www.nature.com/articles/s41467-026-75640-2,,Biological sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Kun Sun,,"Plasma cell-free DNA (cfDNA) fragmentomics offer promising cancer biomarkers, but their molecular regulation remains elusive. Here, we investigate the role of epigenomic modifications in cfDNA fragmentation. We identify strong correlations between cfDNA fragmentomic features and various epigenetic marks measured in cfDNA. We further segment the genome into different chromatin states using histone modification signals, revealing consistent associations with cfDNA fragmentomics. The association is further validated by histone modifier perturbation experiments, confirming chromatin organization as a key regulator of cfDNA fragmentation. CfDNA fragmentomic features associated with Transposon Elements (TEs) outperform genome-wide metrics in cancer diagnosis, reflecting cancer type-specific patterns. Leveraging these insights, we develop TEANA (Transposon Element Analysis in cfDNA), an AI-empowered model using a small set of TE fragmentomic features for pan-cancer detection and tumor-origin prediction, achieving robust performance across independent cohorts. Hence, chromatin states drive cfDNA fragmentation, and dysregulated TEs provide highly informative biomarkers for cancer diagnosis.",nature_html
Convergent genomic trajectories shape adaptation to life on land across animal lineages,https://www.nature.com/articles/s41467-026-75551-2,,Biological sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Rosa Fernández,,"How animals repeatedly adapted to life on land is a central question in evolutionary biology. While terrestrialisation occurred independently across animal phyla, it remains unclear whether shared genomic mechanisms underlie these transitions. Here, we combine large-scale comparative genomics, machine learning, and multi-omics data, including proteomics and transcriptomics from stress experiments relevant to terrestrial environmental challenges in 17 species, to investigate the genomic basis of animal terrestrial adaptation. Gene co-expression networks reveal that genes relevant to stress are largely lineage-specific, yet converge in function through the co-option of gene families pre-dating terrestrialisation events. Phylogenomic and machine learning analyses support a dominant role for early-evolving genes, enriched in stress-related functions, paired with a higher gene loss than gain at terrestrialisation nodes. Our findings support a model of lineage-specific genomic changes involving mostly conserved genes that converged at the functional level during the independent transitions to terrestrial life.",nature_html
Chemotherapy-induced senescence promotes stroma stiffness and antioxidant adaptation to promote chemoresistance in pancreatic ductal adenocarcinoma,https://www.nature.com/articles/s41467-026-75772-5,,Biological sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Yinmo Yang,,"Chemoresistance in pancreatic ductal adenocarcinoma (PDAC) is partly driven by pathological stromal remodeling, yet the underlying mechanisms remain poorly understood. Here, we show that gemcitabine treatment induces tumor cell senescence and activates cancer-associated fibroblasts via the senescence-associated secretory phenotype, leading to progressive fibrotic matrix stiffening. This biomechanical reprogramming engages the mechanosensitive ion channel Piezo1, triggering metabolic rewiring that renders BRG1-positive tumor cells increasingly dependent on NRF2-mediated antioxidant defenses. Piezo1 signaling promotes NRF2 nuclear translocation and its chromatin-remodeling cooperation with BRG1, thereby upregulating SLC7A11-dependent antioxidant programs and suppressing ferroptosis. Notably, the combination of the senolytic agent ABT-263 with the ferroptosis inducer Erastin effectively dismantles BRG1–NRF2-driven gemcitabine resistance, alleviates stromal fibrosis, enhances T-cell infiltration, and suppresses tumor growth in vivo. This senolytic–ferroptosis approach exploits metabolic vulnerabilities in chemotherapy-aged PDAC and provides a mechanistic rationale for stroma-targeted combination therapies.",nature_html
Process-integrated engineered resting cells for biocatalytic production of rare natural sugars from sole methanol molecules,https://www.nature.com/articles/s41467-026-75664-8,,Biological sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Yujie Xiong,,"The biocatalytic conversion of green methanol, a promising feedstock, into high value-added products is seen as an attractive way to establish sustainable biomanufacturing. Although natural and engineered microorganisms can utilize methanol, efficiently converting C1 carbon into valuable chemicals in growing cells remains challenging because non-native pathways often suffer from low carbon utilization and limited catalytic stability. Here, we report the integration of an engineered enzyme cascade into resting cells and its coupling with a screened alcohol oxidase enzyme to develop an efficient and stable enzyme-resting cell cascade system for methanol conversion, achieving customizable production of L-erythrulose (C4 sugar) or L-sorbose (C6 sugar). This system shows a stimulated carbon atom economy for L-erythrulose production from methanol and significantly improved stability compared to free enzyme catalysis. By integrating enzyme cascades with durable resting cells, this strategy provides a versatile platform for converting methanol and other C1 substrates into value-added products.",nature_html
"Immune correlates of risk for SARS-CoV-2 infection in children: a prospective, community-based cohort study",https://www.nature.com/articles/s41467-026-74684-8,,Biological sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Marco Carone,,"Few studies have characterized immune correlates of SARS-CoV-2 infection risk in children, particularly those with hybrid immunity from vaccination and prior infection. We conduct a prospective community-based cohort study of 1509 U.S. children (2022–2024), performing weekly SARS-CoV-2 PCR testing and measuring baseline binding and neutralizing antibody titers against multiple variants. Higher antibody levels, notably nucleocapsid-binding and Omicron-specific neutralizing antibodies, are significantly associated with reduced risk of SARS-CoV-2 infection after adjusting for age, recent infection, exposure settings, and temporal trends (adjusted hazard ratios ranging from 0.60 to 0.87 per positive unit difference in log10-fold antibody level (AU/mL)). Secondary analyses suggest these findings are robust to multiple stratifications of SARS-CoV-2 immune status, are relevant across different pediatric age groups, and appear to apply to both overall and symptomatic infection risk. Together, the results suggest that specific antibodies can predict relative infection risk in pediatric populations with diverse immune histories. Understanding these immune correlates may inform tailored vaccination strategies and risk assessments as SARS-CoV-2 continues to evolve.",nature_html
Delayed astrocyte development impairs Sema6a-Plxna2/4-mediated astrocyte-neuron crosstalk and causes depressive-like behavior,https://www.nature.com/articles/s41467-026-75697-z,,Biological sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Guoping Liu,,"Neural functions and circuit formation rely on intricate crosstalk among various cell types during critical periods. Disruptions or delays in this crosstalk between neurons and astrocytes lead to abnormal neural functions and neurodevelopmental disorders. However, the lack of robust mouse models to study the crosstalk between astrocytes and neurons thus renders unclear the implications of impeding such interactions. In this study, we demonstrate that Egfr knockout during the critical period of neuronal maturation results in a transient absence of astrocytes, with recovery observed in adult mice. This model thus provides a unique opportunity to investigate the effects of impaired astrocyte-neuron communication during development. Mechanically, we show that loss of Egfr disrupts the Egfr-pERK-Epb41l2 signaling axis, which in turn prevents glial progenitor cells from migrating outward. More importantly, Egfr deficiency during the critical period compromises astrocyte-neuron communication via the Sema6a-Plxna2/4 ligand-receptor pair. This impaired intercellular crosstalk reduces neuronal dendritic complexity and excitability, ultimately culminating in depressive-like behaviors in adult mice.",nature_html
Reconfigurable optical arithmetic logic unit and its applications,https://www.nature.com/articles/s41467-026-75750-x,,Physical sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Yonghui Tian,,"The growing constraints of Moore’s Law have fundamentally impeded further advancement in the energy efficiency of conventional electronic integrated circuits. In response, integrated photonics has emerged as a promising solution due to its exceptional bandwidth and ultralow latency. Optical digital computing based on integrated photonics offers inherent advantages in operation speed and energy efficiency compared to electronic digital schemes. However, implementing multi-functional arithmetic logic primitives on photonic chips still face a considerable challenge, and the reported works are mainly limited to basic logic gates or isolated computing modules rather than reconfigurable computational systems. Here, we report a reconfigurable optical computing architecture utilizing silicon-based microring modulators, which can implement reconfigurable basic logic operations and various arithmetic logic units, including 2-bit adder, subtractor and digital comparator. The experimental results demonstrate high computational density of 528 Gb/s/mm2 and energy efficiency of 12.36 fJ/bit at the operation speed of 20 Gb/s. The proposed device’s practical viability is further demonstrated through multiple application scenarios including data encryption and image processing.",nature_html
"Dynamic modeling of solar-driven adsorption subcooling CO2 booster refrigeration plant with thermal energy storage: Life cycle energy, environmental, economic insights from the world",https://www.sciencedirect.com/science/article/pii/S0306261926010640?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-18 00:00:00+00:00,,Shengchun Liu,,,
Frequency-dependent effects of motor thalamus deep brain stimulation on speech and swallowing,https://www.nature.com/articles/s41467-026-75588-3,,Biological sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Elvira Pirondini,,"Speech and swallowing are complex motor sequences driven by cortico-bulbar communication between motor cortex and cranial muscles. Damage to these pathways impairs strength and control of orofacial muscles, causing chronic dysarthria and dysphagia that increase social isolation, aspiration risks, and mortality. We show that motor thalamus Deep Brain Stimulation (DBS) can improve these functions after traumatic brain injury (TBI). First, we demonstrated that low-frequency DBS (50-80 Hz) facilitates activation of cortico-bulbar fibers, immediately potentiating motor output in n = 8 participants with intact pathways. In a participant who sustained a TBI resulting in chronic moderate dysphagia and severe dysarthria, low-frequency DBS improved facial movement, swallowing efficiency, and speech intelligibility across respiratory, phonatory, and articulatory subsystems. Importantly, these improvements in facial articulator and speech subsystems control were specific to low-frequency (50-80 Hz) stimulation. These findings provide preliminary evidence that motor thalamus DBS can modulate corticobulbar circuitry to improve dysarthria and dysphagia following cerebral lesions.",nature_html
Morphogenic colloids,https://www.nature.com/articles/s41467-026-75586-5,,Physical sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Stefano Sacanna,,"Morphogenesis is a dynamic process central to life, in which structure and compartmentalization arise to produce functional architectures. Replicating such transformations synthetically remains challenging because they emerge from tightly coupled physicochemical processes. Here, we report a minimal platform in which emulsion droplets exposed to amphiphilic triblock copolymers (BCPs) reproduce key features of biological morphogenesis through reversible shape morphing and topology transitions. Droplets undergo topological remodeling that leads to spontaneous and nonselective internalization of the surrounding aqueous phase, including suspended colloidal matter. In equilibrium, interfacial self-assembly of BCPs combined with droplet swelling stabilizes a spectrum of non-spherical morphologies that can be reversibly tuned by BCP concentration or temperature. These transitions can be induced synchronously across large populations of monodisperse droplets and permanently fixed via photopolymerization. This compositionally simple platform provides a tractable model for investigating the physical principles of morphogenesis while advancing colloidal systems toward biologically relevant complexity and life-like adaptability.",nature_html
Human imprints on global riverfronts,https://www.nature.com/articles/s41467-026-75777-0,,Scientific community and society : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Tamlin M. Pavelsky,,"Rivers are profoundly shaped by human activity along their water-land interfaces (riverfronts), yet the global distribution and drivers of these imprints remain poorly understood. Here we present a high-resolution global map of 7.52 million kilometers of riverfronts using satellite imagery and deep learning. We find that nearly 20% of global riverfronts are anthropogenically modified, primarily by agriculture (13.43%) and built-up areas (6.29%). A distinct modification belt spans parts of Africa and Eurasia, accounting for ~60% of global alterations, with imprint densities six times higher than elsewhere. This lateral fragmentation represents a pervasive human pressure that differs fundamentally from dam-induced longitudinal fragmentation, and is closely linked to deteriorating water quality and biodiversity threats. Environmental constraints and region-specific socio-economic dependencies further shape these spatial patterns. Our findings inform riverfront management and underscore the urgent need to reconcile development with the ecological integrity of these transitional zones.",nature_html
Wavelength-encoded neuromorphic inference enabled by microcavity MoS2 photodetector arrays,https://www.nature.com/articles/s41467-026-75808-w,,Physical sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Ningmu Zou,,"Biological vision systems tightly couple spectral sensing with temporal integration to extract task-relevant information with minimal data movement. In contrast, conventional optoelectronic vision hardware typically separates photodetection from electronic computation, incurring substantial latency and energy costs. Optical neural networks can alleviate this bottleneck, but many implementations are difficult to scale. Here, we propose a bio-inspired optoelectronic inference architecture based on a Fabry-Perot microcavity-integrated MoS2 photodetector array, in which sensing, weighting, and accumulation are unified within each pixel. Cavity-engineered wavelength selectivity encodes neural-network weights in the spectral domain, while the finite carrier lifetime of MoS2 enables analog temporal accumulation without external memory. The system achieves test accuracies of 99.6%, 94.8% and 94.0% on MNIST, CIFAR-10 and the Free Spoken Digit Dataset, respectively. Post-training optical Hessian pruning further reduces optical complexity while maintaining robustness. This architecture provides a compact route toward wavelength-aware in-sensor neuromorphic inference.",nature_html
Optimization configuration of hybrid energy storage in integrated energy systems,https://www.sciencedirect.com/science/article/pii/S0306261926010482?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-18 00:00:00+00:00,,Wei-Guo Pan,,,
Early-stage degradation mechanism and PINN-based state-of-health prediction of a PEMFC stack under typical ship operating conditions,https://www.sciencedirect.com/science/article/pii/S0306261926010767?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-18 00:00:00+00:00,,Yulong Ji,,,
How could the government support the spread of alternative energy projects?,https://www.sciencedirect.com/science/article/pii/S0301421526004477?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-07-18 00:00:00+00:00,,Csongor Czipf,,,
Escape-induced temporally correlated noise driven crossover in growth kinetics and universality class,https://www.nature.com/articles/s41467-026-75545-0,,Physical sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Rajib Batabyal,,"Universal behavior in far-from-equilibrium systems is driven by interactions between transport processes and noise structure. The Kardar-Parisi-Zhang (KPZ) framework predicts that extensions incorporating conserved currents or temporally correlated noise give rise to distinct growth morphologies and universality classes, yet direct experimental realization has remained elusive. Here, we report atomically resolved Sn thin-film growth on Sb-doped MnBi2Te4, revealing a sharp dynamical crossover between two fundamentally different regimes. Early-stage growth follows Villain-Lai-Das Sarma (VLDS) scaling, forming two-dimensional islands and stanene layers. Beyond a critical deposition time, temporally correlated noise becomes the dominant factor, driving the nucleation of α-Sn clusters, their development into faceted grains, and the coexistence of faceted β-Sn. Molecular dynamics simulations and Auger electron spectroscopy reveal that adatom escape serves as the microscopic origin of this temporally correlated noise, offering a mechanism for the observed universality crossover. These findings establish that temporal noise correlations can fundamentally alter the universality class of a growing interface, linking atomistic kinetics to emergent universal behavior.",nature_html
Scale-bridging interface design enables high-performance sustainable thermoelectrics,https://www.nature.com/articles/s41467-026-75865-1,,Physical sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Takao Mori,,"Improving energy efficiency and reducing resource waste motivate sustainable thermoelectric technologies for harvesting low-grade heat. Yet achieving high-performance and durable systems remains challenging due to coupled transport and multiscale optimization. Here, we establish a scale-bridging interface-centric design strategy that links macroscopic junction engineering and microscopic interface modulation. Based on n-type Mg3(Sb, Bi)2 as the representative system and guided by comparative evaluation of device-level contact interfaces, we translate Mg2Ni into a scale-bridging interfacial phase in n-type Mg3(Sb, Bi)2: it forms low-resistance and thermally stable external junctions while, as an internal interfacial modifier, alleviating grain-boundary carrier scattering and strengthening phonon scattering. This scale-bridged interface design yields an average zT of 1.5 over 300 to 723 K with high thermal stability. By applying Mg2Ni as both an internal modifier and an external barrier layer, a two-pair module delivers a stable conversion efficiency of 8.3% when coupled with p-type MgAgSb, comparing favorably with representative Bi2Te3-based thermoelectric modules in terms of conversion efficiency under comparable temperature differences. This work establishes a bridging interface design framework that links device contact engineering with internal interface modulation, providing a practical route toward efficient and durable thermoelectric energy conversion.",nature_html
Imaging of gate-controlled suppression of superconductivity via the Meissner effect,https://www.nature.com/articles/s41467-026-75567-8,,Physical sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,C. L. Degen,,"It was recently discovered that supercurrents flowing through thin superconducting nanowires can be quenched by applying a gate voltage to a nearby gate electrode. This gate control of supercurrents, known as the GCS effect, could enable superconducting transistor logic. Here, we report that the GCS also manifests in a suppression of Meissner screening, establishing the phenomenon as a genuine feature of superconductivity that is not restricted to transport. Using a scanning nitrogen-vacancy (NV) magnetometer at sub-Kelvin temperatures, we image the nanoscale spatial region of GCS suppression in micron-size niobium islands. Our observations are compatible with a microscopic hot-spot model of quasiparticle generation and diffusion, and in conflict with other candidate mechanisms such as Joule heating or an electric field effect. Our work introduces an alternative means for studying quasiparticle dynamics in superconducting nanostructures, and showcases the power of local imaging techniques for understanding emergent condensed matter phenomena.",nature_html
Coulomb interaction-stabilized isolated narrow bands with Chern numbers $${{\mathcal{C}}} > 1$$C>1 in twisted rhombohedral trilayer-bilayer graphene,https://www.nature.com/articles/s41467-026-74428-8,,Physical sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Cyprian Lewandowski,,"Recently, fractional quantum anomalous Hall effects have been discovered in two-dimensional moiré materials when a topologically nontrivial band with Chern number C=1"" role=""presentation"">C=1{{\mathcal{C}}}=1 is partially doped. Remarkably, superlattice Bloch bands can carry higher Chern numbers that defy the Landau-level paradigm and may even host exotic fractionalized states with non-Abelian quasiparticles. Inspired by this exciting possibility, we propose twisted rhombohedral trilayer-bilayer graphene at θ ~ 1.2° as a field-tunable quantum anomalous Chern insulator that features spectrally-isolated, kinetically-quenched, and topologically-nontrivial bands with C=2,3"" role=""presentation"">C=2,3{{\mathcal{C}}}=2,3 favorable for fractional phases once fractionally doped, as characterized by their quantum geometry. Based on extensive self-consistent mean-field calculations, we show that these phases are stabilized by Coulomb interactions and are robust against variations in dielectric environment, tight-binding hopping parameters, and lattice relaxation.",nature_html
Coordination electrochemistry taming reversible hypervalent bromine redox for energetic six-electron-transfer lithium-bromine battery,https://www.nature.com/articles/s41467-026-75860-6,,Physical sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Xinliang Li,,"Conversion-type static bromine batteries demonstrate promise in high output voltage and large capacity for rechargeable energy storage due to the inherent polyvalent reaction potential. Nevertheless, the combination of the limited two-electron 2Br-/Br2 redox couple and the redox-inactive organic ligands presents a fundamental bottleneck for the overall specific energy. Herein, ethyl viologen dibromide is developed as an energetically active positive electrode for organic lithium-bromine batteries by efficient coordination chemistry, featuring an advanced six-electron redox mechanism triggered by both intercalation and conversion reactions. The activated redox couple of 2Br-/2Br+ incubates a collaborative increase in capacity (632.8 mAh g−1Br) and discharge voltage (3.7 V). Besides, ethyl viologen undergoes reversible two-step intercalation and extraction of Li+ ions, contributing to additional energy storage. Reciprocal spectroscopic characterizations and computational electrochemistry indicate the chemisorption effect and interhalogen confinement and detail the dynamic mass-charge transfer pathway. This work sets a paradigm worth emulating for designing high-performance halogen batteries.",nature_html
Learning ordinality-aware multimodal representations for composite materials design,https://www.nature.com/articles/s41467-026-75615-3,,Physical sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Ivor Tsang,,"Composite materials design requires understanding complex microstructural characteristics, necessitating the integration of heterogeneous data sources with artificial intelligence. Current multimodal learning frameworks are mostly developed for crystalline or polymer systems with discrete structure-property mappings and well-defined structural graphs, but fail to model the continuous and nonlinear composite design spaces under data scarcity. Here we present ordinality as a core principle when building multimodal representations for composite materials. We propose ORDinal-aware imagE-tabulaR (ORDER) alignment to integrate microstructures with tabular material descriptors and apply physics-based surrogate signals to eliminate the need for full property annotation. ORDER ensures similar target properties occupy nearby regions in the latent space, preserving the continuous nature of composite properties and enabling meaningful interpolation between sparsely observed designs. Evaluated on nanofiber and carbon fiber composite datasets, ORDER consistently outperforms alignment-oriented and property-aware baselines across property prediction, cross-modal retrieval, and microstructure generation tasks.",nature_html
Predict-then-optimize: LM-MTSF provides data-driven support for distributionally robust operation optimization of active distribution networks,https://www.sciencedirect.com/science/article/pii/S0306261926010470?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-18 00:00:00+00:00,,Qin Wang,,,
Stable high-valent iridium single atoms for high-temperature CO2 electrolysis,https://www.nature.com/articles/s41467-026-75580-x,,Physical sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Xinhe Bao,,"Single-atom catalysts (SACs) offer high atomic efficiency and catalytic activity but are prone to aggregation and degradation under high-temperature conditions. Here, we propose a thermally and electrochemically stable high-valent iridium single atom synthesis strategy based on strong metal-support interactions (SMSI) to enhance high-temperature CO2 electrolysis performance in solid oxide electrolysis cells (SOECs). The SMSI effect, in situ induced during high-temperature cell fabrication and operation, stabilizes the high-valent iridium single atom and simultaneously modulates the surface electronic structure of the La0.6Sr0.4FeO3−δ (LSF) cathode by weakening the Fe−O hybridization, finally promoting oxygen vacancy formation and enhancing CO2 adsorption and activation. This approach boosts the CO2-to-CO electrolysis current density by 80.8% relative to the pristine LSF cathode, achieving 3.02 A cm−2 at 800°C and 1.5 V with nearly 100% Faradaic efficiency and excellent stability over 600 h. These findings provide a viable strategy for designing thermally and electrochemically robust SACs for high-temperature catalytic reactions.",nature_html
