title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source,must_have_abstract,title_zh,abstract_zh,categories,stable_id
Beyond the universal decision maker: renovation policy for decarbonizing energy systems and reducing energy poverty,https://www.sciencedirect.com/science/article/pii/S0301421526003101?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-05-23 00:00:00+00:00,,François Maréchal,,,,,超越普遍决策者：能源系统脱碳和减少能源贫困的创新政策,,,2b44b45817644783
A unified lifetime electrochemical-aging framework for lithium-ion batteries: Capturing degradation across expanded voltage boundaries,https://www.sciencedirect.com/science/article/pii/S0306261926007300?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-23 00:00:00+00:00,,Xi Zhang,,,,,锂离子电池的统一寿命电化学老化框架：捕获跨越扩展电压边界的退化,,,0ed81c4f5cc26859
Distribution system resilience enhancement driven by incentive-compatible Peer-to-Peer energy market,https://www.sciencedirect.com/science/article/pii/S0306261926006641?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-23 00:00:00+00:00,,Yuting Mou,,,,,由激励兼容的点对点能源市场驱动的配电系统弹性增强,,,44aa7ce21a3529d8
Energy system resilience as an all-hazards system-of-systems property under climate and security challenges,https://www.sciencedirect.com/science/article/pii/S0306261926006859?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-23 00:00:00+00:00,,Sami G. Al-Ghamdi,,,,,气候和安全挑战下能源系统的复原力作为所有灾害的系统属性,,,062a1daadaf8d5da
Gradient methods for bilevel electricity grid expansion planning,https://www.sciencedirect.com/science/article/pii/S0306261926006963?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-23 00:00:00+00:00,,Ram Rajagopal,,,,,双层电网扩容规划的梯度法,,,b7811290a8637542
CrossSTLLM: A continually adaptive spatiotemporal large language model for anomaly detection and fault localization in wind turbines with diverse distribution,https://www.sciencedirect.com/science/article/pii/S0306261926007105?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-23 00:00:00+00:00,,Hankun Bing,,,,,CrossSTLLM：一种连续自适应时空大语言模型，用于不同分布的风力涡轮机的异常检测和故障定位,,,5fbdc5365d96a632
"Characterizing BEV energy flow in extreme climates: An experimental comparison of heat pump, PTC, and hybrid thermal management architectures",https://www.sciencedirect.com/science/article/pii/S0306261926007154?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-23 00:00:00+00:00,,Daofei Li,,,,,描述极端气候下 BEV 能量流的特征：热泵、PTC 和混合热管理架构的实验比较,,,7522c24f7b8ddd73
Split incentives in shared waters: Introducing a multi-actor techno-economic assessment framework for offshore wind decommissioning,https://www.sciencedirect.com/science/article/pii/S0306261926007178?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-23 00:00:00+00:00,,G. Thomassen,,,,,共享水域的激励分割：引入海上风电退役的多参与者技术经济评估框架,,,e23d714949c02a9e
Condition-triggered adaptive robust MPC for flexible load regulation in energy-intensive industries: A case study of aluminum electrolysis,https://www.sciencedirect.com/science/article/pii/S0306261926007221?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-23 00:00:00+00:00,,Hua Wang,,,,,用于能源密集型行业灵活负载调节的条件触发自适应稳健 MPC：铝电解案例研究,,,4c03d6d54123601e
Dynamic system-level rSOC model for solar-responsive and grid-adaptive optimal operation,https://www.sciencedirect.com/science/article/pii/S0306261926006264?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-23 00:00:00+00:00,,Catalina A. Pino-Muñoz,,,,,用于太阳能响应和电网自适应优化运行的动态系统级 rSOC 模型,,,1cec70f7db661bc8
Beyond immediate relief: the dynamic effects of targeted poverty alleviation on household electricity consumption,https://www.sciencedirect.com/science/article/pii/S0306261926007117?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-23 00:00:00+00:00,,Bo Wang,,,,,超越眼前救助：精准扶贫对家庭用电的动态影响,,,31257ff7cff97104
Distributed robust hybrid game mechanism for interconnected multi-energy systems considering speculative behavior,https://www.sciencedirect.com/science/article/pii/S0306261926006689?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-23 00:00:00+00:00,,Xinying Wang,,,,,考虑投机行为的互联多能源系统的分布式鲁棒混合博弈机制,,,c9dc092caa8d220b
"Bayesian filtering techniques for state of charge and state of health estimation in lithium-ion batteries for electric vehicles: Methods, challenges, and future directions",https://www.sciencedirect.com/science/article/pii/S0306261926006677?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-23 00:00:00+00:00,,Nattapol Aunsri,,,,,用于电动汽车锂离子电池充电状态和健康状态估计的贝叶斯过滤技术：方法、挑战和未来方向,,,8f5debf5cf46da15
Long-term degradation and microstructural evolution of industrial-sized solid oxide electrolysis cells operated in co-electrolysis for power-to-X applications,https://www.sciencedirect.com/science/article/pii/S0306261926007038?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-23 00:00:00+00:00,,Vanja Subotić,,,,,用于 power-to-X 应用的共电解操作的工业规模固体氧化物电解池的长期降解和微观结构演变,,,fe9e087a5f9f3340
Supramolecular‐Covalent Hybrid Chiral Polymers with Strong Circular Dichroism and Unattenuated Dynamic Spectral Shift,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.73463?af=R,,Wiley: Advanced Materials: Table of Contents,2026-05-23 06:06:46+00:00,10.1002/adma.73463,Yongfeng Zhou,,"ABSTRACT
                  Optically active chiral polymers have been fuelling advances in chiroptics, optoelectronics and sensors. However, achieving strong circular dichroism (CD) intensity and highly tunable chiroptical responses remains a critical yet challenging goal for chiral polymers. Here we report a supramolecular–covalent hybrid chiral polymer that exhibits dynamically tunable CD spectra with large spectral shifts while retaining high intensity. Supramolecular polymerization of a two‐chain chiral monomer in solution yields gels composed of twisted fibrils of stacked nanoribbons. The diacetylene groups on the monomer chains align in long‐range chiral order and undergo in situ topochemical polymerization, resulting in a supramolecular‐covalent hybrid polymer. The polymer material appears dark blue and displays strong CD exceeding 1° at 670 nm. Remarkably, along with a blue‐to‐red chromatic transition upon heating, the CD peak shifts to 565 nm without attenuation of its magnitude. Mechanism study indicates the covalent polymer with a heat‐responsive conjugated backbone is responsible for the dynamic spectral shift, whereas the supramolecular polymer contributes to the persistent high intensity. The unusual CD responses enable the use of the polymer in high‐security information storage based on circular polarizations. The integration of supramolecular and covalent polymerizations provides strategies to create functional chiral polymers for advanced optical applications and beyond.",crossref,,具有强圆二色性和未衰减动态光谱位移的超分子共价杂化手性聚合物,"摘要
                  光学活性手性聚合物一直在推动手性光学、光电子学和传感器领域的进步。然而，实现强圆二色性（CD）强度和高度可调的手性光学响应仍然是手性聚合物的一个关键但具有挑战性的目标。在这里，我们报道了一种超分子-共价杂化手性聚合物，它表现出动态可调的CD光谱，具有大的光谱位移，同时保持高强度。溶液中双链手性单体的超分子聚合产生由堆叠纳米带的扭曲原纤维组成的凝胶。单体链上的丁二炔基团以长程手性顺序排列并进行原位拓扑化学聚合，形成超分子共价杂化聚合物。该聚合物材料呈深蓝色，在 670 nm 处显示出超过 1° 的强 CD。值得注意的是，随着加热时蓝到红的色变，CD 峰移至 565 nm，但其幅度没有衰减。机理研究表明，具有热响应共轭主链的共价聚合物负责动态光谱偏移，而超分子聚合物则有助于持续的高强度。不寻常的CD响应使得聚合物能够在基于圆偏振的高安全性信息存储中使用。超分子和共价聚合的整合提供了创建用于先进光学应用及其他应用的功能性手性聚合物的策略。",,6309b6ed2afe7def
Surface Microstructural Reconstruction of CdS Buffers Enables Low‐Voltage‐Loss Kesterite Solar Cells With >15% Efficiency,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.73481?af=R,,Wiley: Advanced Materials: Table of Contents,2026-05-23 06:07:24+00:00,10.1002/adma.73481,Qingbo Meng,,"ABSTRACT
                  
                    The performance of kesterite Cu
                    2
                    ZnSn(S,Se)
                    4
                    (CZTSSe) solar cells is critically governed by the quality of the CZTSSe/CdS heterojunction; however, the morphology, crystallinity, and defect landscape of CdS buffer layers are intrinsically constrained by the inevitable competition between homogeneous and heterogeneous nucleation in widely used chemical bath deposition (CBD). Here, we report a simple yet effective surface microstructural reconstruction strategy based on chemical polishing that overcomes these challenges beyond the reach of conventional CBD process regulation. Specifically, polishing CZTSSe/CdS films with a Na
                    2
                    S/thiourea aqueous solution selectively removes low‐quality CdS particulates while inducing surface recrystallization and sulfur‐vacancy compensation. As a result, the CdS films exhibit markedly improved microstructure, enhanced crystallinity, and more homogeneous surface electrical properties. Benefiting from suppressed interfacial charge recombination and accelerated charge transport, kesterite solar cells achieve a champion efficiency of 15.3% with a high open‐circuit voltage (
                    V
                    OC
                    ) of 560 mV and a record‐low
                    V
                    OC
                    deficit (
                    E
                    g
                    /
                    e
                    ‐
                    V
                    OC
                    ) of &lt; 0.5 V, significantly advancing kesterite photovoltaics toward low voltage loss. Moreover, this work establishes a broadly applicable post‐deposition paradigm for improving CBD‐CdS–based optoelectronic devices across a wide range of material systems and applications.",crossref,,CdS 缓冲剂的表面微观结构重建使低电压损耗钾长石太阳能电池的效率 >15%,"摘要
                  
                    黄锡矿铜的性能
                    2
                    锌锡(S,Se)
                    4
                    (CZTSSe) 太阳能电池主要取决于 CZTSSe/CdS 异质结的质量；然而，CdS 缓冲层的形态、结晶度和缺陷景观本质上受到广泛使用的化学浴沉积 (CBD) 中同质和异质成核之间不可避免的竞争的限制。在这里，我们报告了一种基于化学抛光的简单而有效的表面微观结构重建策略，该策略克服了传统 CBD 工艺监管无法解决的这些挑战。具体来说，用 Na 抛光 CZTSSe/CdS 薄膜。
                    2
                    S/硫脲水溶液选择性地去除低质量的CdS颗粒，同时诱导表面重结晶和硫空位补偿。结果，CdS薄膜表现出显着改善的微观结构、增强的结晶度和更均匀的表面电性能。受益于抑制界面电荷复合和加速电荷传输，黄锡锌矿太阳能电池在高开路电压下实现了 15.3% 的冠军效率（
                    V
                    奥克
                    ）为 560 mV，创历史新低
                    V
                    奥克
                    赤字（
                    乙
                    克
                    /
                    e
                    ‐
                    V",,fb3940a000a1de95
Complete Phase Transformation of Ir Nanowire Network into Defect‐Rich Oxide Catalyst for High‐Performance PEM Water Electrolysis,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202523682?af=R,,Wiley: Advanced Materials: Table of Contents,2026-05-23 06:08:11+00:00,10.1002/adma.202523682,Yu Huang,,"ABSTRACT
                  
                    Iridium‐based catalysts remain the most reliable option for the oxygen evolution reaction (OER) in proton exchange membrane water electrolyzers (PEMWEs). However, their high cost and limited performance represent critical barriers to the commercialization of this green hydrogen production technology. Herein, we report the creation of a metallic Ir nanowire network (IrNWN), which exhibits superior OER performance through its in situ transition into an oxide structure with high intrinsic activity. At a low loading of 0.25 mg
                    Ir
                    /cm
                    2
                    in PEMWEs, IrNWN achieved a current density of 3.13 A/cm
                    2
                    at a cell voltage of 1.8 V, outperforming the commercial Ir‐based catalyst and surpassing the Department of Energy (DOE) 2026 technical target. Moreover, the high activity of IrNWN was maintained for 900 h in a durability test at 2 A/cm
                    2
                    , showing a low degradation rate of 0.042 mV/hour. Structural analysis of the electrochemically oxidized IrNWN revealed the presence of mixed Ir oxidation states and a high density of surface terminal oxygen groups (µ1‐O), which contributed to a reduced energy barrier for the rate‐determining O‐O coupling step.",crossref,,Ir 纳米线网络完全相变为富含缺陷的氧化物催化剂，用于高性能 PEM 水电解,"摘要
                  
                    铱基催化剂仍然是质子交换膜水电解槽（PEMWE）中析氧反应（OER）最可靠的选择。然而，它们的高成本和有限的性能是这种绿色制氢技术商业化的关键障碍。在此，我们报告了金属铱纳米线网络（IrNWN）的创建，该网络通过原位转变为具有高本征活性的氧化物结构而表现出优异的OER性能。 0.25 mg 的低负载量
                    红外线
                    /厘米
                    2
                    在 PEMWE 中，IrNWN 的电流密度达到 3.13 A/cm
                    2
                    电池电压为 1.8 V，性能优于商用铱基催化剂，并超过了能源部 (DOE) 2026 年的技术目标。此外，IrNWN在2 A/cm的耐久性测试中保持了900小时的高活性
                    2
                    ，显示出 0.042 mV/小时的低降解率。电化学氧化的 IrNWN 的结构分析揭示了混合 Ir 氧化态的存在和高密度的表面末端氧基团 (μ1-O)，这有助于降低决定速率的 O-O 偶联步骤的能垒。",,aa41279cbc795047
